shipment_id,order_id,warehouse_id,tms_status,carrier,planned_departure,actual_departure
SHP-100997,ORD-100997,DC-12,DEPARTED,Carrier-B,2026-08-06T14:48:00,2026-08-06T15:27:00
SHP-100998,ORD-100998,DC-07,DELAYED,Carrier-D,2026-08-06T15:26:00,2026-08-06T15:21:00
SHP-100999,ORD-100999,DC-12,LOADED,Carrier-A,2026-08-06T15:42:00,2026-08-06T15:53:00
SHP-101000,ORD-101000,DC-14,LOADED,Carrier-C,2026-08-06T17:32:00,2026-08-06T16:02:00
SHP-101001,ORD-101001,DC-13,DELAYED,Carrier-C,2026-08-06T15:47:00,2026-08-06T16:02:00
SHP-101002,ORD-101002,DC-06,DELAYED,Carrier-D,2026-08-06T17:15:00,2026-08-06T16:58:00
SHP-101003,ORD-101003,DC-08,BOOKED,Carrier-C,2026-08-06T15:56:00,2026-08-06T16:28:00
SHP-101004,ORD-101004,DC-04,LOADED,Carrier-D,2026-08-06T16:49:00,2026-08-06T16:24:00
SHP-101005,ORD-101005,DC-18,PLANNED,Carrier-D,2026-08-06T18:29:00,2026-08-06T17:44:00
SHP-101006,ORD-101006,DC-09,DELAYED,Carrier-A,2026-08-06T17:41:00,2026-08-06T16:36:00
SHP-101007,ORD-101007,DC-04,PLANNED,Carrier-D,2026-08-06T17:39:00,2026-08-06T17:02:00
SHP-101008,ORD-101008,DC-18,BOOKED,Carrier-B,2026-08-06T16:57:00,2026-08-06T17:04:00
SHP-101009,ORD-101009,DC-05,LOADED,Carrier-A,2026-08-06T17:32:00,2026-08-06T16:59:00
SHP-101010,ORD-101010,DC-11,DEPARTED,Carrier-D,2026-08-06T17:28:00,2026-08-06T17:54:00
SHP-101011,ORD-101011,DC-13,DEPARTED,Carrier-C,2026-08-06T17:22:00,2026-08-06T17:51:00
SHP-101012,ORD-101012,DC-02,BOOKED,Carrier-B,2026-08-06T18:35:00,2026-08-06T18:41:00
SHP-101013,ORD-101013,DC-12,DELAYED,Carrier-B,2026-08-06T16:42:00,2026-08-06T17:09:00
SHP-101014,ORD-101014,DC-10,LOADED,Carrier-C,2026-08-06T19:12:00,2026-08-06T18:32:00
SHP-101015,ORD-101015,DC-04,BOOKED,Carrier-A,2026-08-06T18:17:00,2026-08-06T17:42:00
SHP-101016,ORD-101016,DC-12,PLANNED,Carrier-B,2026-08-06T17:10:00,2026-08-06T17:26:00
SHP-101017,ORD-101017,DC-07,LOADED,Carrier-C,2026-08-06T19:53:00,2026-08-06T18:46:00
SHP-101018,ORD-101018,DC-06,AT_DOCK,Carrier-B,2026-08-06T19:08:00,2026-08-06T18:12:00
SHP-101019,ORD-101019,DC-12,PLANNED,Carrier-D,2026-08-06T18:22:00,2026-08-06T18:35:00
SHP-101020,ORD-101020,DC-10,AT_DOCK,Carrier-A,2026-08-06T18:23:00,2026-08-06T17:29:00
SHP-101021,ORD-101021,DC-04,BOOKED,Carrier-C,2026-08-06T18:03:00,2026-08-06T18:43:00
SHP-101022,ORD-101022,DC-05,BOOKED,Carrier-D,2026-08-06T18:48:00,2026-08-06T19:20:00
SHP-101023,ORD-101023,DC-12,BOOKED,Carrier-C,2026-08-06T20:36:00,2026-08-06T19:19:00
SHP-101024,ORD-101024,DC-02,DELAYED,Carrier-B,2026-08-06T19:05:00,2026-08-06T19:41:00
SHP-101025,ORD-101025,DC-12,AT_DOCK,Carrier-B,2026-08-06T20:47:00,2026-08-06T20:08:00
SHP-101026,ORD-101026,DC-11,LOADED,Carrier-C,2026-08-06T19:04:00,2026-08-06T18:30:00
SHP-101027,ORD-101027,DC-08,DEPARTED,Carrier-B,2026-08-06T19:22:00,2026-08-06T19:37:00
SHP-101028,ORD-101028,DC-18,DEPARTED,Carrier-D,2026-08-06T18:38:00,2026-08-06T19:19:00
SHP-101029,ORD-101029,DC-17,BOOKED,Carrier-B,2026-08-06T19:27:00,2026-08-06T19:51:00
SHP-101030,ORD-101030,DC-18,BOOKED,Carrier-C,2026-08-06T18:56:00,2026-08-06T19:11:00
SHP-101031,ORD-101031,DC-10,AT_DOCK,Carrier-D,2026-08-06T20:42:00,2026-08-06T20:13:00
SHP-101032,ORD-101032,DC-15,LOADED,Carrier-D,2026-08-06T18:51:00,2026-08-06T19:11:00
SHP-101033,ORD-101033,DC-13,DEPARTED,Carrier-A,2026-08-06T22:01:00,2026-08-06T20:46:00
SHP-101034,ORD-101034,DC-16,DELAYED,Carrier-C,2026-08-06T19:48:00,2026-08-06T19:28:00
SHP-101035,ORD-101035,DC-16,AT_DOCK,Carrier-A,2026-08-06T21:43:00,2026-08-06T20:47:00
SHP-101036,ORD-101036,DC-04,LOADED,Carrier-B,2026-08-06T20:26:00,2026-08-06T20:57:00
SHP-101037,ORD-101037,DC-17,LOADED,Carrier-D,2026-08-06T20:55:00,2026-08-06T19:46:00
SHP-101038,ORD-101038,DC-04,AT_DOCK,Carrier-D,2026-08-06T20:17:00,2026-08-06T20:27:00
SHP-101039,ORD-101039,DC-16,DEPARTED,Carrier-B,2026-08-06T19:33:00,2026-08-06T20:18:00
SHP-101040,ORD-101040,DC-17,PLANNED,Carrier-A,2026-08-06T22:14:00,2026-08-06T21:00:00
SHP-101041,ORD-101041,DC-06,PLANNED,Carrier-B,2026-08-06T20:55:00,2026-08-06T21:38:00
SHP-101042,ORD-101042,DC-01,PLANNED,Carrier-C,2026-08-06T20:33:00,2026-08-06T20:13:00
SHP-101043,ORD-101043,DC-17,PLANNED,Carrier-C,2026-08-06T22:51:00,2026-08-06T22:20:00
SHP-101044,ORD-101044,DC-15,BOOKED,Carrier-A,2026-08-06T21:22:00,2026-08-06T21:56:00
SHP-101045,ORD-101045,DC-08,AT_DOCK,Carrier-C,2026-08-06T22:19:00,2026-08-06T20:58:00
SHP-101046,ORD-101046,DC-15,DEPARTED,Carrier-B,2026-08-06T21:08:00,2026-08-06T21:23:00
SHP-101047,ORD-101047,DC-13,AT_DOCK,Carrier-C,2026-08-06T20:44:00,2026-08-06T21:14:00
SHP-101048,ORD-101048,DC-10,AT_DOCK,Carrier-D,2026-08-07T00:34:00,2026-08-06T23:16:00
SHP-101049,ORD-101049,DC-08,AT_DOCK,Carrier-B,2026-08-06T21:33:00,2026-08-06T21:40:00
SHP-101050,ORD-101050,DC-10,DELAYED,Carrier-C,2026-08-06T23:33:00,2026-08-06T22:37:00
SHP-101051,ORD-101051,DC-08,AT_DOCK,Carrier-C,2026-08-07T00:43:00,2026-08-06T23:24:00
SHP-101052,ORD-101052,DC-11,LOADED,Carrier-D,2026-08-06T22:50:00,2026-08-06T21:56:00
SHP-101053,ORD-101053,DC-12,DELAYED,Carrier-D,2026-08-06T22:31:00,2026-08-06T22:10:00
SHP-101054,ORD-101054,DC-18,PLANNED,Carrier-D,2026-08-06T23:31:00,2026-08-06T23:24:00
SHP-101055,ORD-101055,DC-02,BOOKED,Carrier-D,2026-08-06T22:21:00,2026-08-06T23:05:00
SHP-101056,ORD-101056,DC-17,PLANNED,Carrier-D,2026-08-07T00:44:00,2026-08-07T00:19:00
SHP-101057,ORD-101057,DC-01,AT_DOCK,Carrier-D,2026-08-06T22:29:00,2026-08-06T23:03:00
SHP-101058,ORD-101058,DC-03,LOADED,Carrier-C,2026-08-06T22:56:00,2026-08-06T22:51:00
SHP-101059,ORD-101059,DC-11,BOOKED,Carrier-A,2026-08-07T00:58:00,2026-08-06T23:44:00
SHP-101060,ORD-101060,DC-15,DELAYED,Carrier-B,2026-08-07T01:42:00,2026-08-07T00:42:00
SHP-101061,ORD-101061,DC-08,BOOKED,Carrier-A,2026-08-07T00:13:00,2026-08-07T00:57:00
SHP-101062,ORD-101062,DC-02,DEPARTED,Carrier-D,2026-08-07T00:26:00,2026-08-07T00:00:00
SHP-101063,ORD-101063,DC-01,DEPARTED,Carrier-A,2026-08-07T01:42:00,2026-08-07T00:21:00
SHP-101064,ORD-101064,DC-14,PLANNED,Carrier-D,2026-08-07T00:53:00,2026-08-06T23:51:00
SHP-101065,ORD-101065,DC-14,DELAYED,Carrier-C,2026-08-06T23:09:00,2026-08-06T23:44:00
SHP-101066,ORD-101066,DC-04,AT_DOCK,Carrier-C,2026-08-07T01:04:00,2026-08-07T00:03:00
SHP-101067,ORD-101067,DC-13,BOOKED,Carrier-A,2026-08-07T00:07:00,2026-08-07T00:42:00
SHP-101068,ORD-101068,DC-16,LOADED,Carrier-D,2026-08-07T02:34:00,2026-08-07T01:34:00
SHP-101069,ORD-101069,DC-17,AT_DOCK,Carrier-D,2026-08-07T01:30:00,2026-08-07T02:03:00
SHP-101070,ORD-101070,DC-05,AT_DOCK,Carrier-C,2026-08-07T01:54:00,2026-08-07T01:11:00
SHP-101071,ORD-101071,DC-05,DELAYED,Carrier-B,2026-08-07T01:26:00,2026-08-07T01:15:00
SHP-101072,ORD-101072,DC-13,LOADED,Carrier-B,2026-08-07T02:16:00,2026-08-07T01:58:00
SHP-101073,ORD-101073,DC-10,LOADED,Carrier-B,2026-08-07T01:00:00,2026-08-07T01:39:00
SHP-101074,ORD-101074,DC-10,BOOKED,Carrier-C,2026-08-07T04:07:00,2026-08-07T03:08:00
SHP-101075,ORD-101075,DC-02,BOOKED,Carrier-A,2026-08-07T01:43:00,2026-08-07T02:28:00
SHP-101076,ORD-101076,DC-14,DEPARTED,Carrier-D,2026-08-07T04:19:00,2026-08-07T03:18:00
SHP-101077,ORD-101077,DC-03,BOOKED,Carrier-C,2026-08-07T02:59:00,2026-08-07T01:57:00
SHP-101078,ORD-101078,DC-09,LOADED,Carrier-B,2026-08-07T03:28:00,2026-08-07T02:59:00
SHP-101079,ORD-101079,DC-13,AT_DOCK,Carrier-B,2026-08-07T04:36:00,2026-08-07T03:22:00
SHP-101080,ORD-101080,DC-12,LOADED,Carrier-B,2026-08-07T02:51:00,2026-08-07T03:15:00
SHP-101081,ORD-101081,DC-01,PLANNED,Carrier-D,2026-08-07T03:55:00,2026-08-07T04:15:00
SHP-101082,ORD-101082,DC-16,DEPARTED,Carrier-B,2026-08-07T03:29:00,2026-08-07T04:07:00
SHP-101083,ORD-101083,DC-14,AT_DOCK,Carrier-B,2026-08-07T04:43:00,2026-08-07T04:07:00
SHP-101084,ORD-101084,DC-08,AT_DOCK,Carrier-D,2026-08-07T04:08:00,2026-08-07T04:02:00
SHP-101085,ORD-101085,DC-12,PLANNED,Carrier-B,2026-08-07T02:29:00,2026-08-07T03:02:00
SHP-101086,ORD-101086,DC-14,BOOKED,Carrier-C,2026-08-07T05:27:00,2026-08-07T04:08:00
SHP-101087,ORD-101087,DC-15,DEPARTED,Carrier-A,2026-08-07T03:17:00,2026-08-07T03:51:00
SHP-101088,ORD-101088,DC-07,AT_DOCK,Carrier-D,2026-08-07T04:12:00,2026-08-07T03:14:00
SHP-101089,ORD-101089,DC-02,AT_DOCK,Carrier-D,2026-08-07T03:41:00,2026-08-07T03:54:00
SHP-101090,ORD-101090,DC-13,DEPARTED,Carrier-B,2026-08-07T03:06:00,2026-08-07T03:47:00
SHP-101091,ORD-101091,DC-12,DEPARTED,Carrier-A,2026-08-07T05:08:00,2026-08-07T05:51:00
SHP-101092,ORD-101092,DC-09,BOOKED,Carrier-B,2026-08-07T05:58:00,2026-08-07T04:53:00
SHP-101093,ORD-101093,DC-15,BOOKED,Carrier-C,2026-08-07T06:30:00,2026-08-07T05:26:00
SHP-101094,ORD-101094,DC-11,BOOKED,Carrier-D,2026-08-07T05:40:00,2026-08-07T05:00:00
SHP-101095,ORD-101095,DC-13,DEPARTED,Carrier-C,2026-08-07T04:11:00,2026-08-07T04:26:00
SHP-101096,ORD-101096,DC-07,AT_DOCK,Carrier-C,2026-08-07T05:22:00,2026-08-07T05:53:00
SHP-101097,ORD-101097,DC-13,DELAYED,Carrier-A,2026-08-07T05:43:00,2026-08-07T04:33:00
SHP-101098,ORD-101098,DC-13,PLANNED,Carrier-A,2026-08-07T05:47:00,2026-08-07T04:59:00
SHP-101099,ORD-101099,DC-01,AT_DOCK,Carrier-C,2026-08-07T06:12:00,2026-08-07T04:51:00
SHP-101100,ORD-101100,DC-17,BOOKED,Carrier-C,2026-08-07T05:43:00,2026-08-07T06:07:00
SHP-101101,ORD-101101,DC-10,DEPARTED,Carrier-A,2026-08-07T07:00:00,2026-08-07T06:08:00
SHP-101102,ORD-101102,DC-02,PLANNED,Carrier-A,2026-08-07T05:19:00,2026-08-07T05:31:00
SHP-101103,ORD-101103,DC-08,DELAYED,Carrier-A,2026-08-07T06:54:00,2026-08-07T06:42:00
SHP-101104,ORD-101104,DC-12,DELAYED,Carrier-C,2026-08-07T05:46:00,2026-08-07T05:37:00
SHP-101105,ORD-101105,DC-02,PLANNED,Carrier-A,2026-08-07T04:47:00,2026-08-07T04:58:00
SHP-101106,ORD-101106,DC-07,DEPARTED,Carrier-D,2026-08-07T06:39:00,2026-08-07T05:48:00
SHP-101107,ORD-101107,DC-03,DEPARTED,Carrier-C,2026-08-07T06:25:00,2026-08-07T05:38:00
SHP-101108,ORD-101108,DC-01,DELAYED,Carrier-A,2026-08-07T05:39:00,2026-08-07T05:25:00
SHP-101109,ORD-101109,DC-04,AT_DOCK,Carrier-B,2026-08-07T05:57:00,2026-08-07T05:43:00
SHP-101110,ORD-101110,DC-07,BOOKED,Carrier-D,2026-08-07T05:58:00,2026-08-07T06:21:00
SHP-101111,ORD-101111,DC-18,PLANNED,Carrier-C,2026-08-07T07:00:00,2026-08-07T06:40:00
SHP-101112,ORD-101112,DC-13,PLANNED,Carrier-D,2026-08-07T06:07:00,2026-08-07T06:24:00
SHP-101113,ORD-101113,DC-13,LOADED,Carrier-B,2026-08-07T06:35:00,2026-08-07T06:05:00
SHP-101114,ORD-101114,DC-06,DELAYED,Carrier-B,2026-08-07T05:40:00,2026-08-07T06:18:00
SHP-101115,ORD-101115,DC-15,DELAYED,Carrier-A,2026-08-07T06:26:00,2026-08-07T07:05:00
SHP-101116,ORD-101116,DC-06,PLANNED,Carrier-A,2026-08-07T06:24:00,2026-08-07T06:45:00
SHP-101117,ORD-101117,DC-16,BOOKED,Carrier-D,2026-08-07T06:31:00,2026-08-07T07:01:00
SHP-101118,ORD-101118,DC-08,DELAYED,Carrier-D,2026-08-07T06:35:00,2026-08-07T06:26:00
SHP-101119,ORD-101119,DC-05,LOADED,Carrier-C,2026-08-07T06:24:00,2026-08-07T06:10:00
SHP-101120,ORD-101120,DC-07,BOOKED,Carrier-C,2026-08-07T06:56:00,2026-08-07T07:16:00
SHP-101121,ORD-101121,DC-08,LOADED,Carrier-D,2026-08-07T07:41:00,2026-08-07T06:34:00
SHP-101122,ORD-101122,DC-02,DEPARTED,Carrier-B,2026-08-07T08:13:00,2026-08-07T08:02:00
SHP-101123,ORD-101123,DC-08,DEPARTED,Carrier-B,2026-08-07T07:20:00,2026-08-07T06:17:00
SHP-101124,ORD-101124,DC-18,DELAYED,Carrier-C,2026-08-07T08:00:00,2026-08-07T07:44:00
SHP-101125,ORD-101125,DC-09,DELAYED,Carrier-D,2026-08-07T07:40:00,2026-08-07T06:32:00
SHP-101126,ORD-101126,DC-06,PLANNED,Carrier-D,2026-08-07T08:40:00,2026-08-07T07:55:00
SHP-101127,ORD-101127,DC-16,AT_DOCK,Carrier-D,2026-08-07T08:10:00,2026-08-07T07:06:00
SHP-101128,ORD-101128,DC-03,AT_DOCK,Carrier-B,2026-08-07T07:51:00,2026-08-07T08:09:00
SHP-101129,ORD-101129,DC-03,PLANNED,Carrier-D,2026-08-07T07:58:00,2026-08-07T07:26:00
SHP-101130,ORD-101130,DC-05,DEPARTED,Carrier-D,2026-08-07T06:30:00,2026-08-07T06:58:00
SHP-101131,ORD-101131,DC-04,DEPARTED,Carrier-A,2026-08-07T08:11:00,2026-08-07T07:04:00
SHP-101132,ORD-101132,DC-11,AT_DOCK,Carrier-B,2026-08-07T08:46:00,2026-08-07T08:51:00
SHP-101133,ORD-101133,DC-16,LOADED,Carrier-A,2026-08-07T08:21:00,2026-08-07T07:45:00
SHP-101134,ORD-101134,DC-13,LOADED,Carrier-A,2026-08-07T08:59:00,2026-08-07T08:34:00
SHP-101135,ORD-101135,DC-09,AT_DOCK,Carrier-D,2026-08-07T09:57:00,2026-08-07T08:58:00
SHP-101136,ORD-101136,DC-16,DEPARTED,Carrier-A,2026-08-07T08:08:00,2026-08-07T07:46:00
SHP-101137,ORD-101137,DC-08,AT_DOCK,Carrier-B,2026-08-07T07:53:00,2026-08-07T08:38:00
SHP-101138,ORD-101138,DC-11,DEPARTED,Carrier-D,2026-08-07T07:07:00,2026-08-07T07:51:00
SHP-101139,ORD-101139,DC-11,AT_DOCK,Carrier-D,2026-08-07T09:04:00,2026-08-07T07:59:00
SHP-101140,ORD-101140,DC-15,DELAYED,Carrier-B,2026-08-07T11:04:00,2026-08-07T10:10:00
SHP-101141,ORD-101141,DC-18,PLANNED,Carrier-A,2026-08-07T09:48:00,2026-08-07T09:36:00
SHP-101142,ORD-101142,DC-17,AT_DOCK,Carrier-A,2026-08-07T09:18:00,2026-08-07T09:02:00
SHP-101143,ORD-101143,DC-09,DELAYED,Carrier-C,2026-08-07T09:18:00,2026-08-07T08:23:00
SHP-101144,ORD-101144,DC-06,AT_DOCK,Carrier-D,2026-08-07T08:59:00,2026-08-07T09:10:00
SHP-101145,ORD-101145,DC-05,LOADED,Carrier-D,2026-08-07T10:49:00,2026-08-07T10:04:00
SHP-101146,ORD-101146,DC-08,DELAYED,Carrier-A,2026-08-07T09:28:00,2026-08-07T09:48:00
SHP-101147,ORD-101147,DC-01,DELAYED,Carrier-D,2026-08-07T09:04:00,2026-08-07T09:46:00
SHP-101148,ORD-101148,DC-09,DEPARTED,Carrier-B,2026-08-07T08:42:00,2026-08-07T09:26:00
SHP-101149,ORD-101149,DC-08,DEPARTED,Carrier-B,2026-08-07T12:13:00,2026-08-07T10:50:00
SHP-101150,ORD-101150,DC-08,BOOKED,Carrier-B,2026-08-07T08:57:00,2026-08-07T09:41:00
SHP-101151,ORD-101151,DC-04,LOADED,Carrier-A,2026-08-07T10:20:00,2026-08-07T10:53:00
SHP-101152,ORD-101152,DC-18,BOOKED,Carrier-A,2026-08-07T12:00:00,2026-08-07T11:00:00
SHP-101153,ORD-101153,DC-04,LOADED,Carrier-C,2026-08-07T12:27:00,2026-08-07T11:55:00
SHP-101154,ORD-101154,DC-09,BOOKED,Carrier-C,2026-08-07T10:14:00,2026-08-07T10:44:00
SHP-101155,ORD-101155,DC-15,DEPARTED,Carrier-A,2026-08-07T11:15:00,2026-08-07T11:39:00
SHP-101156,ORD-101156,DC-01,AT_DOCK,Carrier-D,2026-08-07T13:24:00,2026-08-07T12:10:00
SHP-101157,ORD-101157,DC-07,DEPARTED,Carrier-A,2026-08-07T13:22:00,2026-08-07T12:23:00
SHP-101158,ORD-101158,DC-08,PLANNED,Carrier-A,2026-08-07T13:46:00,2026-08-07T13:05:00
SHP-101159,ORD-101159,DC-08,DEPARTED,Carrier-D,2026-08-07T13:11:00,2026-08-07T12:34:00
SHP-101160,ORD-101160,DC-10,AT_DOCK,Carrier-A,2026-08-07T12:07:00,2026-08-07T11:38:00
SHP-101161,ORD-101161,DC-18,BOOKED,Carrier-B,2026-08-07T13:14:00,2026-08-07T12:47:00
SHP-101162,ORD-101162,DC-07,PLANNED,Carrier-B,2026-08-07T12:47:00,2026-08-07T13:23:00
SHP-101163,ORD-101163,DC-17,AT_DOCK,Carrier-A,2026-08-07T12:51:00,2026-08-07T13:23:00
SHP-101164,ORD-101164,DC-04,DEPARTED,Carrier-A,2026-08-07T11:44:00,2026-08-07T12:27:00
SHP-101165,ORD-101165,DC-07,LOADED,Carrier-C,2026-08-07T12:26:00,2026-08-07T12:14:00
SHP-101166,ORD-101166,DC-18,LOADED,Carrier-A,2026-08-07T12:05:00,2026-08-07T12:21:00
SHP-101167,ORD-101167,DC-18,DEPARTED,Carrier-B,2026-08-07T14:53:00,2026-08-07T13:52:00
SHP-101168,ORD-101168,DC-11,DEPARTED,Carrier-D,2026-08-07T15:09:00,2026-08-07T13:50:00
SHP-101169,ORD-101169,DC-10,DEPARTED,Carrier-B,2026-08-07T13:15:00,2026-08-07T13:40:00
SHP-101170,ORD-101170,DC-05,PLANNED,Carrier-D,2026-08-07T13:13:00,2026-08-07T12:58:00
SHP-101171,ORD-101171,DC-15,LOADED,Carrier-A,2026-08-07T14:18:00,2026-08-07T13:07:00
SHP-101172,ORD-101172,DC-02,AT_DOCK,Carrier-A,2026-08-07T15:29:00,2026-08-07T14:45:00
SHP-101173,ORD-101173,DC-15,PLANNED,Carrier-A,2026-08-07T15:02:00,2026-08-07T14:18:00
SHP-101174,ORD-101174,DC-05,AT_DOCK,Carrier-D,2026-08-07T14:07:00,2026-08-07T14:48:00
SHP-101175,ORD-101175,DC-15,DEPARTED,Carrier-B,2026-08-07T14:02:00,2026-08-07T14:18:00
SHP-101176,ORD-101176,DC-06,BOOKED,Carrier-D,2026-08-07T14:00:00,2026-08-07T14:08:00
SHP-101177,ORD-101177,DC-01,LOADED,Carrier-A,2026-08-07T14:26:00,2026-08-07T15:05:00
SHP-101178,ORD-101178,DC-16,AT_DOCK,Carrier-B,2026-08-07T14:18:00,2026-08-07T14:53:00
SHP-101179,ORD-101179,DC-01,BOOKED,Carrier-B,2026-08-07T13:58:00,2026-08-07T14:29:00
SHP-101180,ORD-101180,DC-06,PLANNED,Carrier-C,2026-08-07T14:50:00,2026-08-07T14:00:00
SHP-101181,ORD-101181,DC-02,DEPARTED,Carrier-B,2026-08-07T14:44:00,2026-08-07T15:21:00
SHP-101182,ORD-101182,DC-17,BOOKED,Carrier-D,2026-08-07T15:51:00,2026-08-07T15:24:00
SHP-101183,ORD-101183,DC-15,DELAYED,Carrier-B,2026-08-07T14:32:00,2026-08-07T15:13:00
SHP-101184,ORD-101184,DC-12,AT_DOCK,Carrier-C,2026-08-07T15:31:00,2026-08-07T14:58:00
SHP-101185,ORD-101185,DC-16,LOADED,Carrier-C,2026-08-07T15:42:00,2026-08-07T16:24:00
SHP-101186,ORD-101186,DC-12,DELAYED,Carrier-D,2026-08-07T15:47:00,2026-08-07T16:28:00
SHP-101187,ORD-101187,DC-09,LOADED,Carrier-A,2026-08-07T15:56:00,2026-08-07T16:05:00
SHP-101188,ORD-101188,DC-16,AT_DOCK,Carrier-D,2026-08-07T15:10:00,2026-08-07T15:32:00
SHP-101189,ORD-101189,DC-17,DELAYED,Carrier-D,2026-08-07T16:40:00,2026-08-07T15:33:00
SHP-101190,ORD-101190,DC-04,DELAYED,Carrier-B,2026-08-07T15:42:00,2026-08-07T15:22:00
SHP-101191,ORD-101191,DC-16,LOADED,Carrier-D,2026-08-07T16:15:00,2026-08-07T15:46:00
SHP-101192,ORD-101192,DC-06,BOOKED,Carrier-A,2026-08-07T16:19:00,2026-08-07T15:13:00
SHP-101193,ORD-101193,DC-17,BOOKED,Carrier-B,2026-08-07T18:25:00,2026-08-07T16:59:00
SHP-101194,ORD-101194,DC-15,LOADED,Carrier-C,2026-08-07T17:43:00,2026-08-07T16:19:00
SHP-101195,ORD-101195,DC-10,PLANNED,Carrier-D,2026-08-07T18:09:00,2026-08-07T16:42:00
SHP-101196,ORD-101196,DC-08,LOADED,Carrier-B,2026-08-07T15:52:00,2026-08-07T16:35:00
SHP-101197,ORD-101197,DC-02,PLANNED,Carrier-D,2026-08-07T16:23:00,2026-08-07T16:36:00
SHP-101198,ORD-101198,DC-02,LOADED,Carrier-C,2026-08-07T18:35:00,2026-08-07T17:21:00
SHP-101199,ORD-101199,DC-01,PLANNED,Carrier-C,2026-08-07T17:16:00,2026-08-07T16:38:00
SHP-101200,ORD-101200,DC-07,LOADED,Carrier-B,2026-08-07T18:33:00,2026-08-07T17:09:00
SHP-101201,ORD-101201,DC-01,DEPARTED,Carrier-B,2026-08-07T18:45:00,2026-08-07T17:48:00
SHP-101202,ORD-101202,DC-10,DELAYED,Carrier-C,2026-08-07T17:40:00,2026-08-07T17:13:00
SHP-101203,ORD-101203,DC-10,DEPARTED,Carrier-D,2026-08-07T18:28:00,2026-08-07T17:41:00
SHP-101204,ORD-101204,DC-17,DELAYED,Carrier-D,2026-08-07T19:12:00,2026-08-07T18:24:00
SHP-101205,ORD-101205,DC-11,LOADED,Carrier-B,2026-08-07T19:40:00,2026-08-07T19:04:00
SHP-101206,ORD-101206,DC-01,DEPARTED,Carrier-A,2026-08-07T19:43:00,2026-08-07T19:16:00
SHP-101207,ORD-101207,DC-09,LOADED,Carrier-D,2026-08-07T19:35:00,2026-08-07T19:11:00
SHP-101208,ORD-101208,DC-14,PLANNED,Carrier-C,2026-08-07T19:22:00,2026-08-07T19:46:00
SHP-101209,ORD-101209,DC-05,LOADED,Carrier-B,2026-08-07T19:02:00,2026-08-07T19:07:00
SHP-101210,ORD-101210,DC-02,DELAYED,Carrier-D,2026-08-07T19:46:00,2026-08-07T19:13:00
SHP-101211,ORD-101211,DC-14,DEPARTED,Carrier-A,2026-08-07T19:11:00,2026-08-07T18:49:00
SHP-101212,ORD-101212,DC-14,DELAYED,Carrier-D,2026-08-07T20:09:00,2026-08-07T18:56:00
SHP-101213,ORD-101213,DC-07,AT_DOCK,Carrier-D,2026-08-07T20:32:00,2026-08-07T20:16:00
SHP-101214,ORD-101214,DC-01,DEPARTED,Carrier-A,2026-08-07T19:11:00,2026-08-07T18:57:00
SHP-101215,ORD-101215,DC-04,DEPARTED,Carrier-B,2026-08-07T21:23:00,2026-08-07T20:42:00
SHP-101216,ORD-101216,DC-13,PLANNED,Carrier-A,2026-08-07T22:02:00,2026-08-07T20:37:00
SHP-101217,ORD-101217,DC-16,DELAYED,Carrier-D,2026-08-07T21:24:00,2026-08-07T20:25:00
SHP-101218,ORD-101218,DC-09,DELAYED,Carrier-D,2026-08-07T20:25:00,2026-08-07T20:34:00
SHP-101219,ORD-101219,DC-09,DELAYED,Carrier-C,2026-08-07T21:48:00,2026-08-07T20:41:00
SHP-101220,ORD-101220,DC-05,AT_DOCK,Carrier-D,2026-08-07T20:33:00,2026-08-07T20:17:00
SHP-101221,ORD-101221,DC-12,DEPARTED,Carrier-A,2026-08-07T20:30:00,2026-08-07T20:08:00
SHP-101222,ORD-101222,DC-07,AT_DOCK,Carrier-A,2026-08-07T21:28:00,2026-08-07T21:16:00
SHP-101223,ORD-101223,DC-14,DELAYED,Carrier-B,2026-08-07T21:34:00,2026-08-07T21:45:00
SHP-101224,ORD-101224,DC-12,DELAYED,Carrier-B,2026-08-07T20:25:00,2026-08-07T21:02:00
SHP-101225,ORD-101225,DC-14,DEPARTED,Carrier-D,2026-08-07T21:15:00,2026-08-07T20:22:00
SHP-101226,ORD-101226,DC-09,PLANNED,Carrier-D,2026-08-07T19:58:00,2026-08-07T20:28:00
SHP-101227,ORD-101227,DC-03,BOOKED,Carrier-A,2026-08-07T21:52:00,2026-08-07T20:31:00
SHP-101228,ORD-101228,DC-05,DELAYED,Carrier-B,2026-08-07T22:55:00,2026-08-07T21:52:00
SHP-101229,ORD-101229,DC-02,DEPARTED,Carrier-D,2026-08-07T22:15:00,2026-08-07T21:04:00
SHP-101230,ORD-101230,DC-03,BOOKED,Carrier-A,2026-08-07T20:53:00,2026-08-07T21:30:00
SHP-101231,ORD-101231,DC-08,LOADED,Carrier-A,2026-08-07T23:24:00,2026-08-07T22:30:00
SHP-101232,ORD-101232,DC-13,LOADED,Carrier-A,2026-08-08T00:01:00,2026-08-07T22:32:00
SHP-101233,ORD-101233,DC-13,LOADED,Carrier-A,2026-08-07T23:18:00,2026-08-07T22:03:00
SHP-101234,ORD-101234,DC-10,DELAYED,Carrier-B,2026-08-07T21:27:00,2026-08-07T21:58:00
SHP-101235,ORD-101235,DC-09,DEPARTED,Carrier-A,2026-08-07T22:12:00,2026-08-07T22:57:00
