work_order_id,robot_id,warehouse_id,cmms_status,fleet_availability,issue,opened_at,safety_release_recorded
WO-000247,RBT-0157,DC-04,PLANNED,AVAILABLE,battery_degradation,2026-08-25T06:00:00,N
WO-000248,RBT-0509,DC-13,PLANNED,AVAILABLE,preventive_maintenance,2026-08-08T06:00:00,Y
WO-000249,RBT-0576,DC-15,PLANNED,AVAILABLE,lidar_calibration,2026-08-13T06:00:00,Y
WO-000250,RBT-0533,DC-14,IN_PROGRESS,AVAILABLE,battery_degradation,2026-08-20T06:00:00,Y
WO-000251,RBT-0333,DC-09,IN_PROGRESS,AVAILABLE,drive_fault,2026-08-23T06:00:00,Y
WO-000252,RBT-0650,DC-17,PLANNED,AVAILABLE,lidar_calibration,2026-08-22T06:00:00,Y
WO-000253,RBT-0666,DC-17,PLANNED,AVAILABLE,scanner_fault,2026-08-23T06:00:00,Y
WO-000254,RBT-0679,DC-18,OPEN,AVAILABLE,drive_fault,2026-08-12T06:00:00,Y
WO-000255,RBT-0594,DC-15,CLOSED,UNAVAILABLE,preventive_maintenance,2026-08-10T06:00:00,Y
WO-000256,RBT-0387,DC-10,OPEN,AVAILABLE,scanner_fault,2026-08-30T06:00:00,Y
WO-000257,RBT-0023,DC-01,PLANNED,AVAILABLE,wheel_wear,2026-08-13T06:00:00,Y
WO-000258,RBT-0376,DC-10,OPEN,UNAVAILABLE,scanner_fault,2026-08-29T06:00:00,Y
WO-000259,RBT-0424,DC-11,CLOSED,UNAVAILABLE,lidar_calibration,2026-08-06T06:00:00,Y
WO-000260,RBT-0548,DC-14,CLOSED,UNAVAILABLE,drive_fault,2026-08-31T06:00:00,N
WO-000261,RBT-0271,DC-07,IN_PROGRESS,AVAILABLE,scanner_fault,2026-08-18T06:00:00,Y
WO-000262,RBT-0132,DC-04,IN_PROGRESS,AVAILABLE,lidar_calibration,2026-08-30T06:00:00,Y
WO-000263,RBT-0706,DC-18,PLANNED,AVAILABLE,lidar_calibration,2026-08-28T06:00:00,Y
WO-000264,RBT-0518,DC-13,CLOSED,AVAILABLE,lidar_calibration,2026-09-02T06:00:00,Y
WO-000265,RBT-0409,DC-10,PLANNED,AVAILABLE,lidar_calibration,2026-08-05T06:00:00,Y
WO-000266,RBT-0436,DC-11,OPEN,AVAILABLE,preventive_maintenance,2026-08-25T06:00:00,Y
WO-000267,RBT-0661,DC-17,OPEN,UNAVAILABLE,scanner_fault,2026-08-29T06:00:00,Y
WO-000268,RBT-0441,DC-11,IN_PROGRESS,AVAILABLE,preventive_maintenance,2026-08-21T06:00:00,Y
WO-000269,RBT-0274,DC-07,OPEN,AVAILABLE,drive_fault,2026-08-17T06:00:00,Y
WO-000270,RBT-0505,DC-13,PLANNED,AVAILABLE,battery_degradation,2026-08-11T06:00:00,Y
WO-000271,RBT-0256,DC-07,IN_PROGRESS,UNAVAILABLE,battery_degradation,2026-08-02T06:00:00,Y
WO-000272,RBT-0449,DC-12,CLOSED,UNAVAILABLE,preventive_maintenance,2026-09-01T06:00:00,Y
WO-000273,RBT-0515,DC-13,PLANNED,AVAILABLE,battery_degradation,2026-08-27T06:00:00,Y
WO-000274,RBT-0493,DC-13,OPEN,UNAVAILABLE,lidar_calibration,2026-08-11T06:00:00,Y
WO-000275,RBT-0270,DC-07,CLOSED,AVAILABLE,preventive_maintenance,2026-08-10T06:00:00,Y
WO-000276,RBT-0540,DC-14,OPEN,AVAILABLE,scanner_fault,2026-08-24T06:00:00,N
WO-000277,RBT-0283,DC-07,CLOSED,AVAILABLE,lidar_calibration,2026-08-23T06:00:00,Y
WO-000278,RBT-0168,DC-04,OPEN,AVAILABLE,scanner_fault,2026-08-03T06:00:00,N
WO-000279,RBT-0619,DC-16,OPEN,AVAILABLE,wheel_wear,2026-08-10T06:00:00,N
WO-000280,RBT-0417,DC-11,IN_PROGRESS,UNAVAILABLE,lidar_calibration,2026-08-01T06:00:00,Y
WO-000281,RBT-0106,DC-03,PLANNED,UNAVAILABLE,drive_fault,2026-08-28T06:00:00,Y
WO-000282,RBT-0392,DC-10,OPEN,AVAILABLE,battery_degradation,2026-08-27T06:00:00,N
WO-000283,RBT-0113,DC-03,PLANNED,UNAVAILABLE,drive_fault,2026-08-04T06:00:00,Y
WO-000284,RBT-0210,DC-06,PLANNED,AVAILABLE,battery_degradation,2026-08-29T06:00:00,N
WO-000285,RBT-0388,DC-10,IN_PROGRESS,UNAVAILABLE,battery_degradation,2026-08-03T06:00:00,Y
WO-000286,RBT-0395,DC-10,CLOSED,AVAILABLE,scanner_fault,2026-08-17T06:00:00,Y
WO-000287,RBT-0276,DC-07,OPEN,UNAVAILABLE,preventive_maintenance,2026-08-15T06:00:00,N
WO-000288,RBT-0587,DC-15,OPEN,UNAVAILABLE,drive_fault,2026-09-01T06:00:00,Y
WO-000289,RBT-0252,DC-07,IN_PROGRESS,AVAILABLE,drive_fault,2026-08-02T06:00:00,Y
WO-000290,RBT-0495,DC-13,CLOSED,AVAILABLE,wheel_wear,2026-08-16T06:00:00,Y
WO-000291,RBT-0221,DC-06,IN_PROGRESS,AVAILABLE,drive_fault,2026-08-01T06:00:00,Y
WO-000292,RBT-0663,DC-17,PLANNED,AVAILABLE,wheel_wear,2026-08-28T06:00:00,N
WO-000293,RBT-0146,DC-04,OPEN,AVAILABLE,wheel_wear,2026-08-17T06:00:00,N
WO-000294,RBT-0697,DC-18,OPEN,UNAVAILABLE,drive_fault,2026-08-30T06:00:00,N
WO-000295,RBT-0011,DC-01,OPEN,AVAILABLE,scanner_fault,2026-08-17T06:00:00,Y
WO-000296,RBT-0180,DC-05,CLOSED,AVAILABLE,drive_fault,2026-08-31T06:00:00,Y
WO-000297,RBT-0102,DC-03,PLANNED,AVAILABLE,wheel_wear,2026-08-01T06:00:00,Y
WO-000298,RBT-0610,DC-16,IN_PROGRESS,AVAILABLE,battery_degradation,2026-08-21T06:00:00,Y
WO-000299,RBT-0062,DC-02,OPEN,AVAILABLE,battery_degradation,2026-08-06T06:00:00,Y
WO-000300,RBT-0592,DC-15,PLANNED,AVAILABLE,lidar_calibration,2026-08-07T06:00:00,Y
WO-000301,RBT-0628,DC-16,CLOSED,AVAILABLE,drive_fault,2026-08-23T06:00:00,Y
WO-000302,RBT-0167,DC-04,CLOSED,AVAILABLE,wheel_wear,2026-08-18T06:00:00,Y
WO-000303,RBT-0575,DC-15,IN_PROGRESS,AVAILABLE,battery_degradation,2026-08-07T06:00:00,Y
WO-000304,RBT-0648,DC-17,PLANNED,AVAILABLE,drive_fault,2026-08-01T06:00:00,Y
WO-000305,RBT-0331,DC-09,PLANNED,UNAVAILABLE,drive_fault,2026-08-27T06:00:00,Y
WO-000306,RBT-0677,DC-18,PLANNED,AVAILABLE,drive_fault,2026-08-27T06:00:00,N
WO-000307,RBT-0268,DC-07,PLANNED,UNAVAILABLE,lidar_calibration,2026-08-23T06:00:00,Y
WO-000308,RBT-0155,DC-04,PLANNED,AVAILABLE,preventive_maintenance,2026-09-02T06:00:00,Y
WO-000309,RBT-0204,DC-06,IN_PROGRESS,AVAILABLE,lidar_calibration,2026-08-28T06:00:00,Y
WO-000310,RBT-0278,DC-07,PLANNED,UNAVAILABLE,scanner_fault,2026-08-15T06:00:00,Y
WO-000311,RBT-0195,DC-05,OPEN,UNAVAILABLE,preventive_maintenance,2026-08-14T06:00:00,Y
WO-000312,RBT-0284,DC-07,CLOSED,UNAVAILABLE,wheel_wear,2026-08-15T06:00:00,Y
WO-000313,RBT-0288,DC-07,PLANNED,AVAILABLE,drive_fault,2026-09-01T06:00:00,Y
WO-000314,RBT-0607,DC-16,OPEN,AVAILABLE,wheel_wear,2026-09-02T06:00:00,Y
WO-000315,RBT-0421,DC-11,PLANNED,AVAILABLE,lidar_calibration,2026-08-11T06:00:00,N
WO-000316,RBT-0194,DC-05,CLOSED,AVAILABLE,preventive_maintenance,2026-09-02T06:00:00,Y
WO-000317,RBT-0570,DC-15,CLOSED,AVAILABLE,wheel_wear,2026-08-20T06:00:00,Y
WO-000318,RBT-0664,DC-17,OPEN,AVAILABLE,lidar_calibration,2026-08-03T06:00:00,Y
WO-000319,RBT-0502,DC-13,PLANNED,AVAILABLE,preventive_maintenance,2026-08-22T06:00:00,Y
WO-000320,RBT-0067,DC-02,CLOSED,AVAILABLE,battery_degradation,2026-08-25T06:00:00,Y
WO-000321,RBT-0158,DC-04,IN_PROGRESS,AVAILABLE,battery_degradation,2026-08-01T06:00:00,Y
WO-000322,RBT-0294,DC-08,CLOSED,AVAILABLE,battery_degradation,2026-08-05T06:00:00,Y
WO-000323,RBT-0526,DC-14,OPEN,AVAILABLE,scanner_fault,2026-08-10T06:00:00,N
WO-000324,RBT-0604,DC-16,PLANNED,UNAVAILABLE,scanner_fault,2026-08-04T06:00:00,Y
WO-000325,RBT-0116,DC-03,PLANNED,UNAVAILABLE,lidar_calibration,2026-08-22T06:00:00,Y
WO-000326,RBT-0580,DC-15,PLANNED,AVAILABLE,preventive_maintenance,2026-08-05T06:00:00,Y
WO-000327,RBT-0651,DC-17,PLANNED,AVAILABLE,wheel_wear,2026-08-18T06:00:00,N
WO-000328,RBT-0293,DC-08,PLANNED,AVAILABLE,wheel_wear,2026-08-20T06:00:00,N
WO-000329,RBT-0243,DC-06,PLANNED,AVAILABLE,scanner_fault,2026-08-30T06:00:00,N
WO-000330,RBT-0087,DC-03,CLOSED,AVAILABLE,wheel_wear,2026-08-16T06:00:00,Y
WO-000331,RBT-0545,DC-14,OPEN,AVAILABLE,scanner_fault,2026-08-01T06:00:00,Y
WO-000332,RBT-0330,DC-09,IN_PROGRESS,AVAILABLE,preventive_maintenance,2026-08-23T06:00:00,N
WO-000333,RBT-0541,DC-14,PLANNED,AVAILABLE,preventive_maintenance,2026-08-28T06:00:00,Y
WO-000334,RBT-0031,DC-01,PLANNED,UNAVAILABLE,drive_fault,2026-08-23T06:00:00,Y
WO-000335,RBT-0315,DC-08,OPEN,UNAVAILABLE,scanner_fault,2026-08-17T06:00:00,N
WO-000336,RBT-0413,DC-11,CLOSED,AVAILABLE,scanner_fault,2026-08-08T06:00:00,N
WO-000337,RBT-0046,DC-02,IN_PROGRESS,AVAILABLE,scanner_fault,2026-08-28T06:00:00,N
WO-000338,RBT-0579,DC-15,OPEN,AVAILABLE,wheel_wear,2026-08-12T06:00:00,Y
WO-000339,RBT-0559,DC-14,CLOSED,AVAILABLE,battery_degradation,2026-08-03T06:00:00,Y
WO-000340,RBT-0258,DC-07,OPEN,AVAILABLE,preventive_maintenance,2026-08-02T06:00:00,Y
WO-000341,RBT-0017,DC-01,CLOSED,UNAVAILABLE,wheel_wear,2026-08-15T06:00:00,Y
WO-000342,RBT-0500,DC-13,CLOSED,AVAILABLE,preventive_maintenance,2026-08-31T06:00:00,Y
WO-000343,RBT-0362,DC-09,CLOSED,AVAILABLE,lidar_calibration,2026-08-24T06:00:00,Y
WO-000344,RBT-0141,DC-04,PLANNED,AVAILABLE,preventive_maintenance,2026-08-16T06:00:00,Y
WO-000345,RBT-0306,DC-08,PLANNED,AVAILABLE,lidar_calibration,2026-08-11T06:00:00,Y
WO-000346,RBT-0071,DC-02,IN_PROGRESS,UNAVAILABLE,wheel_wear,2026-08-23T06:00:00,N
WO-000347,RBT-0026,DC-01,OPEN,AVAILABLE,preventive_maintenance,2026-08-03T06:00:00,N
WO-000348,RBT-0455,DC-12,PLANNED,AVAILABLE,battery_degradation,2026-08-21T06:00:00,Y
WO-000349,RBT-0516,DC-13,CLOSED,AVAILABLE,battery_degradation,2026-08-22T06:00:00,Y
WO-000350,RBT-0571,DC-15,OPEN,AVAILABLE,wheel_wear,2026-09-05T06:00:00,N
WO-000351,RBT-0585,DC-15,IN_PROGRESS,AVAILABLE,lidar_calibration,2026-08-05T06:00:00,N
WO-000352,RBT-0170,DC-04,IN_PROGRESS,AVAILABLE,wheel_wear,2026-08-26T06:00:00,Y
WO-000353,RBT-0461,DC-12,IN_PROGRESS,UNAVAILABLE,preventive_maintenance,2026-08-17T06:00:00,Y
WO-000354,RBT-0538,DC-14,OPEN,UNAVAILABLE,preventive_maintenance,2026-08-09T06:00:00,Y
WO-000355,RBT-0326,DC-09,OPEN,AVAILABLE,drive_fault,2026-08-29T06:00:00,Y
WO-000356,RBT-0366,DC-10,IN_PROGRESS,AVAILABLE,drive_fault,2026-08-13T06:00:00,Y
WO-000357,RBT-0044,DC-02,CLOSED,AVAILABLE,battery_degradation,2026-08-06T06:00:00,Y
WO-000358,RBT-0705,DC-18,OPEN,AVAILABLE,wheel_wear,2026-08-10T06:00:00,Y
WO-000359,RBT-0591,DC-15,CLOSED,AVAILABLE,lidar_calibration,2026-08-10T06:00:00,Y
WO-000360,RBT-0061,DC-02,CLOSED,AVAILABLE,lidar_calibration,2026-08-11T06:00:00,Y
WO-000361,RBT-0014,DC-01,IN_PROGRESS,AVAILABLE,battery_degradation,2026-09-04T06:00:00,Y
WO-000362,RBT-0275,DC-07,PLANNED,AVAILABLE,drive_fault,2026-08-12T06:00:00,Y
WO-000363,RBT-0605,DC-16,OPEN,AVAILABLE,scanner_fault,2026-08-10T06:00:00,Y
WO-000364,RBT-0688,DC-18,CLOSED,AVAILABLE,battery_degradation,2026-08-25T06:00:00,Y
WO-000365,RBT-0382,DC-10,CLOSED,UNAVAILABLE,scanner_fault,2026-08-23T06:00:00,Y
WO-000366,RBT-0348,DC-09,CLOSED,AVAILABLE,drive_fault,2026-08-28T06:00:00,Y
WO-000367,RBT-0561,DC-14,CLOSED,UNAVAILABLE,battery_degradation,2026-08-07T06:00:00,Y
WO-000368,RBT-0098,DC-03,IN_PROGRESS,UNAVAILABLE,scanner_fault,2026-08-13T06:00:00,Y
WO-000369,RBT-0048,DC-02,OPEN,UNAVAILABLE,wheel_wear,2026-08-25T06:00:00,Y
WO-000370,RBT-0344,DC-09,CLOSED,AVAILABLE,scanner_fault,2026-08-24T06:00:00,Y
WO-000371,RBT-0398,DC-10,PLANNED,AVAILABLE,lidar_calibration,2026-08-24T06:00:00,N
WO-000372,RBT-0692,DC-18,PLANNED,UNAVAILABLE,preventive_maintenance,2026-08-06T06:00:00,N
WO-000373,RBT-0422,DC-11,CLOSED,AVAILABLE,preventive_maintenance,2026-08-26T06:00:00,Y
WO-000374,RBT-0702,DC-18,PLANNED,UNAVAILABLE,wheel_wear,2026-08-19T06:00:00,Y
WO-000375,RBT-0601,DC-16,OPEN,UNAVAILABLE,battery_degradation,2026-08-03T06:00:00,Y
WO-000376,RBT-0336,DC-09,PLANNED,AVAILABLE,preventive_maintenance,2026-08-04T06:00:00,N
WO-000377,RBT-0136,DC-04,CLOSED,AVAILABLE,drive_fault,2026-08-02T06:00:00,Y
WO-000378,RBT-0319,DC-08,CLOSED,UNAVAILABLE,wheel_wear,2026-08-23T06:00:00,Y
WO-000379,RBT-0523,DC-13,CLOSED,UNAVAILABLE,battery_degradation,2026-08-15T06:00:00,Y
WO-000380,RBT-0001,DC-01,IN_PROGRESS,AVAILABLE,lidar_calibration,2026-08-08T06:00:00,Y
WO-000381,RBT-0254,DC-07,CLOSED,AVAILABLE,battery_degradation,2026-08-04T06:00:00,Y
WO-000382,RBT-0301,DC-08,PLANNED,UNAVAILABLE,battery_degradation,2026-08-19T06:00:00,Y
WO-000383,RBT-0393,DC-10,CLOSED,AVAILABLE,battery_degradation,2026-08-28T06:00:00,Y
WO-000384,RBT-0212,DC-06,PLANNED,UNAVAILABLE,drive_fault,2026-08-12T06:00:00,Y
WO-000385,RBT-0037,DC-01,IN_PROGRESS,UNAVAILABLE,wheel_wear,2026-08-19T06:00:00,Y
WO-000386,RBT-0187,DC-05,OPEN,AVAILABLE,battery_degradation,2026-08-24T06:00:00,Y
WO-000387,RBT-0588,DC-15,PLANNED,UNAVAILABLE,lidar_calibration,2026-09-02T06:00:00,Y
WO-000388,RBT-0259,DC-07,OPEN,AVAILABLE,battery_degradation,2026-08-29T06:00:00,N
WO-000389,RBT-0128,DC-04,OPEN,AVAILABLE,scanner_fault,2026-08-17T06:00:00,Y
WO-000390,RBT-0249,DC-07,IN_PROGRESS,UNAVAILABLE,scanner_fault,2026-08-02T06:00:00,Y
WO-000391,RBT-0590,DC-15,CLOSED,AVAILABLE,lidar_calibration,2026-08-30T06:00:00,N
WO-000392,RBT-0665,DC-17,OPEN,AVAILABLE,preventive_maintenance,2026-08-23T06:00:00,Y
WO-000393,RBT-0279,DC-07,IN_PROGRESS,AVAILABLE,battery_degradation,2026-08-16T06:00:00,N
WO-000394,RBT-0640,DC-17,PLANNED,UNAVAILABLE,preventive_maintenance,2026-08-29T06:00:00,Y
WO-000395,RBT-0086,DC-03,PLANNED,UNAVAILABLE,lidar_calibration,2026-08-02T06:00:00,Y
WO-000396,RBT-0657,DC-17,IN_PROGRESS,AVAILABLE,wheel_wear,2026-08-20T06:00:00,Y
WO-000397,RBT-0150,DC-04,IN_PROGRESS,UNAVAILABLE,battery_degradation,2026-09-05T06:00:00,N
WO-000398,RBT-0192,DC-05,CLOSED,AVAILABLE,wheel_wear,2026-08-17T06:00:00,Y
WO-000399,RBT-0399,DC-10,OPEN,AVAILABLE,scanner_fault,2026-08-13T06:00:00,Y
WO-000400,RBT-0191,DC-05,CLOSED,AVAILABLE,lidar_calibration,2026-08-07T06:00:00,Y
WO-000401,RBT-0239,DC-06,IN_PROGRESS,AVAILABLE,battery_degradation,2026-08-16T06:00:00,N
WO-000402,RBT-0596,DC-16,IN_PROGRESS,UNAVAILABLE,wheel_wear,2026-09-01T06:00:00,N
WO-000403,RBT-0154,DC-04,OPEN,AVAILABLE,preventive_maintenance,2026-08-02T06:00:00,Y
WO-000404,RBT-0346,DC-09,OPEN,UNAVAILABLE,scanner_fault,2026-09-03T06:00:00,Y
WO-000405,RBT-0304,DC-08,CLOSED,AVAILABLE,lidar_calibration,2026-08-30T06:00:00,Y
WO-000406,RBT-0432,DC-11,CLOSED,AVAILABLE,battery_degradation,2026-08-12T06:00:00,Y
WO-000407,RBT-0546,DC-14,PLANNED,UNAVAILABLE,preventive_maintenance,2026-08-16T06:00:00,Y
WO-000408,RBT-0427,DC-11,OPEN,UNAVAILABLE,battery_degradation,2026-08-19T06:00:00,Y
WO-000409,RBT-0535,DC-14,OPEN,AVAILABLE,lidar_calibration,2026-08-15T06:00:00,Y
WO-000410,RBT-0349,DC-09,IN_PROGRESS,AVAILABLE,scanner_fault,2026-08-02T06:00:00,Y
WO-000411,RBT-0095,DC-03,CLOSED,UNAVAILABLE,lidar_calibration,2026-08-08T06:00:00,Y
WO-000412,RBT-0317,DC-08,PLANNED,AVAILABLE,scanner_fault,2026-08-11T06:00:00,Y
WO-000413,RBT-0091,DC-03,PLANNED,AVAILABLE,drive_fault,2026-08-11T06:00:00,Y
WO-000414,RBT-0111,DC-03,CLOSED,AVAILABLE,wheel_wear,2026-08-28T06:00:00,Y
WO-000415,RBT-0492,DC-13,PLANNED,AVAILABLE,drive_fault,2026-08-11T06:00:00,Y
WO-000416,RBT-0253,DC-07,CLOSED,AVAILABLE,wheel_wear,2026-08-31T06:00:00,Y
WO-000417,RBT-0041,DC-01,PLANNED,AVAILABLE,drive_fault,2026-08-22T06:00:00,Y
WO-000418,RBT-0458,DC-12,PLANNED,AVAILABLE,drive_fault,2026-08-19T06:00:00,Y
WO-000419,RBT-0508,DC-13,OPEN,UNAVAILABLE,scanner_fault,2026-08-26T06:00:00,Y
WO-000420,RBT-0375,DC-10,CLOSED,AVAILABLE,scanner_fault,2026-09-01T06:00:00,Y
WO-000421,RBT-0620,DC-16,PLANNED,AVAILABLE,wheel_wear,2026-08-05T06:00:00,Y
WO-000422,RBT-0428,DC-11,OPEN,AVAILABLE,battery_degradation,2026-08-30T06:00:00,Y
WO-000423,RBT-0486,DC-13,CLOSED,UNAVAILABLE,lidar_calibration,2026-08-01T06:00:00,Y
WO-000424,RBT-0114,DC-03,PLANNED,AVAILABLE,lidar_calibration,2026-08-16T06:00:00,N
WO-000425,RBT-0408,DC-10,OPEN,AVAILABLE,preventive_maintenance,2026-09-03T06:00:00,N
WO-000426,RBT-0238,DC-06,CLOSED,AVAILABLE,battery_degradation,2026-08-24T06:00:00,Y
WO-000427,RBT-0536,DC-14,IN_PROGRESS,AVAILABLE,wheel_wear,2026-08-13T06:00:00,Y
WO-000428,RBT-0466,DC-12,OPEN,UNAVAILABLE,drive_fault,2026-08-08T06:00:00,Y
WO-000429,RBT-0608,DC-16,OPEN,AVAILABLE,battery_degradation,2026-08-03T06:00:00,Y
WO-000430,RBT-0368,DC-10,IN_PROGRESS,AVAILABLE,lidar_calibration,2026-08-15T06:00:00,Y
WO-000431,RBT-0015,DC-01,IN_PROGRESS,AVAILABLE,scanner_fault,2026-08-27T06:00:00,Y
WO-000432,RBT-0047,DC-02,CLOSED,UNAVAILABLE,battery_degradation,2026-08-09T06:00:00,Y
WO-000433,RBT-0639,DC-17,IN_PROGRESS,UNAVAILABLE,wheel_wear,2026-08-18T06:00:00,N
WO-000434,RBT-0405,DC-10,PLANNED,AVAILABLE,lidar_calibration,2026-08-21T06:00:00,Y
WO-000435,RBT-0645,DC-17,OPEN,AVAILABLE,battery_degradation,2026-08-22T06:00:00,Y
WO-000436,RBT-0519,DC-13,OPEN,UNAVAILABLE,scanner_fault,2026-08-03T06:00:00,Y
WO-000437,RBT-0352,DC-09,CLOSED,AVAILABLE,scanner_fault,2026-08-14T06:00:00,N
WO-000438,RBT-0342,DC-09,IN_PROGRESS,UNAVAILABLE,wheel_wear,2026-09-02T06:00:00,Y
WO-000439,RBT-0489,DC-13,OPEN,AVAILABLE,battery_degradation,2026-08-28T06:00:00,Y
WO-000440,RBT-0483,DC-13,IN_PROGRESS,AVAILABLE,preventive_maintenance,2026-09-02T06:00:00,Y
WO-000441,RBT-0586,DC-15,IN_PROGRESS,AVAILABLE,scanner_fault,2026-08-17T06:00:00,N
WO-000442,RBT-0070,DC-02,OPEN,AVAILABLE,wheel_wear,2026-08-25T06:00:00,N
WO-000443,RBT-0103,DC-03,IN_PROGRESS,UNAVAILABLE,scanner_fault,2026-09-02T06:00:00,N
WO-000444,RBT-0595,DC-16,CLOSED,UNAVAILABLE,drive_fault,2026-08-01T06:00:00,Y
WO-000445,RBT-0269,DC-07,PLANNED,AVAILABLE,battery_degradation,2026-08-06T06:00:00,N
WO-000446,RBT-0196,DC-05,CLOSED,AVAILABLE,scanner_fault,2026-08-11T06:00:00,Y
WO-000447,RBT-0593,DC-15,CLOSED,UNAVAILABLE,drive_fault,2026-08-04T06:00:00,N
WO-000448,RBT-0534,DC-14,CLOSED,AVAILABLE,scanner_fault,2026-08-01T06:00:00,N
WO-000449,RBT-0652,DC-17,CLOSED,AVAILABLE,scanner_fault,2026-08-30T06:00:00,N
WO-000450,RBT-0138,DC-04,OPEN,AVAILABLE,wheel_wear,2026-08-01T06:00:00,N
WO-000451,RBT-0694,DC-18,OPEN,AVAILABLE,drive_fault,2026-08-31T06:00:00,Y
WO-000452,RBT-0104,DC-03,IN_PROGRESS,AVAILABLE,drive_fault,2026-08-03T06:00:00,Y
WO-000453,RBT-0361,DC-09,OPEN,AVAILABLE,lidar_calibration,2026-08-15T06:00:00,N
WO-000454,RBT-0266,DC-07,CLOSED,AVAILABLE,wheel_wear,2026-08-28T06:00:00,Y
WO-000455,RBT-0142,DC-04,OPEN,AVAILABLE,lidar_calibration,2026-08-12T06:00:00,Y
WO-000456,RBT-0088,DC-03,CLOSED,UNAVAILABLE,battery_degradation,2026-08-29T06:00:00,Y
WO-000457,RBT-0381,DC-10,OPEN,AVAILABLE,wheel_wear,2026-08-28T06:00:00,N
WO-000458,RBT-0578,DC-15,IN_PROGRESS,UNAVAILABLE,drive_fault,2026-08-01T06:00:00,Y
WO-000459,RBT-0583,DC-15,OPEN,AVAILABLE,scanner_fault,2026-08-10T06:00:00,Y
WO-000460,RBT-0510,DC-13,OPEN,AVAILABLE,battery_degradation,2026-08-30T06:00:00,N
WO-000461,RBT-0406,DC-10,CLOSED,UNAVAILABLE,lidar_calibration,2026-08-02T06:00:00,Y
WO-000462,RBT-0681,DC-18,CLOSED,AVAILABLE,scanner_fault,2026-08-07T06:00:00,Y
WO-000463,RBT-0131,DC-04,PLANNED,AVAILABLE,drive_fault,2026-08-18T06:00:00,Y
WO-000464,RBT-0351,DC-09,OPEN,AVAILABLE,drive_fault,2026-08-08T06:00:00,N
WO-000465,RBT-0357,DC-09,PLANNED,AVAILABLE,drive_fault,2026-08-11T06:00:00,Y
WO-000466,RBT-0429,DC-11,IN_PROGRESS,AVAILABLE,preventive_maintenance,2026-08-08T06:00:00,Y
WO-000467,RBT-0481,DC-12,CLOSED,AVAILABLE,preventive_maintenance,2026-08-04T06:00:00,Y
WO-000468,RBT-0309,DC-08,CLOSED,AVAILABLE,wheel_wear,2026-09-04T06:00:00,Y
WO-000469,RBT-0240,DC-06,IN_PROGRESS,AVAILABLE,scanner_fault,2026-08-01T06:00:00,Y
WO-000470,RBT-0090,DC-03,PLANNED,AVAILABLE,wheel_wear,2026-08-23T06:00:00,Y
WO-000471,RBT-0034,DC-01,OPEN,AVAILABLE,drive_fault,2026-08-23T06:00:00,Y
WO-000472,RBT-0109,DC-03,OPEN,UNAVAILABLE,drive_fault,2026-08-31T06:00:00,Y
WO-000473,RBT-0083,DC-02,PLANNED,UNAVAILABLE,battery_degradation,2026-08-17T06:00:00,Y
WO-000474,RBT-0054,DC-02,IN_PROGRESS,UNAVAILABLE,drive_fault,2026-08-14T06:00:00,Y
WO-000475,RBT-0600,DC-16,IN_PROGRESS,UNAVAILABLE,drive_fault,2026-08-21T06:00:00,N
WO-000476,RBT-0638,DC-17,PLANNED,AVAILABLE,wheel_wear,2026-08-03T06:00:00,N
WO-000477,RBT-0372,DC-10,IN_PROGRESS,UNAVAILABLE,battery_degradation,2026-08-27T06:00:00,Y
WO-000478,RBT-0162,DC-04,CLOSED,AVAILABLE,wheel_wear,2026-08-24T06:00:00,Y
WO-000479,RBT-0072,DC-02,CLOSED,AVAILABLE,scanner_fault,2026-08-28T06:00:00,Y
WO-000480,RBT-0160,DC-04,OPEN,AVAILABLE,wheel_wear,2026-08-22T06:00:00,N
WO-000481,RBT-0456,DC-12,OPEN,AVAILABLE,battery_degradation,2026-08-09T06:00:00,Y
WO-000482,RBT-0699,DC-18,IN_PROGRESS,AVAILABLE,battery_degradation,2026-08-17T06:00:00,Y
WO-000483,RBT-0582,DC-15,PLANNED,AVAILABLE,lidar_calibration,2026-09-04T06:00:00,Y
WO-000484,RBT-0563,DC-14,OPEN,AVAILABLE,battery_degradation,2026-08-23T06:00:00,Y
WO-000485,RBT-0647,DC-17,IN_PROGRESS,AVAILABLE,battery_degradation,2026-08-19T06:00:00,Y
WO-000486,RBT-0656,DC-17,IN_PROGRESS,UNAVAILABLE,scanner_fault,2026-08-09T06:00:00,Y
WO-000487,RBT-0251,DC-07,OPEN,AVAILABLE,lidar_calibration,2026-08-02T06:00:00,Y
WO-000488,RBT-0198,DC-05,PLANNED,AVAILABLE,drive_fault,2026-08-15T06:00:00,Y
WO-000489,RBT-0321,DC-08,PLANNED,AVAILABLE,wheel_wear,2026-09-04T06:00:00,N
WO-000490,RBT-0166,DC-04,PLANNED,AVAILABLE,battery_degradation,2026-08-09T06:00:00,Y
WO-000491,RBT-0418,DC-11,PLANNED,AVAILABLE,lidar_calibration,2026-08-03T06:00:00,Y
WO-000492,RBT-0247,DC-07,OPEN,AVAILABLE,preventive_maintenance,2026-08-26T06:00:00,Y
WO-000493,RBT-0311,DC-08,OPEN,AVAILABLE,battery_degradation,2026-08-20T06:00:00,N
WO-000494,RBT-0430,DC-11,OPEN,AVAILABLE,battery_degradation,2026-08-28T06:00:00,Y
