robot_id,warehouse_id,robot_type,vendor,fleet_id,firmware,battery_soc,battery_soh,health_status,payload_kg,safety_cert_status,calibration_status,connectivity
RBT-0203,DC-06,PALLET_MOVER,MoveIQ,DC-06-F3,2.3.0,87,89,HEALTHY,100,VALID,DUE,ONLINE
RBT-0204,DC-06,AMR,MoveIQ,DC-06-F1,4.2.0,27,71,HEALTHY,250,EXPIRED,DUE,INTERMITTENT
RBT-0205,DC-06,AMR,MoveIQ,DC-06-F3,3.5.3,34,79,HEALTHY,1000,VALID,VALID,OFFLINE
RBT-0206,DC-06,AGV,MoveIQ,DC-06-F4,3.4.5,96,92,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0207,DC-06,FORK_AMR,MoveIQ,DC-06-F3,3.8.8,13,74,MAINTENANCE,100,VALID,VALID,OFFLINE
RBT-0208,DC-06,FORK_AMR,MoveIQ,DC-06-F4,4.3.1,86,93,DEGRADED,250,VALID,VALID,ONLINE
RBT-0209,DC-06,AMR,MoveIQ,DC-06-F2,1.8.1,63,68,MAINTENANCE,100,VALID,VALID,ONLINE
RBT-0210,DC-06,TUGGER,MoveIQ,DC-06-F2,1.7.7,12,98,DEGRADED,100,VALID,VALID,ONLINE
RBT-0211,DC-06,TUGGER,MoveIQ,DC-06-F3,1.3.6,46,100,MAINTENANCE,1500,VALID,VALID,ONLINE
RBT-0212,DC-06,CASE_PICKER,MoveIQ,DC-06-F2,4.4.7,45,79,HEALTHY,100,EXPIRED,VALID,ONLINE
RBT-0213,DC-06,PALLET_MOVER,MoveIQ,DC-06-F4,4.2.2,27,76,HEALTHY,250,EXPIRED,VALID,ONLINE
RBT-0214,DC-06,AGV,MoveIQ,DC-06-F2,2.7.9,48,95,HEALTHY,250,VALID,VALID,ONLINE
RBT-0215,DC-06,FORK_AMR,MoveIQ,DC-06-F4,4.6.7,29,77,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0216,DC-06,AGV,MoveIQ,DC-06-F3,4.2.2,9,93,HEALTHY,500,VALID,VALID,ONLINE
RBT-0217,DC-06,AGV,MoveIQ,DC-06-F4,4.6.6,61,91,HEALTHY,250,VALID,VALID,ONLINE
RBT-0218,DC-06,FORK_AMR,MoveIQ,DC-06-F4,4.9.8,9,71,HEALTHY,100,VALID,VALID,ONLINE
RBT-0219,DC-06,AMR,MoveIQ,DC-06-F1,4.7.6,84,70,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0220,DC-06,PALLET_MOVER,MoveIQ,DC-06-F1,4.3.3,34,70,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0221,DC-06,PALLET_MOVER,MoveIQ,DC-06-F4,4.1.8,61,77,HEALTHY,500,VALID,VALID,ONLINE
RBT-0222,DC-06,CASE_PICKER,MoveIQ,DC-06-F4,4.3.9,14,77,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0223,DC-06,TUGGER,MoveIQ,DC-06-F2,3.2.7,39,83,MAINTENANCE,1000,VALID,DUE,ONLINE
RBT-0224,DC-06,PALLET_MOVER,MoveIQ,DC-06-F4,3.7.1,12,87,HEALTHY,500,VALID,DUE,ONLINE
RBT-0225,DC-06,AGV,MoveIQ,DC-06-F1,2.6.2,87,74,HEALTHY,1000,VALID,VALID,INTERMITTENT
RBT-0226,DC-06,TUGGER,MoveIQ,DC-06-F3,2.0.0,77,91,HEALTHY,250,VALID,VALID,OFFLINE
RBT-0227,DC-06,PALLET_MOVER,MoveIQ,DC-06-F4,3.2.8,45,69,HEALTHY,1000,EXPIRING,VALID,ONLINE
RBT-0228,DC-06,CASE_PICKER,MoveIQ,DC-06-F3,2.2.9,52,75,DEGRADED,1000,VALID,VALID,ONLINE
RBT-0229,DC-06,TUGGER,MoveIQ,DC-06-F2,1.9.9,58,94,HEALTHY,250,VALID,VALID,ONLINE
RBT-0230,DC-06,FORK_AMR,MoveIQ,DC-06-F2,4.6.0,44,72,DEGRADED,500,VALID,VALID,ONLINE
RBT-0231,DC-06,PALLET_MOVER,MoveIQ,DC-06-F1,2.3.1,69,71,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0232,DC-06,CASE_PICKER,MoveIQ,DC-06-F2,4.1.0,56,76,DEGRADED,1000,VALID,VALID,ONLINE
RBT-0233,DC-06,AMR,MoveIQ,DC-06-F3,2.3.0,55,90,DEGRADED,1500,VALID,VALID,OFFLINE
RBT-0234,DC-06,TUGGER,MoveIQ,DC-06-F3,3.5.9,80,72,HEALTHY,250,VALID,DUE,ONLINE
RBT-0235,DC-06,FORK_AMR,MoveIQ,DC-06-F1,4.4.7,29,87,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0236,DC-06,AMR,MoveIQ,DC-06-F3,2.9.2,50,79,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0237,DC-06,AGV,MoveIQ,DC-06-F4,1.4.5,76,72,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0238,DC-06,FORK_AMR,MoveIQ,DC-06-F3,2.2.3,68,97,HEALTHY,250,VALID,VALID,ONLINE
RBT-0239,DC-06,CASE_PICKER,MoveIQ,DC-06-F1,2.3.3,80,86,HEALTHY,500,VALID,VALID,INTERMITTENT
RBT-0240,DC-06,PALLET_MOVER,MoveIQ,DC-06-F4,4.7.5,44,78,HEALTHY,100,VALID,VALID,ONLINE
RBT-0241,DC-06,FORK_AMR,MoveIQ,DC-06-F4,1.5.6,9,83,HEALTHY,250,VALID,DUE,ONLINE
RBT-0242,DC-06,AGV,MoveIQ,DC-06-F3,3.7.9,61,73,HEALTHY,100,VALID,DUE,ONLINE
RBT-0243,DC-06,PALLET_MOVER,MoveIQ,DC-06-F2,2.6.6,66,68,DEGRADED,250,VALID,VALID,ONLINE
RBT-0244,DC-06,TUGGER,MoveIQ,DC-06-F4,1.5.2,65,100,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0245,DC-07,AGV,LegacyAGV,DC-07-F3,2.9.5,62,90,HEALTHY,1000,VALID,DUE,OFFLINE
RBT-0246,DC-07,TUGGER,LegacyAGV,DC-07-F2,2.4.3,87,71,HEALTHY,250,VALID,VALID,ONLINE
RBT-0247,DC-07,AGV,LegacyAGV,DC-07-F4,4.8.1,13,97,HEALTHY,250,VALID,VALID,ONLINE
RBT-0248,DC-07,AGV,LegacyAGV,DC-07-F4,2.3.0,100,87,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0249,DC-07,CASE_PICKER,LegacyAGV,DC-07-F4,4.3.9,81,91,HEALTHY,100,VALID,VALID,ONLINE
RBT-0250,DC-07,TUGGER,LegacyAGV,DC-07-F3,3.3.4,60,69,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0251,DC-07,FORK_AMR,LegacyAGV,DC-07-F1,1.1.2,73,71,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0252,DC-07,PALLET_MOVER,LegacyAGV,DC-07-F4,2.4.0,26,87,DEGRADED,500,VALID,VALID,ONLINE
RBT-0253,DC-07,PALLET_MOVER,LegacyAGV,DC-07-F1,2.5.4,13,73,HEALTHY,100,VALID,VALID,ONLINE
RBT-0254,DC-07,AGV,LegacyAGV,DC-07-F1,1.5.3,48,72,HEALTHY,500,VALID,VALID,ONLINE
RBT-0255,DC-07,AGV,LegacyAGV,DC-07-F3,1.1.0,84,69,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0256,DC-07,AGV,LegacyAGV,DC-07-F3,4.2.3,46,100,DEGRADED,100,VALID,OVERDUE,ONLINE
RBT-0257,DC-07,CASE_PICKER,LegacyAGV,DC-07-F4,4.6.9,13,85,HEALTHY,250,VALID,VALID,OFFLINE
RBT-0258,DC-07,FORK_AMR,LegacyAGV,DC-07-F3,3.2.7,84,94,DEGRADED,100,VALID,VALID,ONLINE
RBT-0259,DC-07,AMR,LegacyAGV,DC-07-F2,3.2.8,43,86,HEALTHY,1000,VALID,DUE,ONLINE
RBT-0260,DC-07,PALLET_MOVER,LegacyAGV,DC-07-F3,4.4.8,16,80,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0261,DC-07,AMR,LegacyAGV,DC-07-F4,1.9.0,81,97,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0262,DC-07,AMR,LegacyAGV,DC-07-F3,2.8.4,54,95,DEGRADED,1000,VALID,VALID,ONLINE
RBT-0263,DC-07,AGV,LegacyAGV,DC-07-F1,4.7.8,30,78,HEALTHY,250,VALID,VALID,ONLINE
RBT-0264,DC-07,AGV,LegacyAGV,DC-07-F3,2.7.4,75,68,MAINTENANCE,1500,VALID,VALID,ONLINE
RBT-0265,DC-07,PALLET_MOVER,LegacyAGV,DC-07-F1,3.0.0,44,94,HEALTHY,250,VALID,VALID,ONLINE
RBT-0266,DC-07,CASE_PICKER,LegacyAGV,DC-07-F1,1.9.6,24,72,HEALTHY,250,VALID,DUE,ONLINE
RBT-0267,DC-07,AGV,LegacyAGV,DC-07-F3,4.2.0,89,93,DEGRADED,500,VALID,OVERDUE,ONLINE
RBT-0268,DC-07,FORK_AMR,LegacyAGV,DC-07-F3,1.5.9,92,88,DEGRADED,500,VALID,DUE,OFFLINE
RBT-0269,DC-07,CASE_PICKER,LegacyAGV,DC-07-F1,1.4.7,57,80,HEALTHY,500,VALID,VALID,ONLINE
RBT-0270,DC-07,FORK_AMR,LegacyAGV,DC-07-F1,3.0.6,9,78,HEALTHY,100,VALID,VALID,ONLINE
RBT-0271,DC-07,AMR,LegacyAGV,DC-07-F4,2.2.9,89,69,HEALTHY,1000,VALID,DUE,ONLINE
RBT-0272,DC-07,TUGGER,LegacyAGV,DC-07-F1,2.8.6,22,75,HEALTHY,1500,VALID,VALID,INTERMITTENT
RBT-0273,DC-07,AMR,LegacyAGV,DC-07-F3,4.3.7,78,79,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0274,DC-07,FORK_AMR,LegacyAGV,DC-07-F3,4.5.2,76,84,HEALTHY,250,VALID,VALID,ONLINE
RBT-0275,DC-07,AGV,LegacyAGV,DC-07-F2,4.8.9,73,74,MAINTENANCE,250,EXPIRING,DUE,ONLINE
RBT-0276,DC-07,FORK_AMR,LegacyAGV,DC-07-F1,1.0.7,99,75,HEALTHY,100,VALID,VALID,ONLINE
RBT-0277,DC-07,FORK_AMR,LegacyAGV,DC-07-F1,4.7.6,66,97,HEALTHY,250,VALID,VALID,ONLINE
RBT-0278,DC-07,PALLET_MOVER,LegacyAGV,DC-07-F1,2.1.5,36,89,HEALTHY,500,VALID,DUE,ONLINE
RBT-0279,DC-07,FORK_AMR,LegacyAGV,DC-07-F4,1.6.2,10,83,HEALTHY,1500,VALID,DUE,ONLINE
RBT-0280,DC-07,AMR,LegacyAGV,DC-07-F3,1.1.9,85,89,DEGRADED,100,VALID,VALID,OFFLINE
RBT-0281,DC-07,CASE_PICKER,LegacyAGV,DC-07-F1,2.5.2,32,85,HEALTHY,250,VALID,VALID,ONLINE
RBT-0282,DC-07,TUGGER,LegacyAGV,DC-07-F4,4.4.8,21,94,HEALTHY,100,VALID,VALID,ONLINE
RBT-0283,DC-07,FORK_AMR,LegacyAGV,DC-07-F3,4.7.4,53,74,HEALTHY,1500,EXPIRING,OVERDUE,ONLINE
RBT-0284,DC-07,PALLET_MOVER,LegacyAGV,DC-07-F2,3.2.1,57,80,HEALTHY,250,EXPIRED,VALID,OFFLINE
RBT-0285,DC-07,TUGGER,LegacyAGV,DC-07-F2,2.1.5,38,76,HEALTHY,500,VALID,VALID,ONLINE
RBT-0286,DC-07,PALLET_MOVER,LegacyAGV,DC-07-F3,4.4.1,43,81,HEALTHY,500,EXPIRED,VALID,OFFLINE
RBT-0287,DC-07,CASE_PICKER,LegacyAGV,DC-07-F3,3.9.8,84,96,HEALTHY,100,VALID,DUE,ONLINE
RBT-0288,DC-07,CASE_PICKER,LegacyAGV,DC-07-F4,1.6.2,65,98,HEALTHY,100,VALID,VALID,OFFLINE
RBT-0289,DC-07,PALLET_MOVER,LegacyAGV,DC-07-F1,4.8.9,75,87,MAINTENANCE,1000,VALID,VALID,INTERMITTENT
RBT-0290,DC-07,AMR,LegacyAGV,DC-07-F4,2.7.8,62,89,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0291,DC-08,AMR,FleetOne,DC-08-F3,3.6.5,26,81,HEALTHY,500,VALID,VALID,ONLINE
RBT-0292,DC-08,AMR,FleetOne,DC-08-F2,4.0.2,43,94,HEALTHY,500,VALID,VALID,ONLINE
RBT-0293,DC-08,FORK_AMR,FleetOne,DC-08-F1,1.2.9,16,79,HEALTHY,100,EXPIRED,VALID,ONLINE
RBT-0294,DC-08,AGV,FleetOne,DC-08-F3,2.9.8,76,89,HEALTHY,250,EXPIRING,VALID,ONLINE
RBT-0295,DC-08,CASE_PICKER,FleetOne,DC-08-F3,1.1.8,98,85,HEALTHY,100,VALID,OVERDUE,ONLINE
RBT-0296,DC-08,FORK_AMR,FleetOne,DC-08-F1,1.3.6,73,88,HEALTHY,250,EXPIRED,VALID,ONLINE
RBT-0297,DC-08,AMR,FleetOne,DC-08-F3,3.0.1,48,94,HEALTHY,1000,VALID,DUE,ONLINE
RBT-0298,DC-08,AMR,FleetOne,DC-08-F3,1.3.7,43,78,HEALTHY,500,EXPIRING,VALID,ONLINE
RBT-0299,DC-08,CASE_PICKER,FleetOne,DC-08-F1,2.5.6,97,99,HEALTHY,1000,EXPIRED,OVERDUE,ONLINE
RBT-0300,DC-08,PALLET_MOVER,FleetOne,DC-08-F3,4.4.7,90,93,HEALTHY,1500,VALID,VALID,OFFLINE
RBT-0301,DC-08,FORK_AMR,FleetOne,DC-08-F3,1.6.5,67,87,MAINTENANCE,250,VALID,VALID,ONLINE
RBT-0302,DC-08,AMR,FleetOne,DC-08-F4,1.4.3,61,68,HEALTHY,100,EXPIRING,VALID,ONLINE
RBT-0303,DC-08,FORK_AMR,FleetOne,DC-08-F4,4.1.9,50,83,HEALTHY,250,VALID,VALID,ONLINE
RBT-0304,DC-08,AMR,FleetOne,DC-08-F4,1.6.2,59,97,HEALTHY,250,VALID,VALID,ONLINE
RBT-0305,DC-08,AMR,FleetOne,DC-08-F1,2.6.8,80,77,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0306,DC-08,FORK_AMR,FleetOne,DC-08-F3,2.4.9,22,98,HEALTHY,1000,VALID,VALID,INTERMITTENT
RBT-0307,DC-08,AGV,FleetOne,DC-08-F3,3.3.9,20,98,DEGRADED,1000,VALID,OVERDUE,ONLINE
RBT-0308,DC-08,CASE_PICKER,FleetOne,DC-08-F1,3.4.0,35,73,HEALTHY,100,VALID,VALID,ONLINE
RBT-0309,DC-08,AMR,FleetOne,DC-08-F2,1.4.5,43,89,HEALTHY,500,VALID,VALID,ONLINE
RBT-0310,DC-08,AGV,FleetOne,DC-08-F1,2.0.7,97,92,HEALTHY,500,VALID,DUE,INTERMITTENT
RBT-0311,DC-08,TUGGER,FleetOne,DC-08-F2,4.1.7,76,88,HEALTHY,100,VALID,VALID,ONLINE
RBT-0312,DC-08,PALLET_MOVER,FleetOne,DC-08-F4,2.9.2,65,91,MAINTENANCE,250,VALID,VALID,ONLINE
RBT-0313,DC-08,FORK_AMR,FleetOne,DC-08-F3,2.1.9,42,97,MAINTENANCE,250,VALID,VALID,ONLINE
RBT-0314,DC-08,TUGGER,FleetOne,DC-08-F1,1.1.9,95,100,HEALTHY,250,VALID,VALID,ONLINE
RBT-0315,DC-08,FORK_AMR,FleetOne,DC-08-F1,1.7.2,30,85,HEALTHY,500,VALID,VALID,ONLINE
RBT-0316,DC-08,PALLET_MOVER,FleetOne,DC-08-F4,4.8.4,51,98,HEALTHY,500,VALID,VALID,INTERMITTENT
RBT-0317,DC-08,AGV,FleetOne,DC-08-F3,3.3.4,50,99,HEALTHY,250,VALID,VALID,INTERMITTENT
RBT-0318,DC-08,AMR,FleetOne,DC-08-F3,2.2.3,41,79,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0319,DC-08,AGV,FleetOne,DC-08-F2,2.0.9,99,68,HEALTHY,500,VALID,VALID,ONLINE
RBT-0320,DC-08,TUGGER,FleetOne,DC-08-F4,2.2.8,76,90,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0321,DC-08,CASE_PICKER,FleetOne,DC-08-F4,2.7.9,72,92,MAINTENANCE,1000,VALID,DUE,ONLINE
RBT-0322,DC-08,AGV,FleetOne,DC-08-F3,2.6.8,93,77,HEALTHY,250,EXPIRING,DUE,ONLINE
RBT-0323,DC-08,AMR,FleetOne,DC-08-F1,4.5.1,59,79,MAINTENANCE,1500,VALID,VALID,ONLINE
RBT-0324,DC-09,AGV,RoboFlow,DC-09-F1,2.6.4,66,83,DEGRADED,250,VALID,VALID,ONLINE
RBT-0325,DC-09,CASE_PICKER,RoboFlow,DC-09-F3,4.2.2,97,99,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0326,DC-09,TUGGER,RoboFlow,DC-09-F1,3.8.3,44,89,HEALTHY,1000,VALID,VALID,INTERMITTENT
RBT-0327,DC-09,TUGGER,RoboFlow,DC-09-F4,4.2.7,60,69,HEALTHY,250,VALID,OVERDUE,ONLINE
RBT-0328,DC-09,AMR,RoboFlow,DC-09-F4,3.0.8,36,73,HEALTHY,100,VALID,VALID,ONLINE
RBT-0329,DC-09,PALLET_MOVER,RoboFlow,DC-09-F3,3.3.2,95,93,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0330,DC-09,PALLET_MOVER,RoboFlow,DC-09-F1,3.9.4,11,85,HEALTHY,250,VALID,VALID,OFFLINE
RBT-0331,DC-09,AMR,RoboFlow,DC-09-F2,2.5.5,91,80,HEALTHY,250,VALID,VALID,INTERMITTENT
RBT-0332,DC-09,FORK_AMR,RoboFlow,DC-09-F1,4.5.9,12,93,HEALTHY,250,VALID,DUE,ONLINE
RBT-0333,DC-09,TUGGER,RoboFlow,DC-09-F1,2.5.6,94,81,MAINTENANCE,250,VALID,OVERDUE,ONLINE
RBT-0334,DC-09,CASE_PICKER,RoboFlow,DC-09-F4,2.4.6,87,81,HEALTHY,1500,VALID,DUE,ONLINE
RBT-0335,DC-09,CASE_PICKER,RoboFlow,DC-09-F4,3.5.1,13,71,HEALTHY,500,VALID,VALID,ONLINE
RBT-0336,DC-09,TUGGER,RoboFlow,DC-09-F1,3.5.3,60,82,HEALTHY,100,EXPIRING,VALID,ONLINE
RBT-0337,DC-09,AMR,RoboFlow,DC-09-F2,2.8.7,99,71,DEGRADED,250,VALID,VALID,ONLINE
RBT-0338,DC-09,FORK_AMR,RoboFlow,DC-09-F4,4.9.4,9,96,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0339,DC-09,CASE_PICKER,RoboFlow,DC-09-F1,1.9.9,91,79,HEALTHY,500,VALID,VALID,INTERMITTENT
RBT-0340,DC-09,CASE_PICKER,RoboFlow,DC-09-F1,4.6.1,91,90,HEALTHY,250,VALID,OVERDUE,ONLINE
RBT-0341,DC-09,PALLET_MOVER,RoboFlow,DC-09-F1,3.7.9,93,97,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0342,DC-09,PALLET_MOVER,RoboFlow,DC-09-F2,3.1.8,14,79,HEALTHY,1500,VALID,OVERDUE,ONLINE
RBT-0343,DC-09,FORK_AMR,RoboFlow,DC-09-F2,4.9.0,94,72,HEALTHY,100,VALID,VALID,ONLINE
RBT-0344,DC-09,TUGGER,RoboFlow,DC-09-F2,4.5.4,31,98,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0345,DC-09,PALLET_MOVER,RoboFlow,DC-09-F4,4.5.1,36,85,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0346,DC-09,PALLET_MOVER,RoboFlow,DC-09-F4,3.7.8,64,85,HEALTHY,500,VALID,VALID,INTERMITTENT
RBT-0347,DC-09,CASE_PICKER,RoboFlow,DC-09-F4,2.4.0,41,74,HEALTHY,250,VALID,VALID,ONLINE
RBT-0348,DC-09,AGV,RoboFlow,DC-09-F2,2.4.3,90,73,HEALTHY,1000,EXPIRING,VALID,ONLINE
RBT-0349,DC-09,PALLET_MOVER,RoboFlow,DC-09-F1,4.9.0,18,72,HEALTHY,1500,VALID,OVERDUE,ONLINE
RBT-0350,DC-09,FORK_AMR,RoboFlow,DC-09-F4,1.5.3,72,77,DEGRADED,1500,VALID,DUE,ONLINE
RBT-0351,DC-09,TUGGER,RoboFlow,DC-09-F3,4.1.0,95,72,HEALTHY,500,EXPIRING,VALID,INTERMITTENT
RBT-0352,DC-09,FORK_AMR,RoboFlow,DC-09-F3,3.8.1,66,79,HEALTHY,500,VALID,VALID,ONLINE
RBT-0353,DC-09,TUGGER,RoboFlow,DC-09-F1,4.4.0,100,98,DEGRADED,1000,VALID,VALID,INTERMITTENT
RBT-0354,DC-09,TUGGER,RoboFlow,DC-09-F3,2.8.1,50,98,HEALTHY,500,VALID,DUE,ONLINE
RBT-0355,DC-09,CASE_PICKER,RoboFlow,DC-09-F4,1.3.8,62,97,HEALTHY,500,VALID,DUE,INTERMITTENT
RBT-0356,DC-09,AGV,RoboFlow,DC-09-F2,3.3.0,62,87,MAINTENANCE,250,VALID,VALID,OFFLINE
RBT-0357,DC-09,FORK_AMR,RoboFlow,DC-09-F1,3.4.6,45,70,HEALTHY,500,EXPIRED,VALID,ONLINE
RBT-0358,DC-09,AGV,RoboFlow,DC-09-F1,4.5.5,36,98,HEALTHY,250,VALID,VALID,ONLINE
RBT-0359,DC-09,PALLET_MOVER,RoboFlow,DC-09-F4,1.8.6,41,82,HEALTHY,250,VALID,VALID,ONLINE
RBT-0360,DC-09,CASE_PICKER,RoboFlow,DC-09-F2,2.6.5,20,99,HEALTHY,250,VALID,VALID,ONLINE
RBT-0361,DC-09,FORK_AMR,RoboFlow,DC-09-F1,4.5.6,50,81,HEALTHY,500,VALID,DUE,ONLINE
RBT-0362,DC-09,TUGGER,RoboFlow,DC-09-F3,4.6.0,85,77,DEGRADED,1000,VALID,OVERDUE,ONLINE
RBT-0363,DC-09,FORK_AMR,RoboFlow,DC-09-F1,4.8.5,9,88,HEALTHY,100,VALID,VALID,ONLINE
RBT-0364,DC-09,AMR,RoboFlow,DC-09-F2,3.0.9,50,72,DEGRADED,1500,VALID,VALID,ONLINE
RBT-0365,DC-09,AMR,RoboFlow,DC-09-F1,1.1.2,18,68,HEALTHY,250,VALID,VALID,ONLINE
RBT-0366,DC-10,AGV,MoveIQ,DC-10-F3,3.2.4,49,68,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0367,DC-10,TUGGER,MoveIQ,DC-10-F2,2.6.7,55,70,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0368,DC-10,PALLET_MOVER,MoveIQ,DC-10-F3,1.8.1,26,86,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0369,DC-10,PALLET_MOVER,MoveIQ,DC-10-F4,1.4.2,91,81,HEALTHY,500,VALID,VALID,ONLINE
RBT-0370,DC-10,FORK_AMR,MoveIQ,DC-10-F3,2.3.5,55,92,HEALTHY,100,VALID,VALID,ONLINE
RBT-0371,DC-10,PALLET_MOVER,MoveIQ,DC-10-F1,4.5.6,53,86,HEALTHY,1500,EXPIRING,VALID,INTERMITTENT
RBT-0372,DC-10,AGV,MoveIQ,DC-10-F2,4.9.9,32,69,DEGRADED,250,VALID,VALID,ONLINE
RBT-0373,DC-10,PALLET_MOVER,MoveIQ,DC-10-F1,1.6.8,82,90,DEGRADED,500,VALID,DUE,ONLINE
RBT-0374,DC-10,FORK_AMR,MoveIQ,DC-10-F3,3.4.7,19,75,HEALTHY,250,VALID,VALID,ONLINE
RBT-0375,DC-10,FORK_AMR,MoveIQ,DC-10-F4,2.1.7,23,100,HEALTHY,1500,EXPIRED,VALID,ONLINE
RBT-0376,DC-10,PALLET_MOVER,MoveIQ,DC-10-F4,2.4.4,70,100,DEGRADED,1500,VALID,VALID,ONLINE
RBT-0377,DC-10,PALLET_MOVER,MoveIQ,DC-10-F2,2.3.4,99,86,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0378,DC-10,CASE_PICKER,MoveIQ,DC-10-F1,4.6.8,96,82,HEALTHY,1500,VALID,DUE,ONLINE
RBT-0379,DC-10,TUGGER,MoveIQ,DC-10-F1,2.9.7,35,98,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0380,DC-10,TUGGER,MoveIQ,DC-10-F4,4.6.2,86,97,HEALTHY,100,VALID,VALID,ONLINE
RBT-0381,DC-10,AGV,MoveIQ,DC-10-F1,4.5.1,24,70,HEALTHY,500,VALID,VALID,ONLINE
RBT-0382,DC-10,FORK_AMR,MoveIQ,DC-10-F3,2.3.2,82,91,MAINTENANCE,500,EXPIRED,VALID,ONLINE
RBT-0383,DC-10,CASE_PICKER,MoveIQ,DC-10-F1,4.4.6,40,93,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0384,DC-10,CASE_PICKER,MoveIQ,DC-10-F2,1.8.6,76,100,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0385,DC-10,AGV,MoveIQ,DC-10-F3,3.2.3,42,85,HEALTHY,250,VALID,VALID,ONLINE
RBT-0386,DC-10,AMR,MoveIQ,DC-10-F1,2.5.3,24,98,DEGRADED,250,VALID,VALID,ONLINE
RBT-0387,DC-10,AGV,MoveIQ,DC-10-F3,3.4.3,78,72,HEALTHY,250,VALID,VALID,ONLINE
RBT-0388,DC-10,PALLET_MOVER,MoveIQ,DC-10-F1,4.1.6,27,98,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0389,DC-10,FORK_AMR,MoveIQ,DC-10-F4,1.5.9,88,100,HEALTHY,500,VALID,VALID,ONLINE
RBT-0390,DC-10,FORK_AMR,MoveIQ,DC-10-F4,3.8.4,48,88,HEALTHY,500,VALID,VALID,ONLINE
RBT-0391,DC-10,CASE_PICKER,MoveIQ,DC-10-F2,2.3.8,61,89,DEGRADED,250,VALID,DUE,ONLINE
RBT-0392,DC-10,CASE_PICKER,MoveIQ,DC-10-F4,1.4.5,14,68,MAINTENANCE,1000,VALID,VALID,INTERMITTENT
RBT-0393,DC-10,TUGGER,MoveIQ,DC-10-F3,1.9.2,56,78,DEGRADED,1000,VALID,DUE,ONLINE
RBT-0394,DC-10,AMR,MoveIQ,DC-10-F1,1.7.3,52,96,DEGRADED,500,VALID,VALID,ONLINE
RBT-0395,DC-10,TUGGER,MoveIQ,DC-10-F1,3.0.8,78,72,HEALTHY,250,VALID,VALID,ONLINE
RBT-0396,DC-10,CASE_PICKER,MoveIQ,DC-10-F3,4.0.0,59,68,HEALTHY,500,VALID,VALID,INTERMITTENT
RBT-0397,DC-10,AGV,MoveIQ,DC-10-F1,2.5.0,47,91,HEALTHY,500,VALID,VALID,ONLINE
RBT-0398,DC-10,CASE_PICKER,MoveIQ,DC-10-F1,3.9.8,44,93,HEALTHY,500,VALID,VALID,ONLINE
RBT-0399,DC-10,FORK_AMR,MoveIQ,DC-10-F1,2.9.1,48,69,HEALTHY,100,VALID,VALID,ONLINE
RBT-0400,DC-10,AMR,MoveIQ,DC-10-F3,2.4.1,15,70,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0401,DC-10,AGV,MoveIQ,DC-10-F3,4.6.1,90,99,DEGRADED,500,VALID,VALID,ONLINE
RBT-0402,DC-10,AGV,MoveIQ,DC-10-F4,4.4.9,71,88,HEALTHY,100,VALID,VALID,ONLINE
RBT-0403,DC-10,TUGGER,MoveIQ,DC-10-F3,2.5.7,72,71,HEALTHY,250,EXPIRING,VALID,ONLINE
RBT-0404,DC-10,AGV,MoveIQ,DC-10-F3,4.2.4,85,72,HEALTHY,1000,VALID,DUE,ONLINE
RBT-0405,DC-10,AMR,MoveIQ,DC-10-F3,4.1.9,37,68,MAINTENANCE,100,VALID,VALID,ONLINE
