asset_id,warehouse_id,asset_type,state,maintenance_state,controller_version
DC-07-CONVEYOR-04,DC-07,CONVEYOR,AVAILABLE,CLEAR,3.2
DC-07-CONVEYOR-05,DC-07,CONVEYOR,AVAILABLE,CLEAR,4.9
DC-07-CONVEYOR-06,DC-07,CONVEYOR,AVAILABLE,CLEAR,2.1
DC-07-CONVEYOR-07,DC-07,CONVEYOR,AVAILABLE,CLEAR,4.9
DC-07-CONVEYOR-08,DC-07,CONVEYOR,AVAILABLE,CLEAR,2.8
DC-07-CONVEYOR-09,DC-07,CONVEYOR,AVAILABLE,CLEAR,3.9
DC-07-CONVEYOR-10,DC-07,CONVEYOR,AVAILABLE,DUE,1.2
DC-07-SORTER-01,DC-07,SORTER,AVAILABLE,CLEAR,5.6
DC-07-SORTER-02,DC-07,SORTER,AVAILABLE,CLEAR,1.4
DC-07-SORTER-03,DC-07,SORTER,DEGRADED,CLEAR,1.2
DC-07-ASRS-01,DC-07,ASRS,AVAILABLE,CLEAR,1.8
DC-07-ASRS-02,DC-07,ASRS,AVAILABLE,CLEAR,2.0
DC-07-CHARGER-01,DC-07,CHARGER,AVAILABLE,CLEAR,1.4
DC-07-CHARGER-02,DC-07,CHARGER,AVAILABLE,CLEAR,4.3
DC-07-CHARGER-03,DC-07,CHARGER,DEGRADED,CLEAR,4.3
DC-07-CHARGER-04,DC-07,CHARGER,DEGRADED,DUE,3.7
DC-07-CHARGER-05,DC-07,CHARGER,AVAILABLE,CLEAR,1.3
DC-07-CHARGER-06,DC-07,CHARGER,DOWN,CLEAR,7.4
DC-07-CHARGER-07,DC-07,CHARGER,AVAILABLE,CLEAR,3.6
DC-07-CHARGER-08,DC-07,CHARGER,AVAILABLE,CLEAR,3.9
DC-07-PACK_STATION-01,DC-07,PACK_STATION,AVAILABLE,CLEAR,1.6
DC-07-PACK_STATION-02,DC-07,PACK_STATION,DEGRADED,CLEAR,7.8
DC-07-PACK_STATION-03,DC-07,PACK_STATION,AVAILABLE,CLEAR,4.5
DC-07-PACK_STATION-04,DC-07,PACK_STATION,AVAILABLE,CLEAR,1.2
DC-07-PACK_STATION-05,DC-07,PACK_STATION,AVAILABLE,CLEAR,3.0
DC-07-PACK_STATION-06,DC-07,PACK_STATION,AVAILABLE,CLEAR,7.6
DC-07-PACK_STATION-07,DC-07,PACK_STATION,AVAILABLE,CLEAR,1.3
DC-07-PACK_STATION-08,DC-07,PACK_STATION,AVAILABLE,CLEAR,1.9
DC-07-PACK_STATION-09,DC-07,PACK_STATION,AVAILABLE,CLEAR,3.8
DC-07-PACK_STATION-10,DC-07,PACK_STATION,AVAILABLE,DUE,1.4
DC-07-PACK_STATION-11,DC-07,PACK_STATION,AVAILABLE,CLEAR,7.0
DC-07-PACK_STATION-12,DC-07,PACK_STATION,DOWN,CLEAR,1.1
DC-07-DOCK_DOOR-01,DC-07,DOCK_DOOR,AVAILABLE,CLEAR,1.4
DC-07-DOCK_DOOR-02,DC-07,DOCK_DOOR,AVAILABLE,CLEAR,4.2
DC-07-DOCK_DOOR-03,DC-07,DOCK_DOOR,AVAILABLE,CLEAR,4.0
DC-07-DOCK_DOOR-04,DC-07,DOCK_DOOR,AVAILABLE,CLEAR,6.8
DC-07-DOCK_DOOR-05,DC-07,DOCK_DOOR,AVAILABLE,CLEAR,6.5
DC-07-DOCK_DOOR-06,DC-07,DOCK_DOOR,DEGRADED,DUE,1.6
DC-07-DOCK_DOOR-07,DC-07,DOCK_DOOR,AVAILABLE,CLEAR,5.3
DC-07-DOCK_DOOR-08,DC-07,DOCK_DOOR,AVAILABLE,CLEAR,6.7
DC-07-DOCK_DOOR-09,DC-07,DOCK_DOOR,AVAILABLE,CLEAR,2.5
DC-07-DOCK_DOOR-10,DC-07,DOCK_DOOR,AVAILABLE,OVERDUE,7.0
DC-07-VISION_GATE-01,DC-07,VISION_GATE,AVAILABLE,CLEAR,4.2
DC-07-VISION_GATE-02,DC-07,VISION_GATE,AVAILABLE,CLEAR,2.9
DC-07-VISION_GATE-03,DC-07,VISION_GATE,DEGRADED,OVERDUE,3.9
DC-07-VISION_GATE-04,DC-07,VISION_GATE,AVAILABLE,CLEAR,2.1
DC-07-VISION_GATE-05,DC-07,VISION_GATE,AVAILABLE,CLEAR,3.3
DC-07-VISION_GATE-06,DC-07,VISION_GATE,AVAILABLE,CLEAR,6.6
DC-08-CONVEYOR-01,DC-08,CONVEYOR,AVAILABLE,OVERDUE,7.3
DC-08-CONVEYOR-02,DC-08,CONVEYOR,DEGRADED,CLEAR,3.8
DC-08-CONVEYOR-03,DC-08,CONVEYOR,AVAILABLE,CLEAR,1.7
DC-08-CONVEYOR-04,DC-08,CONVEYOR,AVAILABLE,CLEAR,5.7
DC-08-CONVEYOR-05,DC-08,CONVEYOR,AVAILABLE,CLEAR,5.4
DC-08-CONVEYOR-06,DC-08,CONVEYOR,AVAILABLE,CLEAR,2.7
DC-08-CONVEYOR-07,DC-08,CONVEYOR,AVAILABLE,CLEAR,7.3
DC-08-CONVEYOR-08,DC-08,CONVEYOR,AVAILABLE,CLEAR,1.6
DC-08-CONVEYOR-09,DC-08,CONVEYOR,DEGRADED,DUE,4.8
DC-08-CONVEYOR-10,DC-08,CONVEYOR,AVAILABLE,OVERDUE,7.2
DC-08-SORTER-01,DC-08,SORTER,AVAILABLE,CLEAR,2.1
DC-08-SORTER-02,DC-08,SORTER,AVAILABLE,CLEAR,5.3
DC-08-SORTER-03,DC-08,SORTER,AVAILABLE,CLEAR,6.2
DC-08-ASRS-01,DC-08,ASRS,AVAILABLE,CLEAR,5.7
DC-08-ASRS-02,DC-08,ASRS,AVAILABLE,CLEAR,3.8
DC-08-CHARGER-01,DC-08,CHARGER,DEGRADED,CLEAR,3.6
DC-08-CHARGER-02,DC-08,CHARGER,AVAILABLE,CLEAR,2.6
DC-08-CHARGER-03,DC-08,CHARGER,AVAILABLE,CLEAR,4.0
DC-08-CHARGER-04,DC-08,CHARGER,AVAILABLE,CLEAR,1.9
DC-08-CHARGER-05,DC-08,CHARGER,DEGRADED,CLEAR,3.7
DC-08-CHARGER-06,DC-08,CHARGER,AVAILABLE,OVERDUE,6.8
DC-08-CHARGER-07,DC-08,CHARGER,AVAILABLE,CLEAR,3.2
DC-08-CHARGER-08,DC-08,CHARGER,DEGRADED,CLEAR,2.3
DC-08-PACK_STATION-01,DC-08,PACK_STATION,AVAILABLE,CLEAR,5.2
DC-08-PACK_STATION-02,DC-08,PACK_STATION,AVAILABLE,CLEAR,1.4
DC-08-PACK_STATION-03,DC-08,PACK_STATION,AVAILABLE,CLEAR,3.0
DC-08-PACK_STATION-04,DC-08,PACK_STATION,AVAILABLE,CLEAR,6.2
DC-08-PACK_STATION-05,DC-08,PACK_STATION,AVAILABLE,DUE,3.6
DC-08-PACK_STATION-06,DC-08,PACK_STATION,AVAILABLE,CLEAR,2.1
DC-08-PACK_STATION-07,DC-08,PACK_STATION,AVAILABLE,CLEAR,1.8
DC-08-PACK_STATION-08,DC-08,PACK_STATION,AVAILABLE,CLEAR,6.0
DC-08-PACK_STATION-09,DC-08,PACK_STATION,AVAILABLE,CLEAR,4.5
DC-08-PACK_STATION-10,DC-08,PACK_STATION,AVAILABLE,DUE,3.1
DC-08-PACK_STATION-11,DC-08,PACK_STATION,AVAILABLE,CLEAR,2.2
DC-08-PACK_STATION-12,DC-08,PACK_STATION,AVAILABLE,OVERDUE,4.6
DC-08-DOCK_DOOR-01,DC-08,DOCK_DOOR,AVAILABLE,CLEAR,5.7
DC-08-DOCK_DOOR-02,DC-08,DOCK_DOOR,AVAILABLE,CLEAR,5.2
DC-08-DOCK_DOOR-03,DC-08,DOCK_DOOR,AVAILABLE,OVERDUE,1.5
DC-08-DOCK_DOOR-04,DC-08,DOCK_DOOR,AVAILABLE,CLEAR,6.7
DC-08-DOCK_DOOR-05,DC-08,DOCK_DOOR,DEGRADED,CLEAR,6.1
DC-08-DOCK_DOOR-06,DC-08,DOCK_DOOR,AVAILABLE,CLEAR,4.5
DC-08-DOCK_DOOR-07,DC-08,DOCK_DOOR,AVAILABLE,CLEAR,2.0
DC-08-DOCK_DOOR-08,DC-08,DOCK_DOOR,DEGRADED,CLEAR,6.6
DC-08-DOCK_DOOR-09,DC-08,DOCK_DOOR,AVAILABLE,CLEAR,3.5
DC-08-DOCK_DOOR-10,DC-08,DOCK_DOOR,AVAILABLE,DUE,3.1
DC-08-VISION_GATE-01,DC-08,VISION_GATE,AVAILABLE,DUE,2.9
DC-08-VISION_GATE-02,DC-08,VISION_GATE,AVAILABLE,CLEAR,2.1
DC-08-VISION_GATE-03,DC-08,VISION_GATE,DEGRADED,CLEAR,5.9
DC-08-VISION_GATE-04,DC-08,VISION_GATE,DEGRADED,CLEAR,7.7
DC-08-VISION_GATE-05,DC-08,VISION_GATE,DEGRADED,CLEAR,6.6
DC-08-VISION_GATE-06,DC-08,VISION_GATE,AVAILABLE,CLEAR,5.7
DC-09-CONVEYOR-01,DC-09,CONVEYOR,AVAILABLE,CLEAR,2.0
DC-09-CONVEYOR-02,DC-09,CONVEYOR,AVAILABLE,CLEAR,3.4
DC-09-CONVEYOR-03,DC-09,CONVEYOR,AVAILABLE,CLEAR,3.4
DC-09-CONVEYOR-04,DC-09,CONVEYOR,AVAILABLE,CLEAR,4.2
DC-09-CONVEYOR-05,DC-09,CONVEYOR,AVAILABLE,CLEAR,1.8
DC-09-CONVEYOR-06,DC-09,CONVEYOR,AVAILABLE,CLEAR,3.9
DC-09-CONVEYOR-07,DC-09,CONVEYOR,AVAILABLE,CLEAR,2.8
DC-09-CONVEYOR-08,DC-09,CONVEYOR,DOWN,OVERDUE,1.5
DC-09-CONVEYOR-09,DC-09,CONVEYOR,AVAILABLE,CLEAR,7.0
DC-09-CONVEYOR-10,DC-09,CONVEYOR,AVAILABLE,DUE,4.2
DC-09-SORTER-01,DC-09,SORTER,DEGRADED,OVERDUE,7.8
DC-09-SORTER-02,DC-09,SORTER,AVAILABLE,CLEAR,7.8
DC-09-SORTER-03,DC-09,SORTER,AVAILABLE,CLEAR,1.6
DC-09-ASRS-01,DC-09,ASRS,AVAILABLE,CLEAR,3.4
DC-09-ASRS-02,DC-09,ASRS,DEGRADED,DUE,6.9
DC-09-CHARGER-01,DC-09,CHARGER,DEGRADED,CLEAR,3.5
DC-09-CHARGER-02,DC-09,CHARGER,AVAILABLE,CLEAR,3.1
DC-09-CHARGER-03,DC-09,CHARGER,DEGRADED,CLEAR,4.6
DC-09-CHARGER-04,DC-09,CHARGER,AVAILABLE,CLEAR,5.5
DC-09-CHARGER-05,DC-09,CHARGER,AVAILABLE,CLEAR,3.8
DC-09-CHARGER-06,DC-09,CHARGER,AVAILABLE,CLEAR,2.9
DC-09-CHARGER-07,DC-09,CHARGER,AVAILABLE,CLEAR,1.4
DC-09-CHARGER-08,DC-09,CHARGER,AVAILABLE,CLEAR,7.5
DC-09-PACK_STATION-01,DC-09,PACK_STATION,AVAILABLE,CLEAR,1.0
DC-09-PACK_STATION-02,DC-09,PACK_STATION,AVAILABLE,CLEAR,5.7
DC-09-PACK_STATION-03,DC-09,PACK_STATION,AVAILABLE,CLEAR,5.8
DC-09-PACK_STATION-04,DC-09,PACK_STATION,AVAILABLE,CLEAR,4.0
DC-09-PACK_STATION-05,DC-09,PACK_STATION,AVAILABLE,CLEAR,2.2
DC-09-PACK_STATION-06,DC-09,PACK_STATION,AVAILABLE,CLEAR,6.7
DC-09-PACK_STATION-07,DC-09,PACK_STATION,AVAILABLE,CLEAR,1.5
DC-09-PACK_STATION-08,DC-09,PACK_STATION,AVAILABLE,CLEAR,7.1
DC-09-PACK_STATION-09,DC-09,PACK_STATION,AVAILABLE,CLEAR,2.6
DC-09-PACK_STATION-10,DC-09,PACK_STATION,AVAILABLE,DUE,5.3
DC-09-PACK_STATION-11,DC-09,PACK_STATION,AVAILABLE,CLEAR,7.2
DC-09-PACK_STATION-12,DC-09,PACK_STATION,AVAILABLE,CLEAR,7.5
DC-09-DOCK_DOOR-01,DC-09,DOCK_DOOR,DEGRADED,CLEAR,1.5
DC-09-DOCK_DOOR-02,DC-09,DOCK_DOOR,AVAILABLE,CLEAR,5.8
DC-09-DOCK_DOOR-03,DC-09,DOCK_DOOR,AVAILABLE,CLEAR,7.8
DC-09-DOCK_DOOR-04,DC-09,DOCK_DOOR,AVAILABLE,CLEAR,4.1
DC-09-DOCK_DOOR-05,DC-09,DOCK_DOOR,DEGRADED,DUE,1.1
DC-09-DOCK_DOOR-06,DC-09,DOCK_DOOR,AVAILABLE,CLEAR,7.7
DC-09-DOCK_DOOR-07,DC-09,DOCK_DOOR,AVAILABLE,CLEAR,3.8
DC-09-DOCK_DOOR-08,DC-09,DOCK_DOOR,DEGRADED,CLEAR,7.6
DC-09-DOCK_DOOR-09,DC-09,DOCK_DOOR,AVAILABLE,CLEAR,1.0
DC-09-DOCK_DOOR-10,DC-09,DOCK_DOOR,DEGRADED,CLEAR,7.2
DC-09-VISION_GATE-01,DC-09,VISION_GATE,DEGRADED,CLEAR,7.3
DC-09-VISION_GATE-02,DC-09,VISION_GATE,AVAILABLE,CLEAR,4.6
DC-09-VISION_GATE-03,DC-09,VISION_GATE,AVAILABLE,CLEAR,5.5
DC-09-VISION_GATE-04,DC-09,VISION_GATE,DEGRADED,DUE,6.3
DC-09-VISION_GATE-05,DC-09,VISION_GATE,AVAILABLE,CLEAR,1.5
DC-09-VISION_GATE-06,DC-09,VISION_GATE,DEGRADED,CLEAR,5.7
DC-10-CONVEYOR-01,DC-10,CONVEYOR,AVAILABLE,DUE,2.3
DC-10-CONVEYOR-02,DC-10,CONVEYOR,AVAILABLE,CLEAR,6.5
DC-10-CONVEYOR-03,DC-10,CONVEYOR,AVAILABLE,CLEAR,2.4
DC-10-CONVEYOR-04,DC-10,CONVEYOR,AVAILABLE,DUE,5.4
DC-10-CONVEYOR-05,DC-10,CONVEYOR,AVAILABLE,CLEAR,4.0
DC-10-CONVEYOR-06,DC-10,CONVEYOR,AVAILABLE,CLEAR,6.4
DC-10-CONVEYOR-07,DC-10,CONVEYOR,DOWN,CLEAR,5.2
DC-10-CONVEYOR-08,DC-10,CONVEYOR,AVAILABLE,CLEAR,5.1
DC-10-CONVEYOR-09,DC-10,CONVEYOR,AVAILABLE,OVERDUE,6.7
DC-10-CONVEYOR-10,DC-10,CONVEYOR,AVAILABLE,CLEAR,2.3
DC-10-SORTER-01,DC-10,SORTER,DEGRADED,OVERDUE,2.8
DC-10-SORTER-02,DC-10,SORTER,AVAILABLE,CLEAR,5.8
DC-10-SORTER-03,DC-10,SORTER,DOWN,CLEAR,1.0
DC-10-ASRS-01,DC-10,ASRS,AVAILABLE,CLEAR,1.8
DC-10-ASRS-02,DC-10,ASRS,DEGRADED,CLEAR,3.3
DC-10-CHARGER-01,DC-10,CHARGER,DEGRADED,CLEAR,5.9
DC-10-CHARGER-02,DC-10,CHARGER,AVAILABLE,CLEAR,5.7
DC-10-CHARGER-03,DC-10,CHARGER,AVAILABLE,CLEAR,2.6
DC-10-CHARGER-04,DC-10,CHARGER,AVAILABLE,DUE,2.7
DC-10-CHARGER-05,DC-10,CHARGER,AVAILABLE,CLEAR,3.6
DC-10-CHARGER-06,DC-10,CHARGER,AVAILABLE,CLEAR,4.0
DC-10-CHARGER-07,DC-10,CHARGER,DEGRADED,CLEAR,6.4
DC-10-CHARGER-08,DC-10,CHARGER,AVAILABLE,CLEAR,3.1
DC-10-PACK_STATION-01,DC-10,PACK_STATION,AVAILABLE,OVERDUE,6.5
DC-10-PACK_STATION-02,DC-10,PACK_STATION,AVAILABLE,CLEAR,7.1
DC-10-PACK_STATION-03,DC-10,PACK_STATION,DEGRADED,CLEAR,3.5
DC-10-PACK_STATION-04,DC-10,PACK_STATION,AVAILABLE,CLEAR,5.4
DC-10-PACK_STATION-05,DC-10,PACK_STATION,AVAILABLE,CLEAR,1.5
DC-10-PACK_STATION-06,DC-10,PACK_STATION,AVAILABLE,DUE,7.5
DC-10-PACK_STATION-07,DC-10,PACK_STATION,AVAILABLE,CLEAR,7.3
DC-10-PACK_STATION-08,DC-10,PACK_STATION,AVAILABLE,OVERDUE,6.0
DC-10-PACK_STATION-09,DC-10,PACK_STATION,AVAILABLE,CLEAR,2.8
DC-10-PACK_STATION-10,DC-10,PACK_STATION,AVAILABLE,CLEAR,6.6
DC-10-PACK_STATION-11,DC-10,PACK_STATION,AVAILABLE,CLEAR,1.6
DC-10-PACK_STATION-12,DC-10,PACK_STATION,DEGRADED,CLEAR,6.9
DC-10-DOCK_DOOR-01,DC-10,DOCK_DOOR,AVAILABLE,CLEAR,6.5
DC-10-DOCK_DOOR-02,DC-10,DOCK_DOOR,AVAILABLE,CLEAR,3.4
DC-10-DOCK_DOOR-03,DC-10,DOCK_DOOR,AVAILABLE,CLEAR,3.3
DC-10-DOCK_DOOR-04,DC-10,DOCK_DOOR,AVAILABLE,CLEAR,3.4
DC-10-DOCK_DOOR-05,DC-10,DOCK_DOOR,AVAILABLE,CLEAR,4.1
DC-10-DOCK_DOOR-06,DC-10,DOCK_DOOR,AVAILABLE,CLEAR,6.7
DC-10-DOCK_DOOR-07,DC-10,DOCK_DOOR,AVAILABLE,CLEAR,1.0
DC-10-DOCK_DOOR-08,DC-10,DOCK_DOOR,AVAILABLE,CLEAR,6.6
DC-10-DOCK_DOOR-09,DC-10,DOCK_DOOR,AVAILABLE,CLEAR,5.4
DC-10-DOCK_DOOR-10,DC-10,DOCK_DOOR,AVAILABLE,DUE,2.0
DC-10-VISION_GATE-01,DC-10,VISION_GATE,AVAILABLE,CLEAR,2.9
DC-10-VISION_GATE-02,DC-10,VISION_GATE,AVAILABLE,CLEAR,2.1
DC-10-VISION_GATE-03,DC-10,VISION_GATE,AVAILABLE,DUE,5.1
DC-10-VISION_GATE-04,DC-10,VISION_GATE,AVAILABLE,CLEAR,3.1
DC-10-VISION_GATE-05,DC-10,VISION_GATE,AVAILABLE,DUE,3.8
DC-10-VISION_GATE-06,DC-10,VISION_GATE,DEGRADED,CLEAR,4.0
DC-11-CONVEYOR-01,DC-11,CONVEYOR,DEGRADED,CLEAR,5.9
DC-11-CONVEYOR-02,DC-11,CONVEYOR,DEGRADED,CLEAR,2.0
DC-11-CONVEYOR-03,DC-11,CONVEYOR,AVAILABLE,DUE,7.9
DC-11-CONVEYOR-04,DC-11,CONVEYOR,AVAILABLE,CLEAR,7.1
DC-11-CONVEYOR-05,DC-11,CONVEYOR,DEGRADED,CLEAR,3.4
DC-11-CONVEYOR-06,DC-11,CONVEYOR,AVAILABLE,DUE,3.0
DC-11-CONVEYOR-07,DC-11,CONVEYOR,AVAILABLE,CLEAR,3.3
DC-11-CONVEYOR-08,DC-11,CONVEYOR,AVAILABLE,CLEAR,1.5
DC-11-CONVEYOR-09,DC-11,CONVEYOR,AVAILABLE,CLEAR,6.5
DC-11-CONVEYOR-10,DC-11,CONVEYOR,AVAILABLE,CLEAR,2.5
DC-11-SORTER-01,DC-11,SORTER,AVAILABLE,CLEAR,3.8
DC-11-SORTER-02,DC-11,SORTER,AVAILABLE,CLEAR,7.6
DC-11-SORTER-03,DC-11,SORTER,AVAILABLE,DUE,5.2
DC-11-ASRS-01,DC-11,ASRS,AVAILABLE,DUE,4.0
DC-11-ASRS-02,DC-11,ASRS,AVAILABLE,CLEAR,6.2
DC-11-CHARGER-01,DC-11,CHARGER,DEGRADED,CLEAR,5.2
DC-11-CHARGER-02,DC-11,CHARGER,AVAILABLE,CLEAR,4.5
DC-11-CHARGER-03,DC-11,CHARGER,DEGRADED,CLEAR,1.4
DC-11-CHARGER-04,DC-11,CHARGER,AVAILABLE,CLEAR,4.7
DC-11-CHARGER-05,DC-11,CHARGER,AVAILABLE,DUE,7.4
DC-11-CHARGER-06,DC-11,CHARGER,AVAILABLE,CLEAR,3.4
DC-11-CHARGER-07,DC-11,CHARGER,DEGRADED,DUE,4.7
DC-11-CHARGER-08,DC-11,CHARGER,AVAILABLE,CLEAR,5.4
DC-11-PACK_STATION-01,DC-11,PACK_STATION,AVAILABLE,CLEAR,5.7
DC-11-PACK_STATION-02,DC-11,PACK_STATION,AVAILABLE,DUE,2.2
DC-11-PACK_STATION-03,DC-11,PACK_STATION,AVAILABLE,DUE,3.6
DC-11-PACK_STATION-04,DC-11,PACK_STATION,AVAILABLE,CLEAR,6.0
DC-11-PACK_STATION-05,DC-11,PACK_STATION,AVAILABLE,CLEAR,7.6
DC-11-PACK_STATION-06,DC-11,PACK_STATION,AVAILABLE,CLEAR,5.9
DC-11-PACK_STATION-07,DC-11,PACK_STATION,AVAILABLE,CLEAR,1.5
DC-11-PACK_STATION-08,DC-11,PACK_STATION,AVAILABLE,CLEAR,6.3
DC-11-PACK_STATION-09,DC-11,PACK_STATION,AVAILABLE,OVERDUE,5.2
DC-11-PACK_STATION-10,DC-11,PACK_STATION,AVAILABLE,CLEAR,3.4
DC-11-PACK_STATION-11,DC-11,PACK_STATION,AVAILABLE,CLEAR,4.9
DC-11-PACK_STATION-12,DC-11,PACK_STATION,DOWN,CLEAR,1.4
DC-11-DOCK_DOOR-01,DC-11,DOCK_DOOR,AVAILABLE,CLEAR,1.9
DC-11-DOCK_DOOR-02,DC-11,DOCK_DOOR,AVAILABLE,CLEAR,1.6
DC-11-DOCK_DOOR-03,DC-11,DOCK_DOOR,AVAILABLE,CLEAR,2.4
DC-11-DOCK_DOOR-04,DC-11,DOCK_DOOR,AVAILABLE,CLEAR,3.1
DC-11-DOCK_DOOR-05,DC-11,DOCK_DOOR,AVAILABLE,CLEAR,7.2
DC-11-DOCK_DOOR-06,DC-11,DOCK_DOOR,AVAILABLE,CLEAR,2.8
DC-11-DOCK_DOOR-07,DC-11,DOCK_DOOR,DEGRADED,CLEAR,4.0
DC-11-DOCK_DOOR-08,DC-11,DOCK_DOOR,DOWN,CLEAR,1.2
DC-11-DOCK_DOOR-09,DC-11,DOCK_DOOR,AVAILABLE,OVERDUE,7.3
DC-11-DOCK_DOOR-10,DC-11,DOCK_DOOR,AVAILABLE,DUE,2.1
DC-11-VISION_GATE-01,DC-11,VISION_GATE,AVAILABLE,CLEAR,6.6
DC-11-VISION_GATE-02,DC-11,VISION_GATE,AVAILABLE,CLEAR,7.6
DC-11-VISION_GATE-03,DC-11,VISION_GATE,AVAILABLE,CLEAR,5.4
DC-11-VISION_GATE-04,DC-11,VISION_GATE,AVAILABLE,DUE,7.9
DC-11-VISION_GATE-05,DC-11,VISION_GATE,DOWN,CLEAR,4.3
DC-11-VISION_GATE-06,DC-11,VISION_GATE,DEGRADED,CLEAR,6.6
DC-12-CONVEYOR-01,DC-12,CONVEYOR,AVAILABLE,CLEAR,1.0
DC-12-CONVEYOR-02,DC-12,CONVEYOR,AVAILABLE,CLEAR,1.4
DC-12-CONVEYOR-03,DC-12,CONVEYOR,AVAILABLE,CLEAR,4.8
DC-12-CONVEYOR-04,DC-12,CONVEYOR,AVAILABLE,CLEAR,4.0
DC-12-CONVEYOR-05,DC-12,CONVEYOR,DEGRADED,CLEAR,1.0
DC-12-CONVEYOR-06,DC-12,CONVEYOR,AVAILABLE,CLEAR,5.2
DC-12-CONVEYOR-07,DC-12,CONVEYOR,AVAILABLE,DUE,6.4
DC-12-CONVEYOR-08,DC-12,CONVEYOR,AVAILABLE,DUE,6.4
DC-12-CONVEYOR-09,DC-12,CONVEYOR,AVAILABLE,CLEAR,1.6
DC-12-CONVEYOR-10,DC-12,CONVEYOR,AVAILABLE,DUE,5.8
DC-12-SORTER-01,DC-12,SORTER,DEGRADED,CLEAR,5.1
DC-12-SORTER-02,DC-12,SORTER,DEGRADED,CLEAR,5.6
DC-12-SORTER-03,DC-12,SORTER,DOWN,CLEAR,1.1
DC-12-ASRS-01,DC-12,ASRS,AVAILABLE,CLEAR,6.8
DC-12-ASRS-02,DC-12,ASRS,AVAILABLE,CLEAR,6.1
DC-12-CHARGER-01,DC-12,CHARGER,AVAILABLE,DUE,7.6
DC-12-CHARGER-02,DC-12,CHARGER,AVAILABLE,CLEAR,2.4
DC-12-CHARGER-03,DC-12,CHARGER,DEGRADED,CLEAR,2.0
DC-12-CHARGER-04,DC-12,CHARGER,AVAILABLE,CLEAR,1.9
DC-12-CHARGER-05,DC-12,CHARGER,DEGRADED,CLEAR,3.0
DC-12-CHARGER-06,DC-12,CHARGER,AVAILABLE,OVERDUE,4.2
DC-12-CHARGER-07,DC-12,CHARGER,DEGRADED,CLEAR,2.1
DC-12-CHARGER-08,DC-12,CHARGER,AVAILABLE,CLEAR,2.1
DC-12-PACK_STATION-01,DC-12,PACK_STATION,AVAILABLE,CLEAR,4.6
DC-12-PACK_STATION-02,DC-12,PACK_STATION,DEGRADED,CLEAR,6.0
DC-12-PACK_STATION-03,DC-12,PACK_STATION,AVAILABLE,OVERDUE,1.6
DC-12-PACK_STATION-04,DC-12,PACK_STATION,DEGRADED,CLEAR,3.2
DC-12-PACK_STATION-05,DC-12,PACK_STATION,DEGRADED,OVERDUE,6.1
DC-12-PACK_STATION-06,DC-12,PACK_STATION,AVAILABLE,CLEAR,3.3
DC-12-PACK_STATION-07,DC-12,PACK_STATION,AVAILABLE,CLEAR,6.7
DC-12-PACK_STATION-08,DC-12,PACK_STATION,AVAILABLE,CLEAR,5.0
DC-12-PACK_STATION-09,DC-12,PACK_STATION,AVAILABLE,CLEAR,4.2
DC-12-PACK_STATION-10,DC-12,PACK_STATION,DEGRADED,CLEAR,3.0
DC-12-PACK_STATION-11,DC-12,PACK_STATION,AVAILABLE,CLEAR,6.8
DC-12-PACK_STATION-12,DC-12,PACK_STATION,AVAILABLE,CLEAR,5.4
DC-12-DOCK_DOOR-01,DC-12,DOCK_DOOR,DEGRADED,CLEAR,2.8
DC-12-DOCK_DOOR-02,DC-12,DOCK_DOOR,AVAILABLE,CLEAR,4.8
DC-12-DOCK_DOOR-03,DC-12,DOCK_DOOR,AVAILABLE,CLEAR,6.7
DC-12-DOCK_DOOR-04,DC-12,DOCK_DOOR,AVAILABLE,CLEAR,6.6
DC-12-DOCK_DOOR-05,DC-12,DOCK_DOOR,AVAILABLE,CLEAR,4.2
DC-12-DOCK_DOOR-06,DC-12,DOCK_DOOR,AVAILABLE,CLEAR,1.6
DC-12-DOCK_DOOR-07,DC-12,DOCK_DOOR,AVAILABLE,CLEAR,4.6
DC-12-DOCK_DOOR-08,DC-12,DOCK_DOOR,AVAILABLE,CLEAR,5.0
DC-12-DOCK_DOOR-09,DC-12,DOCK_DOOR,AVAILABLE,CLEAR,4.6
DC-12-DOCK_DOOR-10,DC-12,DOCK_DOOR,AVAILABLE,DUE,6.1
DC-12-VISION_GATE-01,DC-12,VISION_GATE,AVAILABLE,CLEAR,7.9
DC-12-VISION_GATE-02,DC-12,VISION_GATE,AVAILABLE,CLEAR,7.2
DC-12-VISION_GATE-03,DC-12,VISION_GATE,DEGRADED,CLEAR,6.9
DC-12-VISION_GATE-04,DC-12,VISION_GATE,AVAILABLE,CLEAR,3.6
DC-12-VISION_GATE-05,DC-12,VISION_GATE,AVAILABLE,CLEAR,2.3
DC-12-VISION_GATE-06,DC-12,VISION_GATE,AVAILABLE,CLEAR,7.6
DC-13-CONVEYOR-01,DC-13,CONVEYOR,DEGRADED,CLEAR,7.8
DC-13-CONVEYOR-02,DC-13,CONVEYOR,AVAILABLE,CLEAR,5.3
DC-13-CONVEYOR-03,DC-13,CONVEYOR,DOWN,CLEAR,6.5
DC-13-CONVEYOR-04,DC-13,CONVEYOR,AVAILABLE,CLEAR,3.2
DC-13-CONVEYOR-05,DC-13,CONVEYOR,AVAILABLE,CLEAR,2.5
DC-13-CONVEYOR-06,DC-13,CONVEYOR,AVAILABLE,CLEAR,6.7
