task_id,order_id,warehouse_id,task_type,assigned_robot,wes_status,fleet_status,source_zone,dest_zone,created_at
TSK-000544-3,ORD-000544,DC-12,REPLENISH,RBT-0634,EXECUTING,ASSIGNED,DC-12-Z07,DC-12-Z11,2026-08-29T04:13:00
TSK-000545-1,ORD-000545,DC-01,PICK,RBT-0583,BLOCKED,QUEUED,DC-01-Z07,DC-01-Z02,2026-08-26T06:31:00
TSK-000545-2,ORD-000545,DC-01,PACK_FEED,RBT-0524,COMPLETE,EXECUTING,DC-01-Z05,DC-01-Z10,2026-08-26T07:43:00
TSK-000545-3,ORD-000545,DC-01,PICK,RBT-0151,EXECUTING,COMPLETE,DC-01-Z03,DC-01-Z08,2026-08-26T07:23:00
TSK-000546-1,ORD-000546,DC-17,STAGE,RBT-0187,BLOCKED,COMPLETE,DC-17-Z09,DC-17-Z02,2026-09-01T05:27:00
TSK-000546-2,ORD-000546,DC-17,REPLENISH,RBT-0263,EXECUTING,FAILED,DC-17-Z12,DC-17-Z08,2026-09-01T05:28:00
TSK-000547-1,ORD-000547,DC-02,PICK,RBT-0656,ASSIGNED,ASSIGNED,DC-02-Z02,DC-02-Z12,2026-08-20T01:28:00
TSK-000547-2,ORD-000547,DC-02,PICK,RBT-0028,BLOCKED,EXECUTING,DC-02-Z07,DC-02-Z07,2026-08-20T00:31:00
TSK-000548-1,ORD-000548,DC-10,PACK_FEED,RBT-0199,ASSIGNED,COMPLETE,DC-10-Z01,DC-10-Z09,2026-08-08T14:18:00
TSK-000548-2,ORD-000548,DC-10,PICK,RBT-0567,QUEUED,EXECUTING,DC-10-Z07,DC-10-Z06,2026-08-08T13:16:00
TSK-000548-3,ORD-000548,DC-10,MOVE,RBT-0565,COMPLETE,QUEUED,DC-10-Z03,DC-10-Z06,2026-08-08T12:52:00
TSK-000549-1,ORD-000549,DC-14,MOVE,RBT-0424,BLOCKED,ASSIGNED,DC-14-Z07,DC-14-Z05,2026-08-22T05:17:00
TSK-000549-2,ORD-000549,DC-14,PACK_FEED,RBT-0073,EXECUTING,ASSIGNED,DC-14-Z12,DC-14-Z01,2026-08-22T04:18:00
TSK-000549-3,ORD-000549,DC-14,STAGE,RBT-0407,QUEUED,ASSIGNED,DC-14-Z12,DC-14-Z03,2026-08-22T05:41:00
TSK-000550-1,ORD-000550,DC-08,STAGE,RBT-0647,ASSIGNED,COMPLETE,DC-08-Z08,DC-08-Z07,2026-09-02T17:19:00
TSK-000550-2,ORD-000550,DC-08,STAGE,RBT-0457,ASSIGNED,QUEUED,DC-08-Z01,DC-08-Z04,2026-09-02T19:01:00
TSK-000550-3,ORD-000550,DC-08,PICK,RBT-0535,ASSIGNED,QUEUED,DC-08-Z08,DC-08-Z07,2026-09-02T17:59:00
TSK-000550-4,ORD-000550,DC-08,PACK_FEED,RBT-0064,QUEUED,EXECUTING,DC-08-Z03,DC-08-Z05,2026-09-02T18:04:00
TSK-000551-1,ORD-000551,DC-17,MOVE,RBT-0606,QUEUED,COMPLETE,DC-17-Z05,DC-17-Z04,2026-08-28T23:06:00
TSK-000551-2,ORD-000551,DC-17,REPLENISH,RBT-0515,COMPLETE,ASSIGNED,DC-17-Z04,DC-17-Z04,2026-08-28T21:46:00
TSK-000552-1,ORD-000552,DC-16,REPLENISH,RBT-0373,QUEUED,COMPLETE,DC-16-Z08,DC-16-Z08,2026-08-10T13:32:00
TSK-000552-2,ORD-000552,DC-16,STAGE,RBT-0086,BLOCKED,ASSIGNED,DC-16-Z10,DC-16-Z01,2026-08-10T12:40:00
TSK-000552-3,ORD-000552,DC-16,PICK,RBT-0483,QUEUED,QUEUED,DC-16-Z04,DC-16-Z03,2026-08-10T13:00:00
TSK-000552-4,ORD-000552,DC-16,PICK,RBT-0623,QUEUED,EXECUTING,DC-16-Z09,DC-16-Z07,2026-08-10T13:07:00
TSK-000553-1,ORD-000553,DC-05,MOVE,RBT-0374,COMPLETE,ASSIGNED,DC-05-Z04,DC-05-Z10,2026-08-25T16:08:00
TSK-000553-2,ORD-000553,DC-05,PACK_FEED,RBT-0232,BLOCKED,ASSIGNED,DC-05-Z03,DC-05-Z12,2026-08-25T16:48:00
TSK-000554-1,ORD-000554,DC-14,REPLENISH,RBT-0560,QUEUED,FAILED,DC-14-Z12,DC-14-Z09,2026-08-11T05:33:00
TSK-000555-1,ORD-000555,DC-03,REPLENISH,RBT-0658,QUEUED,COMPLETE,DC-03-Z01,DC-03-Z02,2026-08-07T09:42:00
TSK-000555-2,ORD-000555,DC-03,PACK_FEED,RBT-0003,COMPLETE,QUEUED,DC-03-Z02,DC-03-Z02,2026-08-07T09:56:00
TSK-000555-3,ORD-000555,DC-03,PACK_FEED,RBT-0522,ASSIGNED,EXECUTING,DC-03-Z08,DC-03-Z12,2026-08-07T11:21:00
TSK-000556-1,ORD-000556,DC-09,PACK_FEED,RBT-0110,EXECUTING,QUEUED,DC-09-Z11,DC-09-Z03,2026-08-19T02:02:00
TSK-000556-2,ORD-000556,DC-09,PACK_FEED,RBT-0376,ASSIGNED,QUEUED,DC-09-Z10,DC-09-Z08,2026-08-19T02:06:00
TSK-000557-1,ORD-000557,DC-18,PACK_FEED,RBT-0151,ASSIGNED,COMPLETE,DC-18-Z05,DC-18-Z01,2026-08-25T16:30:00
TSK-000557-2,ORD-000557,DC-18,PACK_FEED,RBT-0433,EXECUTING,COMPLETE,DC-18-Z03,DC-18-Z01,2026-08-25T16:25:00
TSK-000557-3,ORD-000557,DC-18,PICK,RBT-0611,COMPLETE,QUEUED,DC-18-Z05,DC-18-Z11,2026-08-25T16:32:00
TSK-000557-4,ORD-000557,DC-18,MOVE,RBT-0568,EXECUTING,EXECUTING,DC-18-Z09,DC-18-Z05,2026-08-25T17:14:00
TSK-000558-1,ORD-000558,DC-13,PACK_FEED,RBT-0356,QUEUED,COMPLETE,DC-13-Z02,DC-13-Z02,2026-08-10T05:19:00
TSK-000558-2,ORD-000558,DC-13,PACK_FEED,RBT-0353,EXECUTING,FAILED,DC-13-Z03,DC-13-Z05,2026-08-10T04:37:00
TSK-000559-1,ORD-000559,DC-16,MOVE,RBT-0488,EXECUTING,COMPLETE,DC-16-Z01,DC-16-Z06,2026-08-03T22:20:00
TSK-000560-1,ORD-000560,DC-11,PACK_FEED,RBT-0681,EXECUTING,EXECUTING,DC-11-Z07,DC-11-Z08,2026-08-06T15:31:00
TSK-000560-2,ORD-000560,DC-11,MOVE,RBT-0686,BLOCKED,EXECUTING,DC-11-Z12,DC-11-Z09,2026-08-06T14:50:00
TSK-000560-3,ORD-000560,DC-11,REPLENISH,RBT-0217,BLOCKED,FAILED,DC-11-Z07,DC-11-Z10,2026-08-06T15:09:00
TSK-000560-4,ORD-000560,DC-11,PACK_FEED,RBT-0345,QUEUED,COMPLETE,DC-11-Z12,DC-11-Z05,2026-08-06T15:28:00
TSK-000561-1,ORD-000561,DC-14,MOVE,RBT-0111,COMPLETE,EXECUTING,DC-14-Z02,DC-14-Z10,2026-08-28T21:10:00
TSK-000561-2,ORD-000561,DC-14,PACK_FEED,RBT-0226,ASSIGNED,ASSIGNED,DC-14-Z08,DC-14-Z08,2026-08-28T21:38:00
TSK-000562-1,ORD-000562,DC-02,REPLENISH,RBT-0068,ASSIGNED,FAILED,DC-02-Z03,DC-02-Z08,2026-08-25T06:24:00
TSK-000562-2,ORD-000562,DC-02,REPLENISH,RBT-0516,COMPLETE,QUEUED,DC-02-Z04,DC-02-Z06,2026-08-25T06:15:00
TSK-000563-1,ORD-000563,DC-05,REPLENISH,RBT-0144,EXECUTING,QUEUED,DC-05-Z05,DC-05-Z12,2026-09-04T03:08:00
TSK-000563-2,ORD-000563,DC-05,MOVE,RBT-0059,QUEUED,COMPLETE,DC-05-Z06,DC-05-Z02,2026-09-04T04:30:00
TSK-000564-1,ORD-000564,DC-11,MOVE,RBT-0092,EXECUTING,EXECUTING,DC-11-Z01,DC-11-Z03,2026-08-10T09:13:00
TSK-000565-1,ORD-000565,DC-02,STAGE,RBT-0188,QUEUED,COMPLETE,DC-02-Z05,DC-02-Z07,2026-08-09T11:03:00
TSK-000565-2,ORD-000565,DC-02,MOVE,RBT-0061,COMPLETE,FAILED,DC-02-Z12,DC-02-Z07,2026-08-09T10:31:00
TSK-000565-3,ORD-000565,DC-02,PACK_FEED,RBT-0493,QUEUED,EXECUTING,DC-02-Z05,DC-02-Z06,2026-08-09T11:07:00
TSK-000565-4,ORD-000565,DC-02,REPLENISH,RBT-0275,BLOCKED,ASSIGNED,DC-02-Z10,DC-02-Z07,2026-08-09T11:30:00
TSK-000566-1,ORD-000566,DC-14,MOVE,RBT-0210,COMPLETE,EXECUTING,DC-14-Z04,DC-14-Z09,2026-08-04T04:10:00
TSK-000566-2,ORD-000566,DC-14,MOVE,RBT-0146,EXECUTING,ASSIGNED,DC-14-Z01,DC-14-Z09,2026-08-04T03:57:00
TSK-000566-3,ORD-000566,DC-14,STAGE,RBT-0568,ASSIGNED,ASSIGNED,DC-14-Z02,DC-14-Z09,2026-08-04T04:43:00
TSK-000567-1,ORD-000567,DC-04,PICK,RBT-0077,ASSIGNED,QUEUED,DC-04-Z05,DC-04-Z08,2026-08-18T18:33:00
TSK-000567-2,ORD-000567,DC-04,PICK,RBT-0634,QUEUED,EXECUTING,DC-04-Z01,DC-04-Z04,2026-08-18T17:46:00
TSK-000567-3,ORD-000567,DC-04,STAGE,RBT-0662,COMPLETE,ASSIGNED,DC-04-Z07,DC-04-Z05,2026-08-18T18:25:00
TSK-000568-1,ORD-000568,DC-15,STAGE,RBT-0712,BLOCKED,COMPLETE,DC-15-Z12,DC-15-Z08,2026-08-03T06:20:00
TSK-000568-2,ORD-000568,DC-15,PACK_FEED,RBT-0306,ASSIGNED,COMPLETE,DC-15-Z04,DC-15-Z07,2026-08-03T06:07:00
TSK-000568-3,ORD-000568,DC-15,MOVE,RBT-0706,COMPLETE,COMPLETE,DC-15-Z09,DC-15-Z02,2026-08-03T06:25:00
TSK-000569-1,ORD-000569,DC-16,PACK_FEED,RBT-0502,BLOCKED,COMPLETE,DC-16-Z11,DC-16-Z10,2026-08-14T10:32:00
TSK-000569-2,ORD-000569,DC-16,PICK,RBT-0272,QUEUED,QUEUED,DC-16-Z07,DC-16-Z07,2026-08-14T11:54:00
TSK-000569-3,ORD-000569,DC-16,PACK_FEED,RBT-0156,ASSIGNED,FAILED,DC-16-Z08,DC-16-Z02,2026-08-14T11:48:00
TSK-000570-1,ORD-000570,DC-09,REPLENISH,RBT-0474,COMPLETE,EXECUTING,DC-09-Z09,DC-09-Z07,2026-08-16T14:56:00
TSK-000571-1,ORD-000571,DC-14,PACK_FEED,RBT-0205,EXECUTING,FAILED,DC-14-Z05,DC-14-Z01,2026-08-20T07:02:00
TSK-000571-2,ORD-000571,DC-14,STAGE,RBT-0692,EXECUTING,COMPLETE,DC-14-Z09,DC-14-Z10,2026-08-20T05:31:00
TSK-000571-3,ORD-000571,DC-14,REPLENISH,RBT-0500,QUEUED,COMPLETE,DC-14-Z02,DC-14-Z08,2026-08-20T06:07:00
TSK-000572-1,ORD-000572,DC-13,PACK_FEED,RBT-0098,QUEUED,QUEUED,DC-13-Z10,DC-13-Z12,2026-08-18T13:06:00
TSK-000572-2,ORD-000572,DC-13,REPLENISH,RBT-0422,ASSIGNED,EXECUTING,DC-13-Z12,DC-13-Z12,2026-08-18T12:26:00
TSK-000572-3,ORD-000572,DC-13,REPLENISH,RBT-0042,BLOCKED,QUEUED,DC-13-Z08,DC-13-Z06,2026-08-18T12:10:00
TSK-000573-1,ORD-000573,DC-13,PACK_FEED,RBT-0483,ASSIGNED,COMPLETE,DC-13-Z07,DC-13-Z03,2026-08-27T14:34:00
TSK-000573-2,ORD-000573,DC-13,PACK_FEED,RBT-0705,BLOCKED,EXECUTING,DC-13-Z06,DC-13-Z10,2026-08-27T14:42:00
TSK-000573-3,ORD-000573,DC-13,MOVE,RBT-0427,QUEUED,COMPLETE,DC-13-Z09,DC-13-Z07,2026-08-27T13:26:00
TSK-000574-1,ORD-000574,DC-08,PICK,RBT-0115,BLOCKED,QUEUED,DC-08-Z10,DC-08-Z08,2026-08-18T22:04:00
TSK-000574-2,ORD-000574,DC-08,STAGE,RBT-0663,BLOCKED,EXECUTING,DC-08-Z02,DC-08-Z04,2026-08-18T22:38:00
TSK-000574-3,ORD-000574,DC-08,MOVE,RBT-0236,COMPLETE,COMPLETE,DC-08-Z06,DC-08-Z12,2026-08-18T21:18:00
TSK-000574-4,ORD-000574,DC-08,REPLENISH,RBT-0362,ASSIGNED,ASSIGNED,DC-08-Z01,DC-08-Z01,2026-08-18T22:20:00
TSK-000575-1,ORD-000575,DC-13,MOVE,RBT-0271,QUEUED,COMPLETE,DC-13-Z08,DC-13-Z10,2026-08-02T18:16:00
TSK-000575-2,ORD-000575,DC-13,MOVE,RBT-0710,ASSIGNED,FAILED,DC-13-Z05,DC-13-Z10,2026-08-02T18:48:00
TSK-000576-1,ORD-000576,DC-12,MOVE,RBT-0642,BLOCKED,EXECUTING,DC-12-Z11,DC-12-Z05,2026-08-03T12:07:00
TSK-000576-2,ORD-000576,DC-12,PACK_FEED,RBT-0214,QUEUED,COMPLETE,DC-12-Z05,DC-12-Z11,2026-08-03T10:24:00
TSK-000576-3,ORD-000576,DC-12,REPLENISH,RBT-0043,COMPLETE,ASSIGNED,DC-12-Z05,DC-12-Z08,2026-08-03T10:25:00
TSK-000576-4,ORD-000576,DC-12,PICK,RBT-0554,ASSIGNED,EXECUTING,DC-12-Z10,DC-12-Z06,2026-08-03T10:34:00
TSK-000577-1,ORD-000577,DC-15,STAGE,RBT-0025,ASSIGNED,FAILED,DC-15-Z09,DC-15-Z02,2026-08-11T22:09:00
TSK-000577-2,ORD-000577,DC-15,PICK,RBT-0250,QUEUED,QUEUED,DC-15-Z01,DC-15-Z09,2026-08-11T21:52:00
TSK-000577-3,ORD-000577,DC-15,PICK,RBT-0548,QUEUED,QUEUED,DC-15-Z01,DC-15-Z10,2026-08-11T22:52:00
TSK-000578-1,ORD-000578,DC-07,REPLENISH,RBT-0355,EXECUTING,QUEUED,DC-07-Z11,DC-07-Z09,2026-08-25T14:46:00
TSK-000578-2,ORD-000578,DC-07,PICK,RBT-0180,QUEUED,EXECUTING,DC-07-Z10,DC-07-Z05,2026-08-25T15:13:00
TSK-000579-1,ORD-000579,DC-05,REPLENISH,RBT-0089,QUEUED,QUEUED,DC-05-Z07,DC-05-Z02,2026-08-26T13:59:00
TSK-000579-2,ORD-000579,DC-05,PICK,RBT-0659,BLOCKED,ASSIGNED,DC-05-Z10,DC-05-Z01,2026-08-26T13:57:00
TSK-000579-3,ORD-000579,DC-05,PICK,RBT-0140,BLOCKED,COMPLETE,DC-05-Z02,DC-05-Z02,2026-08-26T13:13:00
TSK-000580-1,ORD-000580,DC-02,PICK,RBT-0080,ASSIGNED,FAILED,DC-02-Z10,DC-02-Z09,2026-08-21T02:43:00
TSK-000580-2,ORD-000580,DC-02,REPLENISH,RBT-0340,BLOCKED,ASSIGNED,DC-02-Z03,DC-02-Z02,2026-08-21T02:08:00
TSK-000580-3,ORD-000580,DC-02,STAGE,RBT-0329,COMPLETE,ASSIGNED,DC-02-Z10,DC-02-Z08,2026-08-21T02:10:00
TSK-000581-1,ORD-000581,DC-04,PICK,RBT-0217,ASSIGNED,ASSIGNED,DC-04-Z03,DC-04-Z06,2026-08-25T17:09:00
TSK-000582-1,ORD-000582,DC-18,REPLENISH,RBT-0172,BLOCKED,COMPLETE,DC-18-Z03,DC-18-Z10,2026-08-22T20:29:00
TSK-000582-2,ORD-000582,DC-18,PICK,RBT-0375,EXECUTING,QUEUED,DC-18-Z12,DC-18-Z04,2026-08-22T20:09:00
TSK-000583-1,ORD-000583,DC-03,STAGE,RBT-0314,BLOCKED,QUEUED,DC-03-Z07,DC-03-Z03,2026-08-20T13:43:00
TSK-000583-2,ORD-000583,DC-03,REPLENISH,RBT-0232,EXECUTING,ASSIGNED,DC-03-Z12,DC-03-Z12,2026-08-20T13:28:00
TSK-000584-1,ORD-000584,DC-02,STAGE,RBT-0188,BLOCKED,FAILED,DC-02-Z01,DC-02-Z06,2026-08-10T09:31:00
TSK-000584-2,ORD-000584,DC-02,REPLENISH,RBT-0561,EXECUTING,ASSIGNED,DC-02-Z11,DC-02-Z04,2026-08-10T08:25:00
TSK-000584-3,ORD-000584,DC-02,STAGE,RBT-0572,QUEUED,FAILED,DC-02-Z08,DC-02-Z12,2026-08-10T08:00:00
TSK-000585-1,ORD-000585,DC-08,REPLENISH,RBT-0091,ASSIGNED,COMPLETE,DC-08-Z11,DC-08-Z01,2026-08-27T09:55:00
TSK-000585-2,ORD-000585,DC-08,STAGE,RBT-0172,ASSIGNED,EXECUTING,DC-08-Z07,DC-08-Z12,2026-08-27T08:55:00
TSK-000585-3,ORD-000585,DC-08,PICK,RBT-0033,COMPLETE,QUEUED,DC-08-Z07,DC-08-Z09,2026-08-27T09:32:00
TSK-000586-1,ORD-000586,DC-12,REPLENISH,RBT-0040,ASSIGNED,FAILED,DC-12-Z02,DC-12-Z10,2026-08-14T03:56:00
TSK-000587-1,ORD-000587,DC-15,REPLENISH,RBT-0085,EXECUTING,FAILED,DC-15-Z01,DC-15-Z02,2026-08-16T11:23:00
TSK-000587-2,ORD-000587,DC-15,PACK_FEED,RBT-0164,EXECUTING,COMPLETE,DC-15-Z11,DC-15-Z06,2026-08-16T11:30:00
TSK-000588-1,ORD-000588,DC-08,REPLENISH,RBT-0112,EXECUTING,COMPLETE,DC-08-Z09,DC-08-Z04,2026-08-01T18:08:00
TSK-000589-1,ORD-000589,DC-16,STAGE,RBT-0659,EXECUTING,COMPLETE,DC-16-Z01,DC-16-Z11,2026-08-05T18:16:00
TSK-000589-2,ORD-000589,DC-16,MOVE,RBT-0698,QUEUED,COMPLETE,DC-16-Z05,DC-16-Z08,2026-08-05T17:24:00
TSK-000589-3,ORD-000589,DC-16,PACK_FEED,RBT-0507,BLOCKED,QUEUED,DC-16-Z04,DC-16-Z10,2026-08-05T17:17:00
TSK-000589-4,ORD-000589,DC-16,REPLENISH,RBT-0249,BLOCKED,COMPLETE,DC-16-Z05,DC-16-Z12,2026-08-05T17:54:00
TSK-000590-1,ORD-000590,DC-11,REPLENISH,RBT-0332,QUEUED,EXECUTING,DC-11-Z11,DC-11-Z08,2026-08-30T23:09:00
TSK-000590-2,ORD-000590,DC-11,MOVE,RBT-0068,BLOCKED,COMPLETE,DC-11-Z11,DC-11-Z07,2026-08-30T22:55:00
TSK-000590-3,ORD-000590,DC-11,STAGE,RBT-0131,QUEUED,EXECUTING,DC-11-Z10,DC-11-Z02,2026-08-30T22:20:00
TSK-000590-4,ORD-000590,DC-11,MOVE,RBT-0451,ASSIGNED,ASSIGNED,DC-11-Z09,DC-11-Z09,2026-08-30T22:38:00
TSK-000591-1,ORD-000591,DC-12,MOVE,RBT-0008,ASSIGNED,FAILED,DC-12-Z10,DC-12-Z06,2026-08-09T07:25:00
TSK-000591-2,ORD-000591,DC-12,REPLENISH,RBT-0567,EXECUTING,ASSIGNED,DC-12-Z11,DC-12-Z04,2026-08-09T06:59:00
TSK-000591-3,ORD-000591,DC-12,PACK_FEED,RBT-0102,COMPLETE,QUEUED,DC-12-Z09,DC-12-Z06,2026-08-09T06:08:00
TSK-000592-1,ORD-000592,DC-01,MOVE,RBT-0518,BLOCKED,QUEUED,DC-01-Z11,DC-01-Z12,2026-08-29T13:13:00
TSK-000592-2,ORD-000592,DC-01,PACK_FEED,RBT-0204,BLOCKED,ASSIGNED,DC-01-Z06,DC-01-Z09,2026-08-29T13:10:00
TSK-000593-1,ORD-000593,DC-16,MOVE,RBT-0521,QUEUED,COMPLETE,DC-16-Z05,DC-16-Z07,2026-08-15T04:01:00
TSK-000593-2,ORD-000593,DC-16,PICK,RBT-0348,ASSIGNED,QUEUED,DC-16-Z09,DC-16-Z11,2026-08-15T04:39:00
TSK-000594-1,ORD-000594,DC-02,STAGE,RBT-0562,COMPLETE,QUEUED,DC-02-Z10,DC-02-Z12,2026-08-04T17:23:00
TSK-000594-2,ORD-000594,DC-02,REPLENISH,RBT-0204,BLOCKED,EXECUTING,DC-02-Z01,DC-02-Z06,2026-08-04T16:50:00
TSK-000594-3,ORD-000594,DC-02,PICK,RBT-0357,EXECUTING,EXECUTING,DC-02-Z05,DC-02-Z09,2026-08-04T16:35:00
TSK-000595-1,ORD-000595,DC-06,STAGE,RBT-0605,BLOCKED,QUEUED,DC-06-Z03,DC-06-Z07,2026-08-02T15:16:00
TSK-000595-2,ORD-000595,DC-06,REPLENISH,RBT-0461,QUEUED,COMPLETE,DC-06-Z09,DC-06-Z01,2026-08-02T14:59:00
TSK-000595-3,ORD-000595,DC-06,MOVE,RBT-0498,COMPLETE,FAILED,DC-06-Z12,DC-06-Z06,2026-08-02T16:13:00
TSK-000595-4,ORD-000595,DC-06,MOVE,RBT-0389,QUEUED,EXECUTING,DC-06-Z02,DC-06-Z07,2026-08-02T15:49:00
TSK-000596-1,ORD-000596,DC-17,STAGE,RBT-0031,EXECUTING,FAILED,DC-17-Z09,DC-17-Z01,2026-08-30T10:30:00
TSK-000596-2,ORD-000596,DC-17,MOVE,RBT-0318,QUEUED,FAILED,DC-17-Z04,DC-17-Z03,2026-08-30T09:38:00
TSK-000596-3,ORD-000596,DC-17,REPLENISH,RBT-0334,EXECUTING,FAILED,DC-17-Z05,DC-17-Z03,2026-08-30T11:03:00
TSK-000597-1,ORD-000597,DC-03,PICK,RBT-0107,BLOCKED,COMPLETE,DC-03-Z07,DC-03-Z11,2026-08-03T19:31:00
TSK-000597-2,ORD-000597,DC-03,PACK_FEED,RBT-0547,EXECUTING,COMPLETE,DC-03-Z06,DC-03-Z02,2026-08-03T19:55:00
TSK-000597-3,ORD-000597,DC-03,PICK,RBT-0042,QUEUED,ASSIGNED,DC-03-Z01,DC-03-Z04,2026-08-03T19:22:00
TSK-000597-4,ORD-000597,DC-03,PICK,RBT-0058,ASSIGNED,COMPLETE,DC-03-Z06,DC-03-Z07,2026-08-03T20:22:00
TSK-000598-1,ORD-000598,DC-13,REPLENISH,RBT-0208,COMPLETE,FAILED,DC-13-Z04,DC-13-Z02,2026-08-09T02:56:00
TSK-000599-1,ORD-000599,DC-01,PACK_FEED,RBT-0267,EXECUTING,EXECUTING,DC-01-Z05,DC-01-Z05,2026-08-11T14:40:00
TSK-000599-2,ORD-000599,DC-01,REPLENISH,RBT-0562,COMPLETE,QUEUED,DC-01-Z02,DC-01-Z04,2026-08-11T14:22:00
TSK-000599-3,ORD-000599,DC-01,REPLENISH,RBT-0554,BLOCKED,COMPLETE,DC-01-Z07,DC-01-Z11,2026-08-11T15:40:00
TSK-000600-1,ORD-000600,DC-04,MOVE,RBT-0027,QUEUED,EXECUTING,DC-04-Z06,DC-04-Z07,2026-09-02T19:51:00
TSK-000600-2,ORD-000600,DC-04,REPLENISH,RBT-0572,COMPLETE,FAILED,DC-04-Z09,DC-04-Z12,2026-09-02T20:36:00
TSK-000600-3,ORD-000600,DC-04,PICK,RBT-0081,QUEUED,QUEUED,DC-04-Z10,DC-04-Z03,2026-09-02T20:02:00
TSK-000601-1,ORD-000601,DC-07,REPLENISH,RBT-0696,EXECUTING,ASSIGNED,DC-07-Z03,DC-07-Z10,2026-08-02T06:51:00
TSK-000601-2,ORD-000601,DC-07,MOVE,RBT-0692,ASSIGNED,COMPLETE,DC-07-Z12,DC-07-Z07,2026-08-02T05:10:00
TSK-000601-3,ORD-000601,DC-07,MOVE,RBT-0340,EXECUTING,QUEUED,DC-07-Z09,DC-07-Z06,2026-08-02T05:52:00
TSK-000602-1,ORD-000602,DC-04,REPLENISH,RBT-0506,EXECUTING,COMPLETE,DC-04-Z01,DC-04-Z04,2026-09-04T17:13:00
TSK-000603-1,ORD-000603,DC-17,STAGE,RBT-0045,EXECUTING,EXECUTING,DC-17-Z08,DC-17-Z05,2026-08-23T17:00:00
TSK-000603-2,ORD-000603,DC-17,PICK,RBT-0219,ASSIGNED,COMPLETE,DC-17-Z08,DC-17-Z05,2026-08-23T16:45:00
TSK-000603-3,ORD-000603,DC-17,PICK,RBT-0538,COMPLETE,EXECUTING,DC-17-Z09,DC-17-Z12,2026-08-23T17:22:00
TSK-000604-1,ORD-000604,DC-12,REPLENISH,RBT-0297,COMPLETE,ASSIGNED,DC-12-Z08,DC-12-Z06,2026-08-15T04:13:00
TSK-000604-2,ORD-000604,DC-12,STAGE,RBT-0096,COMPLETE,ASSIGNED,DC-12-Z08,DC-12-Z05,2026-08-15T03:28:00
TSK-000605-1,ORD-000605,DC-08,STAGE,RBT-0475,COMPLETE,QUEUED,DC-08-Z11,DC-08-Z10,2026-08-09T04:47:00
TSK-000605-2,ORD-000605,DC-08,PICK,RBT-0298,BLOCKED,EXECUTING,DC-08-Z07,DC-08-Z08,2026-08-09T05:38:00
TSK-000606-1,ORD-000606,DC-03,STAGE,RBT-0089,COMPLETE,ASSIGNED,DC-03-Z08,DC-03-Z06,2026-09-04T17:59:00
TSK-000607-1,ORD-000607,DC-01,PICK,RBT-0268,EXECUTING,QUEUED,DC-01-Z07,DC-01-Z03,2026-08-13T22:38:00
TSK-000607-2,ORD-000607,DC-01,MOVE,RBT-0395,COMPLETE,COMPLETE,DC-01-Z08,DC-01-Z08,2026-08-14T00:12:00
TSK-000607-3,ORD-000607,DC-01,STAGE,RBT-0326,EXECUTING,FAILED,DC-01-Z02,DC-01-Z12,2026-08-13T22:26:00
TSK-000607-4,ORD-000607,DC-01,REPLENISH,RBT-0488,EXECUTING,EXECUTING,DC-01-Z12,DC-01-Z05,2026-08-13T22:28:00
TSK-000608-1,ORD-000608,DC-11,PICK,RBT-0325,COMPLETE,FAILED,DC-11-Z12,DC-11-Z10,2026-08-21T11:32:00
TSK-000609-1,ORD-000609,DC-09,PICK,RBT-0134,EXECUTING,FAILED,DC-09-Z06,DC-09-Z02,2026-08-13T01:14:00
TSK-000609-2,ORD-000609,DC-09,MOVE,RBT-0061,QUEUED,FAILED,DC-09-Z04,DC-09-Z11,2026-08-13T01:01:00
TSK-000609-3,ORD-000609,DC-09,MOVE,RBT-0224,BLOCKED,ASSIGNED,DC-09-Z05,DC-09-Z07,2026-08-13T00:06:00
TSK-000609-4,ORD-000609,DC-09,REPLENISH,RBT-0654,QUEUED,FAILED,DC-09-Z03,DC-09-Z12,2026-08-12T23:58:00
TSK-000610-1,ORD-000610,DC-07,PICK,RBT-0029,COMPLETE,QUEUED,DC-07-Z05,DC-07-Z08,2026-08-02T16:08:00
TSK-000610-2,ORD-000610,DC-07,PICK,RBT-0355,BLOCKED,EXECUTING,DC-07-Z10,DC-07-Z01,2026-08-02T16:12:00
TSK-000610-3,ORD-000610,DC-07,MOVE,RBT-0143,COMPLETE,FAILED,DC-07-Z10,DC-07-Z11,2026-08-02T15:01:00
TSK-000610-4,ORD-000610,DC-07,PACK_FEED,RBT-0018,ASSIGNED,QUEUED,DC-07-Z09,DC-07-Z11,2026-08-02T14:59:00
TSK-000611-1,ORD-000611,DC-09,MOVE,RBT-0542,BLOCKED,COMPLETE,DC-09-Z09,DC-09-Z12,2026-08-16T20:43:00
TSK-000612-1,ORD-000612,DC-17,PICK,RBT-0520,EXECUTING,EXECUTING,DC-17-Z07,DC-17-Z07,2026-08-25T03:04:00
TSK-000612-2,ORD-000612,DC-17,PICK,RBT-0549,BLOCKED,QUEUED,DC-17-Z01,DC-17-Z05,2026-08-25T03:15:00
TSK-000612-3,ORD-000612,DC-17,PACK_FEED,RBT-0468,QUEUED,COMPLETE,DC-17-Z12,DC-17-Z08,2026-08-25T02:15:00
