warehouse_id,event_id,event_time,event_type,zone,severity,resolved,source
DC-04,SAFE-DC-04-021,2026-08-01T15:50:00,SCANNER_FAULT,DC-04-Z10,CRITICAL,Y,VISION
DC-04,SAFE-DC-04-022,2026-08-04T10:21:00,MANUAL_OVERRIDE,DC-04-Z08,MEDIUM,Y,SAFETY_PLC
DC-04,SAFE-DC-04-023,2026-08-23T17:09:00,E_STOP,DC-04-Z12,HIGH,Y,SAFETY_PLC
DC-04,SAFE-DC-04-024,2026-09-01T19:45:00,ZONE_BREACH,DC-04-Z11,LOW,N,FLEET
DC-04,SAFE-DC-04-025,2026-09-02T09:50:00,MANUAL_OVERRIDE,DC-04-Z10,HIGH,Y,SAFETY_PLC
DC-04,SAFE-DC-04-026,2026-08-04T05:05:00,E_STOP,DC-04-Z09,CRITICAL,Y,FLEET
DC-04,SAFE-DC-04-027,2026-08-07T10:02:00,E_STOP,DC-04-Z05,MEDIUM,Y,VISION
DC-04,SAFE-DC-04-028,2026-08-15T01:49:00,SPEED_REDUCTION,DC-04-Z10,CRITICAL,Y,OPERATOR
DC-04,SAFE-DC-04-029,2026-08-05T22:26:00,NEAR_MISS,DC-04-Z10,MEDIUM,Y,SAFETY_PLC
DC-04,SAFE-DC-04-030,2026-08-16T08:10:00,SPEED_REDUCTION,DC-04-Z08,CRITICAL,Y,OPERATOR
DC-04,SAFE-DC-04-031,2026-08-05T01:50:00,NEAR_MISS,DC-04-Z03,MEDIUM,N,FLEET
DC-04,SAFE-DC-04-032,2026-09-02T11:05:00,MANUAL_OVERRIDE,DC-04-Z03,LOW,Y,OPERATOR
DC-04,SAFE-DC-04-033,2026-08-30T23:31:00,NEAR_MISS,DC-04-Z06,HIGH,Y,SAFETY_PLC
DC-04,SAFE-DC-04-034,2026-08-07T22:06:00,MANUAL_OVERRIDE,DC-04-Z04,MEDIUM,N,SAFETY_PLC
DC-04,SAFE-DC-04-035,2026-08-22T15:31:00,E_STOP,DC-04-Z10,CRITICAL,Y,VISION
DC-04,SAFE-DC-04-036,2026-08-01T11:15:00,NEAR_MISS,DC-04-Z08,LOW,Y,OPERATOR
DC-04,SAFE-DC-04-037,2026-08-04T07:47:00,SPEED_REDUCTION,DC-04-Z08,CRITICAL,N,OPERATOR
DC-04,SAFE-DC-04-038,2026-08-14T10:54:00,MANUAL_OVERRIDE,DC-04-Z06,MEDIUM,Y,FLEET
DC-04,SAFE-DC-04-039,2026-08-13T19:03:00,SPEED_REDUCTION,DC-04-Z03,HIGH,Y,OPERATOR
DC-04,SAFE-DC-04-040,2026-08-13T13:43:00,ZONE_BREACH,DC-04-Z04,MEDIUM,N,OPERATOR
DC-04,SAFE-DC-04-041,2026-08-31T01:02:00,SCANNER_FAULT,DC-04-Z10,HIGH,N,OPERATOR
DC-04,SAFE-DC-04-042,2026-09-04T16:11:00,SPEED_REDUCTION,DC-04-Z08,LOW,Y,FLEET
DC-04,SAFE-DC-04-043,2026-08-31T09:32:00,MANUAL_OVERRIDE,DC-04-Z05,LOW,Y,OPERATOR
DC-04,SAFE-DC-04-044,2026-08-20T23:09:00,NEAR_MISS,DC-04-Z06,LOW,Y,SAFETY_PLC
DC-04,SAFE-DC-04-045,2026-08-15T00:06:00,SPEED_REDUCTION,DC-04-Z02,MEDIUM,Y,SAFETY_PLC
DC-04,SAFE-DC-04-046,2026-08-01T08:43:00,E_STOP,DC-04-Z08,CRITICAL,Y,VISION
DC-04,SAFE-DC-04-047,2026-08-11T15:57:00,MANUAL_OVERRIDE,DC-04-Z04,HIGH,N,FLEET
DC-04,SAFE-DC-04-048,2026-08-08T18:10:00,SCANNER_FAULT,DC-04-Z07,MEDIUM,Y,SAFETY_PLC
DC-04,SAFE-DC-04-049,2026-08-03T05:39:00,ZONE_BREACH,DC-04-Z07,LOW,Y,FLEET
DC-04,SAFE-DC-04-050,2026-08-07T02:39:00,NEAR_MISS,DC-04-Z08,LOW,Y,VISION
DC-04,SAFE-DC-04-051,2026-08-20T15:58:00,MANUAL_OVERRIDE,DC-04-Z08,CRITICAL,Y,OPERATOR
DC-04,SAFE-DC-04-052,2026-08-28T17:01:00,E_STOP,DC-04-Z07,LOW,Y,SAFETY_PLC
DC-04,SAFE-DC-04-053,2026-08-17T15:35:00,SPEED_REDUCTION,DC-04-Z01,HIGH,Y,OPERATOR
DC-04,SAFE-DC-04-054,2026-09-03T23:44:00,MANUAL_OVERRIDE,DC-04-Z01,CRITICAL,Y,VISION
DC-04,SAFE-DC-04-055,2026-08-21T15:23:00,NEAR_MISS,DC-04-Z12,MEDIUM,Y,OPERATOR
DC-04,SAFE-DC-04-056,2026-08-24T00:49:00,SCANNER_FAULT,DC-04-Z07,MEDIUM,N,FLEET
DC-04,SAFE-DC-04-057,2026-08-25T03:46:00,ZONE_BREACH,DC-04-Z11,LOW,Y,FLEET
DC-04,SAFE-DC-04-058,2026-08-08T08:27:00,E_STOP,DC-04-Z09,HIGH,Y,VISION
DC-04,SAFE-DC-04-059,2026-08-25T15:28:00,SCANNER_FAULT,DC-04-Z07,LOW,N,OPERATOR
DC-04,SAFE-DC-04-060,2026-08-22T00:06:00,E_STOP,DC-04-Z07,LOW,Y,VISION
DC-04,SAFE-DC-04-061,2026-08-06T18:56:00,MANUAL_OVERRIDE,DC-04-Z01,HIGH,Y,FLEET
DC-04,SAFE-DC-04-062,2026-09-01T14:24:00,SPEED_REDUCTION,DC-04-Z07,CRITICAL,Y,OPERATOR
DC-04,SAFE-DC-04-063,2026-08-05T04:15:00,E_STOP,DC-04-Z11,MEDIUM,Y,VISION
DC-04,SAFE-DC-04-064,2026-08-07T03:41:00,NEAR_MISS,DC-04-Z10,LOW,N,VISION
DC-05,SAFE-DC-05-000,2026-08-24T13:53:00,NEAR_MISS,DC-05-Z02,HIGH,Y,SAFETY_PLC
DC-05,SAFE-DC-05-001,2026-08-10T00:19:00,SPEED_REDUCTION,DC-05-Z11,HIGH,Y,FLEET
DC-05,SAFE-DC-05-002,2026-08-07T13:31:00,E_STOP,DC-05-Z08,LOW,N,FLEET
DC-05,SAFE-DC-05-003,2026-08-21T20:10:00,NEAR_MISS,DC-05-Z05,LOW,N,FLEET
DC-05,SAFE-DC-05-004,2026-09-03T10:17:00,E_STOP,DC-05-Z10,HIGH,Y,SAFETY_PLC
DC-05,SAFE-DC-05-005,2026-08-20T17:20:00,ZONE_BREACH,DC-05-Z01,HIGH,N,FLEET
DC-05,SAFE-DC-05-006,2026-08-31T18:55:00,SCANNER_FAULT,DC-05-Z11,HIGH,Y,OPERATOR
DC-05,SAFE-DC-05-007,2026-08-23T06:50:00,MANUAL_OVERRIDE,DC-05-Z09,MEDIUM,Y,OPERATOR
DC-05,SAFE-DC-05-008,2026-08-16T20:47:00,ZONE_BREACH,DC-05-Z09,HIGH,Y,VISION
DC-05,SAFE-DC-05-009,2026-08-25T06:28:00,E_STOP,DC-05-Z04,MEDIUM,Y,VISION
DC-05,SAFE-DC-05-010,2026-08-05T09:33:00,E_STOP,DC-05-Z08,HIGH,Y,VISION
DC-05,SAFE-DC-05-011,2026-08-28T15:10:00,NEAR_MISS,DC-05-Z07,LOW,Y,FLEET
DC-05,SAFE-DC-05-012,2026-08-10T14:07:00,MANUAL_OVERRIDE,DC-05-Z06,MEDIUM,Y,OPERATOR
DC-05,SAFE-DC-05-013,2026-09-01T00:36:00,SPEED_REDUCTION,DC-05-Z01,CRITICAL,Y,SAFETY_PLC
DC-05,SAFE-DC-05-014,2026-08-19T14:03:00,E_STOP,DC-05-Z11,CRITICAL,N,OPERATOR
DC-05,SAFE-DC-05-015,2026-08-24T19:02:00,SCANNER_FAULT,DC-05-Z12,CRITICAL,Y,SAFETY_PLC
DC-05,SAFE-DC-05-016,2026-08-10T19:57:00,E_STOP,DC-05-Z11,LOW,Y,OPERATOR
DC-05,SAFE-DC-05-017,2026-08-30T21:29:00,SCANNER_FAULT,DC-05-Z03,CRITICAL,Y,SAFETY_PLC
DC-05,SAFE-DC-05-018,2026-09-02T02:18:00,SCANNER_FAULT,DC-05-Z07,HIGH,N,OPERATOR
DC-05,SAFE-DC-05-019,2026-08-10T18:02:00,ZONE_BREACH,DC-05-Z07,HIGH,Y,VISION
DC-05,SAFE-DC-05-020,2026-08-15T01:54:00,ZONE_BREACH,DC-05-Z09,MEDIUM,Y,OPERATOR
DC-05,SAFE-DC-05-021,2026-08-24T06:55:00,SPEED_REDUCTION,DC-05-Z03,MEDIUM,Y,VISION
DC-05,SAFE-DC-05-022,2026-08-26T10:50:00,NEAR_MISS,DC-05-Z07,MEDIUM,Y,VISION
DC-05,SAFE-DC-05-023,2026-08-23T04:06:00,ZONE_BREACH,DC-05-Z12,CRITICAL,Y,OPERATOR
DC-05,SAFE-DC-05-024,2026-08-04T17:18:00,SCANNER_FAULT,DC-05-Z12,MEDIUM,N,SAFETY_PLC
DC-05,SAFE-DC-05-025,2026-08-18T13:22:00,SCANNER_FAULT,DC-05-Z04,MEDIUM,Y,VISION
DC-05,SAFE-DC-05-026,2026-08-27T05:53:00,MANUAL_OVERRIDE,DC-05-Z01,CRITICAL,N,OPERATOR
DC-05,SAFE-DC-05-027,2026-08-18T05:19:00,SPEED_REDUCTION,DC-05-Z04,MEDIUM,Y,FLEET
DC-05,SAFE-DC-05-028,2026-08-22T09:43:00,E_STOP,DC-05-Z06,MEDIUM,Y,VISION
DC-05,SAFE-DC-05-029,2026-08-04T05:50:00,SPEED_REDUCTION,DC-05-Z06,HIGH,N,SAFETY_PLC
DC-05,SAFE-DC-05-030,2026-08-29T04:06:00,E_STOP,DC-05-Z09,MEDIUM,Y,OPERATOR
DC-05,SAFE-DC-05-031,2026-08-20T01:36:00,ZONE_BREACH,DC-05-Z08,MEDIUM,N,VISION
DC-05,SAFE-DC-05-032,2026-08-24T01:27:00,MANUAL_OVERRIDE,DC-05-Z05,CRITICAL,N,FLEET
DC-05,SAFE-DC-05-033,2026-08-17T12:15:00,SCANNER_FAULT,DC-05-Z10,MEDIUM,Y,OPERATOR
DC-05,SAFE-DC-05-034,2026-08-26T20:47:00,NEAR_MISS,DC-05-Z10,CRITICAL,Y,OPERATOR
DC-05,SAFE-DC-05-035,2026-08-29T12:43:00,ZONE_BREACH,DC-05-Z06,LOW,Y,OPERATOR
DC-05,SAFE-DC-05-036,2026-08-17T18:39:00,NEAR_MISS,DC-05-Z10,MEDIUM,Y,VISION
DC-05,SAFE-DC-05-037,2026-08-17T11:54:00,ZONE_BREACH,DC-05-Z11,CRITICAL,Y,FLEET
DC-05,SAFE-DC-05-038,2026-08-05T21:18:00,ZONE_BREACH,DC-05-Z11,CRITICAL,Y,SAFETY_PLC
DC-05,SAFE-DC-05-039,2026-08-31T09:54:00,NEAR_MISS,DC-05-Z04,LOW,Y,SAFETY_PLC
DC-05,SAFE-DC-05-040,2026-09-03T06:15:00,NEAR_MISS,DC-05-Z10,CRITICAL,Y,VISION
DC-05,SAFE-DC-05-041,2026-09-01T22:50:00,ZONE_BREACH,DC-05-Z07,LOW,Y,FLEET
DC-05,SAFE-DC-05-042,2026-08-08T05:58:00,E_STOP,DC-05-Z12,CRITICAL,Y,VISION
DC-05,SAFE-DC-05-043,2026-08-07T04:48:00,SPEED_REDUCTION,DC-05-Z03,LOW,Y,SAFETY_PLC
DC-05,SAFE-DC-05-044,2026-08-06T04:14:00,MANUAL_OVERRIDE,DC-05-Z11,HIGH,Y,OPERATOR
DC-05,SAFE-DC-05-045,2026-08-17T14:56:00,MANUAL_OVERRIDE,DC-05-Z11,CRITICAL,Y,FLEET
DC-05,SAFE-DC-05-046,2026-08-24T08:08:00,SPEED_REDUCTION,DC-05-Z03,MEDIUM,Y,SAFETY_PLC
DC-05,SAFE-DC-05-047,2026-08-20T03:22:00,NEAR_MISS,DC-05-Z01,HIGH,Y,VISION
DC-05,SAFE-DC-05-048,2026-08-21T10:28:00,E_STOP,DC-05-Z11,MEDIUM,N,VISION
DC-05,SAFE-DC-05-049,2026-08-21T23:27:00,SCANNER_FAULT,DC-05-Z05,CRITICAL,Y,FLEET
DC-05,SAFE-DC-05-050,2026-08-26T20:55:00,NEAR_MISS,DC-05-Z10,MEDIUM,Y,SAFETY_PLC
DC-05,SAFE-DC-05-051,2026-08-24T06:13:00,E_STOP,DC-05-Z04,LOW,Y,FLEET
DC-05,SAFE-DC-05-052,2026-08-25T22:27:00,SPEED_REDUCTION,DC-05-Z06,MEDIUM,Y,FLEET
DC-05,SAFE-DC-05-053,2026-08-22T00:12:00,SCANNER_FAULT,DC-05-Z10,CRITICAL,Y,VISION
DC-05,SAFE-DC-05-054,2026-09-02T15:15:00,NEAR_MISS,DC-05-Z01,CRITICAL,Y,OPERATOR
DC-05,SAFE-DC-05-055,2026-08-18T06:07:00,SCANNER_FAULT,DC-05-Z12,CRITICAL,Y,VISION
DC-05,SAFE-DC-05-056,2026-08-28T21:02:00,SCANNER_FAULT,DC-05-Z10,HIGH,Y,VISION
DC-05,SAFE-DC-05-057,2026-08-08T01:56:00,E_STOP,DC-05-Z11,LOW,Y,SAFETY_PLC
DC-05,SAFE-DC-05-058,2026-08-22T05:02:00,SPEED_REDUCTION,DC-05-Z03,CRITICAL,N,OPERATOR
DC-05,SAFE-DC-05-059,2026-08-11T22:45:00,E_STOP,DC-05-Z04,CRITICAL,Y,FLEET
DC-05,SAFE-DC-05-060,2026-08-23T17:04:00,ZONE_BREACH,DC-05-Z05,MEDIUM,Y,SAFETY_PLC
DC-05,SAFE-DC-05-061,2026-09-03T12:54:00,SCANNER_FAULT,DC-05-Z07,CRITICAL,Y,FLEET
DC-05,SAFE-DC-05-062,2026-08-29T03:38:00,SCANNER_FAULT,DC-05-Z10,MEDIUM,Y,SAFETY_PLC
DC-05,SAFE-DC-05-063,2026-08-01T14:47:00,MANUAL_OVERRIDE,DC-05-Z11,MEDIUM,Y,SAFETY_PLC
DC-05,SAFE-DC-05-064,2026-09-04T23:55:00,NEAR_MISS,DC-05-Z02,CRITICAL,Y,OPERATOR
DC-06,SAFE-DC-06-000,2026-08-25T14:50:00,SPEED_REDUCTION,DC-06-Z11,MEDIUM,Y,FLEET
DC-06,SAFE-DC-06-001,2026-09-05T02:33:00,NEAR_MISS,DC-06-Z01,LOW,Y,OPERATOR
DC-06,SAFE-DC-06-002,2026-08-30T17:47:00,MANUAL_OVERRIDE,DC-06-Z12,CRITICAL,Y,SAFETY_PLC
DC-06,SAFE-DC-06-003,2026-08-01T07:45:00,MANUAL_OVERRIDE,DC-06-Z08,LOW,Y,VISION
DC-06,SAFE-DC-06-004,2026-08-21T12:27:00,SPEED_REDUCTION,DC-06-Z08,HIGH,Y,VISION
DC-06,SAFE-DC-06-005,2026-08-19T02:13:00,E_STOP,DC-06-Z02,CRITICAL,Y,SAFETY_PLC
DC-06,SAFE-DC-06-006,2026-08-31T21:44:00,E_STOP,DC-06-Z06,LOW,N,VISION
DC-06,SAFE-DC-06-007,2026-08-10T11:43:00,E_STOP,DC-06-Z02,HIGH,Y,SAFETY_PLC
DC-06,SAFE-DC-06-008,2026-08-12T22:11:00,E_STOP,DC-06-Z02,HIGH,Y,FLEET
DC-06,SAFE-DC-06-009,2026-08-20T13:34:00,E_STOP,DC-06-Z06,MEDIUM,Y,SAFETY_PLC
DC-06,SAFE-DC-06-010,2026-08-21T13:52:00,SPEED_REDUCTION,DC-06-Z12,CRITICAL,Y,FLEET
DC-06,SAFE-DC-06-011,2026-09-03T13:36:00,SCANNER_FAULT,DC-06-Z12,CRITICAL,Y,SAFETY_PLC
DC-06,SAFE-DC-06-012,2026-08-08T15:17:00,ZONE_BREACH,DC-06-Z01,MEDIUM,Y,FLEET
DC-06,SAFE-DC-06-013,2026-08-26T08:42:00,E_STOP,DC-06-Z06,CRITICAL,Y,OPERATOR
DC-06,SAFE-DC-06-014,2026-08-07T03:13:00,E_STOP,DC-06-Z11,MEDIUM,Y,VISION
DC-06,SAFE-DC-06-015,2026-08-24T03:44:00,E_STOP,DC-06-Z07,MEDIUM,N,SAFETY_PLC
DC-06,SAFE-DC-06-016,2026-09-01T06:51:00,ZONE_BREACH,DC-06-Z04,CRITICAL,Y,FLEET
DC-06,SAFE-DC-06-017,2026-08-23T23:03:00,SCANNER_FAULT,DC-06-Z07,CRITICAL,Y,SAFETY_PLC
DC-06,SAFE-DC-06-018,2026-09-02T13:40:00,MANUAL_OVERRIDE,DC-06-Z02,CRITICAL,Y,FLEET
DC-06,SAFE-DC-06-019,2026-08-11T09:42:00,ZONE_BREACH,DC-06-Z09,HIGH,Y,FLEET
DC-06,SAFE-DC-06-020,2026-08-31T21:45:00,E_STOP,DC-06-Z06,HIGH,Y,SAFETY_PLC
DC-06,SAFE-DC-06-021,2026-08-15T18:26:00,SCANNER_FAULT,DC-06-Z05,CRITICAL,N,SAFETY_PLC
DC-06,SAFE-DC-06-022,2026-08-12T12:34:00,NEAR_MISS,DC-06-Z06,LOW,Y,FLEET
DC-06,SAFE-DC-06-023,2026-08-29T07:10:00,E_STOP,DC-06-Z08,HIGH,N,SAFETY_PLC
DC-06,SAFE-DC-06-024,2026-08-05T13:58:00,E_STOP,DC-06-Z01,HIGH,Y,FLEET
DC-06,SAFE-DC-06-025,2026-09-05T01:33:00,SPEED_REDUCTION,DC-06-Z04,CRITICAL,Y,OPERATOR
DC-06,SAFE-DC-06-026,2026-08-21T08:52:00,SPEED_REDUCTION,DC-06-Z05,CRITICAL,Y,SAFETY_PLC
DC-06,SAFE-DC-06-027,2026-08-23T15:28:00,ZONE_BREACH,DC-06-Z11,CRITICAL,Y,OPERATOR
DC-06,SAFE-DC-06-028,2026-08-10T15:02:00,SPEED_REDUCTION,DC-06-Z11,MEDIUM,Y,FLEET
DC-06,SAFE-DC-06-029,2026-09-04T16:23:00,MANUAL_OVERRIDE,DC-06-Z08,MEDIUM,Y,VISION
DC-06,SAFE-DC-06-030,2026-08-13T02:29:00,SPEED_REDUCTION,DC-06-Z04,HIGH,Y,VISION
DC-06,SAFE-DC-06-031,2026-08-05T04:15:00,E_STOP,DC-06-Z11,MEDIUM,Y,FLEET
DC-06,SAFE-DC-06-032,2026-08-12T21:46:00,E_STOP,DC-06-Z08,MEDIUM,Y,SAFETY_PLC
DC-06,SAFE-DC-06-033,2026-08-26T05:40:00,E_STOP,DC-06-Z08,HIGH,Y,OPERATOR
DC-06,SAFE-DC-06-034,2026-08-09T14:50:00,E_STOP,DC-06-Z10,LOW,Y,FLEET
DC-06,SAFE-DC-06-035,2026-08-12T11:09:00,NEAR_MISS,DC-06-Z06,LOW,N,OPERATOR
DC-06,SAFE-DC-06-036,2026-08-25T10:51:00,SPEED_REDUCTION,DC-06-Z03,CRITICAL,Y,SAFETY_PLC
DC-06,SAFE-DC-06-037,2026-08-05T18:12:00,MANUAL_OVERRIDE,DC-06-Z10,CRITICAL,Y,OPERATOR
DC-06,SAFE-DC-06-038,2026-08-13T06:33:00,MANUAL_OVERRIDE,DC-06-Z01,LOW,Y,VISION
DC-06,SAFE-DC-06-039,2026-08-04T03:20:00,SPEED_REDUCTION,DC-06-Z01,LOW,N,VISION
DC-06,SAFE-DC-06-040,2026-08-02T10:43:00,SPEED_REDUCTION,DC-06-Z01,LOW,Y,FLEET
DC-06,SAFE-DC-06-041,2026-08-20T10:46:00,SCANNER_FAULT,DC-06-Z08,HIGH,Y,FLEET
DC-06,SAFE-DC-06-042,2026-08-10T06:33:00,SPEED_REDUCTION,DC-06-Z08,MEDIUM,Y,SAFETY_PLC
DC-06,SAFE-DC-06-043,2026-08-13T16:41:00,SPEED_REDUCTION,DC-06-Z10,MEDIUM,N,VISION
DC-06,SAFE-DC-06-044,2026-08-08T17:41:00,SPEED_REDUCTION,DC-06-Z08,CRITICAL,N,SAFETY_PLC
DC-06,SAFE-DC-06-045,2026-08-15T04:30:00,E_STOP,DC-06-Z07,MEDIUM,Y,VISION
DC-06,SAFE-DC-06-046,2026-08-25T15:34:00,MANUAL_OVERRIDE,DC-06-Z11,MEDIUM,Y,VISION
DC-06,SAFE-DC-06-047,2026-09-03T20:03:00,SCANNER_FAULT,DC-06-Z01,CRITICAL,Y,VISION
DC-06,SAFE-DC-06-048,2026-09-03T08:45:00,E_STOP,DC-06-Z09,CRITICAL,Y,FLEET
DC-06,SAFE-DC-06-049,2026-08-08T03:06:00,ZONE_BREACH,DC-06-Z01,LOW,Y,OPERATOR
DC-06,SAFE-DC-06-050,2026-08-01T13:18:00,SPEED_REDUCTION,DC-06-Z11,HIGH,Y,OPERATOR
DC-06,SAFE-DC-06-051,2026-09-01T11:36:00,ZONE_BREACH,DC-06-Z10,MEDIUM,Y,SAFETY_PLC
DC-06,SAFE-DC-06-052,2026-09-01T04:22:00,SCANNER_FAULT,DC-06-Z07,CRITICAL,Y,SAFETY_PLC
DC-06,SAFE-DC-06-053,2026-09-04T21:31:00,SCANNER_FAULT,DC-06-Z12,MEDIUM,Y,OPERATOR
DC-06,SAFE-DC-06-054,2026-08-13T19:20:00,SPEED_REDUCTION,DC-06-Z08,MEDIUM,Y,FLEET
DC-06,SAFE-DC-06-055,2026-08-28T23:25:00,MANUAL_OVERRIDE,DC-06-Z02,MEDIUM,Y,VISION
DC-06,SAFE-DC-06-056,2026-08-21T17:59:00,SCANNER_FAULT,DC-06-Z04,CRITICAL,Y,SAFETY_PLC
DC-06,SAFE-DC-06-057,2026-08-03T08:28:00,E_STOP,DC-06-Z11,CRITICAL,Y,OPERATOR
DC-06,SAFE-DC-06-058,2026-08-22T14:19:00,NEAR_MISS,DC-06-Z07,LOW,Y,SAFETY_PLC
DC-06,SAFE-DC-06-059,2026-08-28T23:06:00,NEAR_MISS,DC-06-Z12,HIGH,Y,OPERATOR
DC-06,SAFE-DC-06-060,2026-08-03T21:14:00,MANUAL_OVERRIDE,DC-06-Z01,CRITICAL,Y,VISION
DC-06,SAFE-DC-06-061,2026-08-10T18:10:00,E_STOP,DC-06-Z10,HIGH,N,SAFETY_PLC
DC-06,SAFE-DC-06-062,2026-08-25T20:08:00,E_STOP,DC-06-Z06,MEDIUM,N,OPERATOR
DC-06,SAFE-DC-06-063,2026-08-06T01:23:00,MANUAL_OVERRIDE,DC-06-Z08,HIGH,N,SAFETY_PLC
DC-06,SAFE-DC-06-064,2026-08-22T06:38:00,SPEED_REDUCTION,DC-06-Z09,CRITICAL,Y,OPERATOR
DC-07,SAFE-DC-07-000,2026-08-08T09:46:00,SPEED_REDUCTION,DC-07-Z06,LOW,Y,SAFETY_PLC
DC-07,SAFE-DC-07-001,2026-08-30T09:16:00,SPEED_REDUCTION,DC-07-Z09,CRITICAL,Y,VISION
DC-07,SAFE-DC-07-002,2026-08-05T19:55:00,MANUAL_OVERRIDE,DC-07-Z04,MEDIUM,N,SAFETY_PLC
DC-07,SAFE-DC-07-003,2026-08-18T16:44:00,ZONE_BREACH,DC-07-Z06,HIGH,Y,VISION
DC-07,SAFE-DC-07-004,2026-08-20T11:42:00,SPEED_REDUCTION,DC-07-Z03,MEDIUM,N,OPERATOR
DC-07,SAFE-DC-07-005,2026-08-09T10:41:00,SPEED_REDUCTION,DC-07-Z03,LOW,Y,VISION
DC-07,SAFE-DC-07-006,2026-08-25T11:51:00,ZONE_BREACH,DC-07-Z09,LOW,N,VISION
DC-07,SAFE-DC-07-007,2026-08-01T08:31:00,ZONE_BREACH,DC-07-Z02,CRITICAL,N,VISION
DC-07,SAFE-DC-07-008,2026-08-06T13:13:00,SCANNER_FAULT,DC-07-Z02,CRITICAL,N,OPERATOR
DC-07,SAFE-DC-07-009,2026-08-30T14:55:00,E_STOP,DC-07-Z06,HIGH,Y,OPERATOR
DC-07,SAFE-DC-07-010,2026-08-27T13:46:00,MANUAL_OVERRIDE,DC-07-Z04,HIGH,Y,FLEET
DC-07,SAFE-DC-07-011,2026-08-25T15:51:00,SCANNER_FAULT,DC-07-Z09,MEDIUM,Y,VISION
DC-07,SAFE-DC-07-012,2026-08-20T21:26:00,NEAR_MISS,DC-07-Z04,MEDIUM,N,OPERATOR
DC-07,SAFE-DC-07-013,2026-08-25T16:11:00,SCANNER_FAULT,DC-07-Z06,LOW,Y,FLEET
DC-07,SAFE-DC-07-014,2026-08-31T11:33:00,MANUAL_OVERRIDE,DC-07-Z10,MEDIUM,Y,FLEET
DC-07,SAFE-DC-07-015,2026-09-04T22:20:00,SPEED_REDUCTION,DC-07-Z10,HIGH,Y,VISION
DC-07,SAFE-DC-07-016,2026-08-24T13:56:00,ZONE_BREACH,DC-07-Z05,HIGH,N,OPERATOR
DC-07,SAFE-DC-07-017,2026-08-24T21:15:00,NEAR_MISS,DC-07-Z01,CRITICAL,Y,OPERATOR
DC-07,SAFE-DC-07-018,2026-08-29T19:14:00,SCANNER_FAULT,DC-07-Z12,HIGH,Y,SAFETY_PLC
DC-07,SAFE-DC-07-019,2026-08-22T11:59:00,MANUAL_OVERRIDE,DC-07-Z07,CRITICAL,Y,VISION
DC-07,SAFE-DC-07-020,2026-09-04T10:48:00,E_STOP,DC-07-Z08,MEDIUM,Y,SAFETY_PLC
DC-07,SAFE-DC-07-021,2026-08-01T17:27:00,MANUAL_OVERRIDE,DC-07-Z06,HIGH,Y,OPERATOR
DC-07,SAFE-DC-07-022,2026-08-07T00:16:00,E_STOP,DC-07-Z06,MEDIUM,Y,OPERATOR
DC-07,SAFE-DC-07-023,2026-08-06T13:45:00,SCANNER_FAULT,DC-07-Z11,CRITICAL,Y,FLEET
DC-07,SAFE-DC-07-024,2026-08-16T22:50:00,E_STOP,DC-07-Z03,HIGH,Y,VISION
DC-07,SAFE-DC-07-025,2026-08-22T13:46:00,SCANNER_FAULT,DC-07-Z06,CRITICAL,Y,OPERATOR
DC-07,SAFE-DC-07-026,2026-08-05T22:43:00,NEAR_MISS,DC-07-Z09,CRITICAL,Y,FLEET
DC-07,SAFE-DC-07-027,2026-08-28T13:39:00,NEAR_MISS,DC-07-Z01,MEDIUM,N,SAFETY_PLC
DC-07,SAFE-DC-07-028,2026-08-29T22:14:00,SPEED_REDUCTION,DC-07-Z03,HIGH,Y,FLEET
DC-07,SAFE-DC-07-029,2026-08-09T19:34:00,MANUAL_OVERRIDE,DC-07-Z10,CRITICAL,Y,SAFETY_PLC
DC-07,SAFE-DC-07-030,2026-08-24T20:21:00,SCANNER_FAULT,DC-07-Z11,CRITICAL,Y,VISION
DC-07,SAFE-DC-07-031,2026-08-03T17:16:00,SPEED_REDUCTION,DC-07-Z01,HIGH,Y,SAFETY_PLC
DC-07,SAFE-DC-07-032,2026-08-21T12:47:00,NEAR_MISS,DC-07-Z02,CRITICAL,Y,SAFETY_PLC
DC-07,SAFE-DC-07-033,2026-08-15T00:34:00,SPEED_REDUCTION,DC-07-Z05,MEDIUM,Y,VISION
DC-07,SAFE-DC-07-034,2026-08-22T06:46:00,SCANNER_FAULT,DC-07-Z12,LOW,Y,VISION
DC-07,SAFE-DC-07-035,2026-08-15T09:28:00,ZONE_BREACH,DC-07-Z09,LOW,Y,SAFETY_PLC
DC-07,SAFE-DC-07-036,2026-08-11T15:53:00,MANUAL_OVERRIDE,DC-07-Z12,LOW,Y,OPERATOR
DC-07,SAFE-DC-07-037,2026-08-13T12:31:00,MANUAL_OVERRIDE,DC-07-Z01,MEDIUM,N,VISION
DC-07,SAFE-DC-07-038,2026-09-01T01:06:00,SPEED_REDUCTION,DC-07-Z02,MEDIUM,Y,SAFETY_PLC
DC-07,SAFE-DC-07-039,2026-08-17T12:35:00,SPEED_REDUCTION,DC-07-Z04,MEDIUM,Y,OPERATOR
DC-07,SAFE-DC-07-040,2026-08-20T23:13:00,SCANNER_FAULT,DC-07-Z07,HIGH,Y,OPERATOR
DC-07,SAFE-DC-07-041,2026-08-22T01:14:00,SPEED_REDUCTION,DC-07-Z06,LOW,Y,OPERATOR
