robot_id,warehouse_id,event_time,ingest_time,zone,battery_soc,speed_mps,localization_confidence,telemetry_quality
RBT-0136,DC-04,2026-08-05T07:24:00,2026-08-05T07:25:27,DC-04-Z06,12,1.77,0.774,GOOD
RBT-0137,DC-04,2026-08-03T06:00:00,2026-08-03T06:01:22,DC-04-Z06,29,1.34,0.981,GOOD
RBT-0137,DC-04,2026-08-03T06:05:00,2026-08-03T06:05:48,DC-04-Z07,30,1.52,0.846,GOOD
RBT-0137,DC-04,2026-08-03T06:09:00,2026-08-03T06:09:07,DC-04-Z07,31,0.87,0.964,GOOD
RBT-0137,DC-04,2026-08-03T06:14:00,2026-08-03T06:15:39,DC-04-Z09,32,1.48,0.877,GOOD
RBT-0137,DC-04,2026-08-03T06:20:00,2026-08-03T06:20:59,DC-04-Z12,31,1.42,0.936,GOOD
RBT-0137,DC-04,2026-08-03T06:26:00,2026-08-03T06:26:45,DC-04-Z10,30,1.59,0.992,GOOD
RBT-0137,DC-04,2026-08-03T06:30:00,2026-08-03T06:30:47,DC-04-Z03,30,1.54,0.884,GOOD
RBT-0137,DC-04,2026-08-03T06:36:00,2026-08-03T06:36:46,DC-04-Z11,29,1.72,0.943,STALE
RBT-0137,DC-04,2026-08-03T06:41:00,2026-08-03T06:41:14,DC-04-Z01,30,1.17,0.692,GOOD
RBT-0137,DC-04,2026-08-03T06:44:00,2026-08-03T06:44:48,DC-04-Z06,28,0.43,0.717,GOOD
RBT-0137,DC-04,2026-08-03T06:50:00,2026-08-03T06:51:35,DC-04-Z12,30,0.79,0.996,GOOD
RBT-0137,DC-04,2026-08-03T06:56:00,2026-08-03T06:57:29,DC-04-Z07,30,0.85,0.838,GOOD
RBT-0137,DC-04,2026-08-03T07:01:00,2026-08-03T07:02:05,DC-04-Z12,29,1.47,0.858,GOOD
RBT-0137,DC-04,2026-08-03T07:04:00,2026-08-03T07:05:09,DC-04-Z03,29,1.95,0.933,GOOD
RBT-0137,DC-04,2026-08-03T07:11:00,2026-08-03T07:11:29,DC-04-Z10,26,1.3,0.802,GOOD
RBT-0137,DC-04,2026-08-03T07:15:00,2026-08-03T07:16:04,DC-04-Z12,27,1.2,0.744,GOOD
RBT-0137,DC-04,2026-08-03T07:20:00,2026-08-03T07:20:23,DC-04-Z09,26,1.24,0.749,GOOD
RBT-0137,DC-04,2026-08-03T07:25:00,2026-08-03T07:26:07,DC-04-Z01,25,0.7,0.769,GOOD
RBT-0138,DC-04,2026-08-05T06:01:00,2026-08-05T06:01:33,DC-04-Z08,83,1.07,0.975,STALE
RBT-0138,DC-04,2026-08-05T06:04:00,2026-08-05T06:04:49,DC-04-Z11,80,0.95,0.952,GOOD
RBT-0138,DC-04,2026-08-05T06:09:00,2026-08-05T06:09:58,DC-04-Z09,84,0.66,0.982,GOOD
RBT-0138,DC-04,2026-08-05T06:14:00,2026-08-05T06:14:31,DC-04-Z08,81,1.55,0.904,GOOD
RBT-0138,DC-04,2026-08-05T06:20:00,2026-08-05T06:20:39,DC-04-Z01,81,1.03,0.822,UNCERTAIN
RBT-0138,DC-04,2026-08-05T06:24:00,2026-08-05T06:25:08,DC-04-Z07,79,1.18,0.923,UNCERTAIN
RBT-0138,DC-04,2026-08-05T06:31:00,2026-08-05T06:31:14,DC-04-Z06,80,1.4,0.872,UNCERTAIN
RBT-0138,DC-04,2026-08-05T06:35:00,2026-08-05T06:35:05,DC-04-Z09,82,0.53,0.984,GOOD
RBT-0138,DC-04,2026-08-05T06:40:00,2026-08-05T06:41:30,DC-04-Z07,80,1.25,0.741,GOOD
RBT-0138,DC-04,2026-08-05T06:45:00,2026-08-05T06:45:00,DC-04-Z12,80,1.08,0.796,GOOD
RBT-0138,DC-04,2026-08-05T06:49:00,2026-08-05T06:49:53,DC-04-Z12,78,1.34,0.915,STALE
RBT-0138,DC-04,2026-08-05T06:55:00,2026-08-05T06:55:15,DC-04-Z03,81,0.7,0.919,GOOD
RBT-0138,DC-04,2026-08-05T07:00:00,2026-08-05T07:00:59,DC-04-Z05,81,0.61,0.685,UNCERTAIN
RBT-0138,DC-04,2026-08-05T07:06:00,2026-08-05T07:07:26,DC-04-Z02,80,0.99,0.917,GOOD
RBT-0138,DC-04,2026-08-05T07:11:00,2026-08-05T07:11:35,DC-04-Z10,77,1.42,0.879,GOOD
RBT-0138,DC-04,2026-08-05T07:16:00,2026-08-05T07:16:38,DC-04-Z11,78,0.86,0.878,GOOD
RBT-0138,DC-04,2026-08-05T07:19:00,2026-08-05T07:20:10,DC-04-Z03,79,0.95,0.855,GOOD
RBT-0138,DC-04,2026-08-05T07:26:00,2026-08-05T07:26:31,DC-04-Z09,80,1.22,0.778,UNCERTAIN
RBT-0139,DC-04,2026-08-26T05:59:00,2026-08-26T05:59:22,DC-04-Z12,91,1.76,0.783,GOOD
RBT-0139,DC-04,2026-08-26T06:06:00,2026-08-26T06:06:10,DC-04-Z05,94,1.15,0.682,UNCERTAIN
RBT-0139,DC-04,2026-08-26T06:09:00,2026-08-26T06:10:29,DC-04-Z05,91,1.03,0.801,GOOD
RBT-0139,DC-04,2026-08-26T06:15:00,2026-08-26T06:16:31,DC-04-Z07,91,1.61,0.772,GOOD
RBT-0139,DC-04,2026-08-26T06:19:00,2026-08-26T06:20:28,DC-04-Z10,89,0.27,0.851,GOOD
RBT-0139,DC-04,2026-08-26T06:26:00,2026-08-26T06:27:26,DC-04-Z12,90,1.33,0.718,GOOD
RBT-0139,DC-04,2026-08-26T06:29:00,2026-08-26T06:29:37,DC-04-Z05,92,0.55,0.896,GOOD
RBT-0139,DC-04,2026-08-26T06:36:00,2026-08-26T06:37:22,DC-04-Z02,89,2.27,0.963,GOOD
RBT-0139,DC-04,2026-08-26T06:40:00,2026-08-26T06:40:01,DC-04-Z08,92,0.5,0.888,GOOD
RBT-0139,DC-04,2026-08-26T06:46:00,2026-08-26T06:46:59,DC-04-Z01,88,0.93,0.715,GOOD
RBT-0139,DC-04,2026-08-26T06:49:00,2026-08-26T06:49:55,DC-04-Z08,91,1.4,0.704,GOOD
RBT-0139,DC-04,2026-08-26T06:56:00,2026-08-26T06:56:51,DC-04-Z09,92,1.44,0.935,GOOD
RBT-0139,DC-04,2026-08-26T06:59:00,2026-08-26T07:00:10,DC-04-Z10,90,0.79,0.848,GOOD
RBT-0139,DC-04,2026-08-26T07:05:00,2026-08-26T07:05:21,DC-04-Z03,90,1.19,0.871,STALE
RBT-0139,DC-04,2026-08-26T07:10:00,2026-08-26T07:10:32,DC-04-Z04,88,1.3,0.973,GOOD
RBT-0139,DC-04,2026-08-26T07:14:00,2026-08-26T07:15:36,DC-04-Z03,90,0.49,0.725,GOOD
RBT-0139,DC-04,2026-08-26T07:20:00,2026-08-26T07:20:14,DC-04-Z04,90,1.82,0.849,GOOD
RBT-0139,DC-04,2026-08-26T07:24:00,2026-08-26T07:24:28,DC-04-Z09,87,1.12,0.716,GOOD
RBT-0140,DC-04,2026-08-04T06:00:00,2026-08-04T06:00:19,DC-04-Z06,74,1.04,0.881,GOOD
RBT-0140,DC-04,2026-08-04T06:06:00,2026-08-04T06:06:30,DC-04-Z10,74,1.68,0.935,GOOD
RBT-0140,DC-04,2026-08-04T06:09:00,2026-08-04T06:09:56,DC-04-Z05,74,1.31,0.85,GOOD
RBT-0140,DC-04,2026-08-04T06:14:00,2026-08-04T06:14:03,DC-04-Z05,74,1.52,0.906,GOOD
RBT-0140,DC-04,2026-08-04T06:19:00,2026-08-04T06:19:14,DC-04-Z05,69,0.89,0.854,GOOD
RBT-0140,DC-04,2026-08-04T06:26:00,2026-08-04T06:26:07,DC-04-Z08,69,1.59,0.782,GOOD
RBT-0140,DC-04,2026-08-04T06:29:00,2026-08-04T06:30:20,DC-04-Z12,71,1.71,0.926,GOOD
RBT-0140,DC-04,2026-08-04T06:35:00,2026-08-04T06:36:25,DC-04-Z04,69,1.51,0.877,GOOD
RBT-0140,DC-04,2026-08-04T06:41:00,2026-08-04T06:41:14,DC-04-Z06,71,1.38,0.934,GOOD
RBT-0140,DC-04,2026-08-04T06:46:00,2026-08-04T06:46:36,DC-04-Z04,70,1.98,0.808,GOOD
RBT-0140,DC-04,2026-08-04T06:49:00,2026-08-04T06:49:01,DC-04-Z04,71,1.55,0.875,GOOD
RBT-0140,DC-04,2026-08-04T06:56:00,2026-08-04T06:56:54,DC-04-Z12,71,1.4,0.939,GOOD
RBT-0140,DC-04,2026-08-04T07:01:00,2026-08-04T07:02:21,DC-04-Z02,67,1.01,0.827,GOOD
RBT-0140,DC-04,2026-08-04T07:06:00,2026-08-04T07:07:31,DC-04-Z10,69,0.25,0.725,GOOD
RBT-0140,DC-04,2026-08-04T07:10:00,2026-08-04T07:10:12,DC-04-Z01,70,0.92,0.739,STALE
RBT-0140,DC-04,2026-08-04T07:16:00,2026-08-04T07:16:16,DC-04-Z03,69,0.93,0.957,GOOD
RBT-0140,DC-04,2026-08-04T07:20:00,2026-08-04T07:21:40,DC-04-Z12,70,1.57,0.716,UNCERTAIN
RBT-0140,DC-04,2026-08-04T07:26:00,2026-08-04T07:26:08,DC-04-Z04,70,1.67,0.987,GOOD
RBT-0141,DC-04,2026-08-21T06:00:00,2026-08-21T06:00:18,DC-04-Z05,97,1.25,0.745,UNCERTAIN
RBT-0141,DC-04,2026-08-21T06:06:00,2026-08-21T06:07:27,DC-04-Z04,95,0.92,0.907,GOOD
RBT-0141,DC-04,2026-08-21T06:11:00,2026-08-21T06:11:16,DC-04-Z09,93,1.18,0.957,GOOD
RBT-0141,DC-04,2026-08-21T06:14:00,2026-08-21T06:14:34,DC-04-Z01,95,1.27,0.987,GOOD
RBT-0141,DC-04,2026-08-21T06:20:00,2026-08-21T06:21:00,DC-04-Z09,96,0.91,0.848,GOOD
RBT-0141,DC-04,2026-08-21T06:24:00,2026-08-21T06:25:40,DC-04-Z07,96,1.52,0.844,UNCERTAIN
RBT-0141,DC-04,2026-08-21T06:29:00,2026-08-21T06:29:19,DC-04-Z01,93,1.32,0.686,GOOD
RBT-0141,DC-04,2026-08-21T06:36:00,2026-08-21T06:36:37,DC-04-Z02,96,1.04,0.722,GOOD
RBT-0141,DC-04,2026-08-21T06:41:00,2026-08-21T06:42:27,DC-04-Z07,94,0.77,0.877,GOOD
RBT-0141,DC-04,2026-08-21T06:44:00,2026-08-21T06:44:58,DC-04-Z11,95,1.93,0.931,GOOD
RBT-0141,DC-04,2026-08-21T06:51:00,2026-08-21T06:51:54,DC-04-Z04,95,1.41,0.734,GOOD
RBT-0141,DC-04,2026-08-21T06:55:00,2026-08-21T06:56:30,DC-04-Z11,93,0.93,0.816,GOOD
RBT-0141,DC-04,2026-08-21T07:00:00,2026-08-21T07:00:48,DC-04-Z10,94,0.91,0.865,GOOD
RBT-0141,DC-04,2026-08-21T07:06:00,2026-08-21T07:06:20,DC-04-Z05,90,1.59,0.965,GOOD
RBT-0141,DC-04,2026-08-21T07:10:00,2026-08-21T07:10:27,DC-04-Z04,93,0.72,0.684,GOOD
RBT-0141,DC-04,2026-08-21T07:15:00,2026-08-21T07:16:29,DC-04-Z08,91,1.56,0.743,GOOD
RBT-0141,DC-04,2026-08-21T07:19:00,2026-08-21T07:19:43,DC-04-Z07,90,0.32,0.749,GOOD
RBT-0141,DC-04,2026-08-21T07:24:00,2026-08-21T07:24:23,DC-04-Z05,90,1.16,0.791,UNCERTAIN
RBT-0142,DC-04,2026-08-05T06:01:00,2026-08-05T06:02:24,DC-04-Z07,63,1.33,0.833,UNCERTAIN
RBT-0142,DC-04,2026-08-05T06:04:00,2026-08-05T06:04:33,DC-04-Z08,64,1.33,0.821,GOOD
RBT-0142,DC-04,2026-08-05T06:10:00,2026-08-05T06:10:35,DC-04-Z11,65,0.44,0.852,GOOD
RBT-0142,DC-04,2026-08-05T06:14:00,2026-08-05T06:14:52,DC-04-Z05,63,1.47,0.903,UNCERTAIN
RBT-0142,DC-04,2026-08-05T06:20:00,2026-08-05T06:20:02,DC-04-Z08,61,0.78,0.798,GOOD
RBT-0142,DC-04,2026-08-05T06:25:00,2026-08-05T06:25:06,DC-04-Z06,60,1.04,0.792,GOOD
RBT-0142,DC-04,2026-08-05T06:29:00,2026-08-05T06:29:01,DC-04-Z02,60,1.21,0.892,GOOD
RBT-0142,DC-04,2026-08-05T06:35:00,2026-08-05T06:35:18,DC-04-Z06,64,0.63,0.808,GOOD
RBT-0142,DC-04,2026-08-05T06:41:00,2026-08-05T06:42:19,DC-04-Z01,60,1.07,0.846,UNCERTAIN
RBT-0142,DC-04,2026-08-05T06:46:00,2026-08-05T06:46:19,DC-04-Z03,62,1.66,0.967,GOOD
RBT-0142,DC-04,2026-08-05T06:49:00,2026-08-05T06:49:38,DC-04-Z03,60,1.03,0.866,GOOD
RBT-0142,DC-04,2026-08-05T06:56:00,2026-08-05T06:56:13,DC-04-Z09,61,0.45,0.833,UNCERTAIN
RBT-0142,DC-04,2026-08-05T07:01:00,2026-08-05T07:02:39,DC-04-Z10,59,0.46,0.84,GOOD
RBT-0142,DC-04,2026-08-05T07:06:00,2026-08-05T07:06:25,DC-04-Z03,60,1.0,0.901,GOOD
RBT-0142,DC-04,2026-08-05T07:11:00,2026-08-05T07:11:35,DC-04-Z12,61,1.28,0.876,GOOD
RBT-0142,DC-04,2026-08-05T07:15:00,2026-08-05T07:15:26,DC-04-Z02,61,0.67,0.688,UNCERTAIN
RBT-0142,DC-04,2026-08-05T07:21:00,2026-08-05T07:22:34,DC-04-Z06,58,0.87,0.846,UNCERTAIN
RBT-0142,DC-04,2026-08-05T07:24:00,2026-08-05T07:24:55,DC-04-Z12,61,0.55,0.708,GOOD
RBT-0143,DC-04,2026-08-20T06:01:00,2026-08-20T06:02:27,DC-04-Z07,47,0.42,0.975,STALE
RBT-0143,DC-04,2026-08-20T06:05:00,2026-08-20T06:06:26,DC-04-Z11,51,1.29,0.991,GOOD
RBT-0143,DC-04,2026-08-20T06:11:00,2026-08-20T06:11:44,DC-04-Z08,49,2.01,0.69,GOOD
RBT-0143,DC-04,2026-08-20T06:15:00,2026-08-20T06:15:20,DC-04-Z05,49,1.04,0.915,GOOD
RBT-0143,DC-04,2026-08-20T06:21:00,2026-08-20T06:21:56,DC-04-Z08,46,0.61,0.686,GOOD
RBT-0143,DC-04,2026-08-20T06:24:00,2026-08-20T06:25:30,DC-04-Z07,49,1.21,0.78,GOOD
RBT-0143,DC-04,2026-08-20T06:30:00,2026-08-20T06:31:11,DC-04-Z07,47,1.63,0.737,GOOD
RBT-0143,DC-04,2026-08-20T06:36:00,2026-08-20T06:36:58,DC-04-Z08,50,1.37,0.772,GOOD
RBT-0143,DC-04,2026-08-20T06:40:00,2026-08-20T06:41:12,DC-04-Z08,48,1.35,0.931,GOOD
RBT-0143,DC-04,2026-08-20T06:46:00,2026-08-20T06:46:44,DC-04-Z03,48,0.5,0.694,GOOD
RBT-0143,DC-04,2026-08-20T06:49:00,2026-08-20T06:50:15,DC-04-Z12,48,2.3,0.694,GOOD
RBT-0143,DC-04,2026-08-20T06:54:00,2026-08-20T06:55:08,DC-04-Z03,49,1.33,0.747,GOOD
RBT-0143,DC-04,2026-08-20T06:59:00,2026-08-20T06:59:16,DC-04-Z08,46,0.81,0.77,GOOD
RBT-0143,DC-04,2026-08-20T07:05:00,2026-08-20T07:05:33,DC-04-Z08,45,0.55,0.686,GOOD
RBT-0143,DC-04,2026-08-20T07:09:00,2026-08-20T07:10:24,DC-04-Z02,46,1.13,0.747,GOOD
RBT-0143,DC-04,2026-08-20T07:15:00,2026-08-20T07:16:06,DC-04-Z11,46,1.55,0.694,GOOD
RBT-0143,DC-04,2026-08-20T07:20:00,2026-08-20T07:21:39,DC-04-Z03,45,0.58,0.938,GOOD
RBT-0143,DC-04,2026-08-20T07:26:00,2026-08-20T07:26:06,DC-04-Z03,45,0.62,0.988,GOOD
RBT-0144,DC-04,2026-08-29T06:00:00,2026-08-29T06:00:58,DC-04-Z04,13,1.63,0.686,GOOD
RBT-0144,DC-04,2026-08-29T06:05:00,2026-08-29T06:05:30,DC-04-Z06,16,1.37,0.807,GOOD
RBT-0144,DC-04,2026-08-29T06:11:00,2026-08-29T06:11:50,DC-04-Z11,13,1.15,0.797,GOOD
RBT-0144,DC-04,2026-08-29T06:15:00,2026-08-29T06:15:22,DC-04-Z07,17,1.14,0.72,GOOD
RBT-0144,DC-04,2026-08-29T06:20:00,2026-08-29T06:20:11,DC-04-Z06,16,0.73,0.765,GOOD
RBT-0144,DC-04,2026-08-29T06:26:00,2026-08-29T06:26:19,DC-04-Z01,13,1.46,0.787,GOOD
RBT-0144,DC-04,2026-08-29T06:29:00,2026-08-29T06:30:05,DC-04-Z12,13,1.09,0.863,GOOD
RBT-0144,DC-04,2026-08-29T06:35:00,2026-08-29T06:35:46,DC-04-Z01,12,1.12,0.775,GOOD
RBT-0144,DC-04,2026-08-29T06:41:00,2026-08-29T06:41:14,DC-04-Z09,12,0.71,0.817,GOOD
RBT-0144,DC-04,2026-08-29T06:45:00,2026-08-29T06:45:28,DC-04-Z04,15,0.87,0.722,GOOD
RBT-0144,DC-04,2026-08-29T06:51:00,2026-08-29T06:51:56,DC-04-Z04,11,1.18,0.736,GOOD
RBT-0144,DC-04,2026-08-29T06:55:00,2026-08-29T06:56:19,DC-04-Z10,13,0.9,0.773,GOOD
RBT-0144,DC-04,2026-08-29T07:01:00,2026-08-29T07:01:10,DC-04-Z02,12,1.83,0.723,GOOD
RBT-0144,DC-04,2026-08-29T07:06:00,2026-08-29T07:06:58,DC-04-Z04,14,1.89,0.789,GOOD
RBT-0144,DC-04,2026-08-29T07:09:00,2026-08-29T07:09:12,DC-04-Z10,12,0.57,0.881,GOOD
RBT-0144,DC-04,2026-08-29T07:14:00,2026-08-29T07:14:34,DC-04-Z06,13,0.58,0.751,GOOD
RBT-0144,DC-04,2026-08-29T07:19:00,2026-08-29T07:19:33,DC-04-Z08,10,1.09,0.687,UNCERTAIN
RBT-0144,DC-04,2026-08-29T07:24:00,2026-08-29T07:25:40,DC-04-Z04,12,0.76,0.709,GOOD
RBT-0145,DC-04,2026-08-29T06:01:00,2026-08-29T06:01:30,DC-04-Z10,88,1.67,0.997,GOOD
RBT-0145,DC-04,2026-08-29T06:05:00,2026-08-29T06:06:20,DC-04-Z02,84,1.93,0.722,STALE
RBT-0145,DC-04,2026-08-29T06:10:00,2026-08-29T06:11:40,DC-04-Z09,88,0.59,0.781,UNCERTAIN
RBT-0145,DC-04,2026-08-29T06:14:00,2026-08-29T06:14:40,DC-04-Z03,88,1.4,0.882,GOOD
RBT-0145,DC-04,2026-08-29T06:21:00,2026-08-29T06:21:05,DC-04-Z07,86,0.98,0.775,GOOD
RBT-0145,DC-04,2026-08-29T06:24:00,2026-08-29T06:24:44,DC-04-Z01,85,0.56,0.685,GOOD
RBT-0145,DC-04,2026-08-29T06:29:00,2026-08-29T06:30:34,DC-04-Z11,87,0.51,0.914,STALE
RBT-0145,DC-04,2026-08-29T06:35:00,2026-08-29T06:36:04,DC-04-Z05,84,2.09,0.992,GOOD
RBT-0145,DC-04,2026-08-29T06:39:00,2026-08-29T06:39:25,DC-04-Z04,84,0.44,0.929,UNCERTAIN
RBT-0145,DC-04,2026-08-29T06:46:00,2026-08-29T06:46:43,DC-04-Z11,85,1.36,0.833,GOOD
RBT-0145,DC-04,2026-08-29T06:50:00,2026-08-29T06:51:17,DC-04-Z05,86,1.11,0.748,GOOD
RBT-0145,DC-04,2026-08-29T06:54:00,2026-08-29T06:55:04,DC-04-Z12,83,0.5,0.694,GOOD
RBT-0145,DC-04,2026-08-29T07:01:00,2026-08-29T07:01:04,DC-04-Z03,85,1.55,0.805,GOOD
RBT-0145,DC-04,2026-08-29T07:04:00,2026-08-29T07:05:12,DC-04-Z05,81,1.48,0.74,GOOD
RBT-0145,DC-04,2026-08-29T07:09:00,2026-08-29T07:09:28,DC-04-Z03,83,1.11,0.968,UNCERTAIN
RBT-0145,DC-04,2026-08-29T07:15:00,2026-08-29T07:15:21,DC-04-Z01,84,0.51,0.853,UNCERTAIN
RBT-0145,DC-04,2026-08-29T07:21:00,2026-08-29T07:22:19,DC-04-Z08,83,0.36,0.846,GOOD
RBT-0145,DC-04,2026-08-29T07:25:00,2026-08-29T07:26:10,DC-04-Z03,82,1.4,0.721,GOOD
RBT-0146,DC-04,2026-08-06T06:01:00,2026-08-06T06:01:44,DC-04-Z04,57,1.47,0.919,GOOD
RBT-0146,DC-04,2026-08-06T06:06:00,2026-08-06T06:07:03,DC-04-Z10,57,2.21,0.807,GOOD
RBT-0146,DC-04,2026-08-06T06:09:00,2026-08-06T06:09:53,DC-04-Z07,56,1.25,0.956,UNCERTAIN
RBT-0146,DC-04,2026-08-06T06:16:00,2026-08-06T06:16:57,DC-04-Z11,57,0.39,0.996,GOOD
RBT-0146,DC-04,2026-08-06T06:21:00,2026-08-06T06:22:05,DC-04-Z08,57,1.49,0.869,STALE
RBT-0146,DC-04,2026-08-06T06:25:00,2026-08-06T06:25:06,DC-04-Z09,56,0.96,0.809,GOOD
RBT-0146,DC-04,2026-08-06T06:29:00,2026-08-06T06:29:14,DC-04-Z11,57,1.83,0.971,GOOD
RBT-0146,DC-04,2026-08-06T06:34:00,2026-08-06T06:35:32,DC-04-Z11,56,1.5,0.838,UNCERTAIN
RBT-0146,DC-04,2026-08-06T06:40:00,2026-08-06T06:41:10,DC-04-Z09,55,1.85,0.864,UNCERTAIN
RBT-0146,DC-04,2026-08-06T06:45:00,2026-08-06T06:46:35,DC-04-Z12,54,1.9,0.994,GOOD
RBT-0146,DC-04,2026-08-06T06:49:00,2026-08-06T06:50:08,DC-04-Z10,53,1.56,0.844,GOOD
RBT-0146,DC-04,2026-08-06T06:56:00,2026-08-06T06:56:50,DC-04-Z12,56,2.17,0.713,GOOD
RBT-0146,DC-04,2026-08-06T07:00:00,2026-08-06T07:00:06,DC-04-Z12,54,0.79,0.988,GOOD
RBT-0146,DC-04,2026-08-06T07:04:00,2026-08-06T07:05:10,DC-04-Z09,54,1.38,0.988,GOOD
RBT-0146,DC-04,2026-08-06T07:09:00,2026-08-06T07:10:26,DC-04-Z05,54,0.7,0.975,GOOD
RBT-0146,DC-04,2026-08-06T07:14:00,2026-08-06T07:14:19,DC-04-Z01,56,1.91,0.893,STALE
RBT-0146,DC-04,2026-08-06T07:19:00,2026-08-06T07:19:53,DC-04-Z12,53,1.16,0.92,GOOD
RBT-0146,DC-04,2026-08-06T07:25:00,2026-08-06T07:26:14,DC-04-Z02,52,1.33,0.84,GOOD
RBT-0147,DC-04,2026-08-08T06:01:00,2026-08-08T06:02:19,DC-04-Z03,66,1.06,0.995,GOOD
RBT-0147,DC-04,2026-08-08T06:04:00,2026-08-08T06:04:36,DC-04-Z07,66,1.33,0.789,GOOD
RBT-0147,DC-04,2026-08-08T06:09:00,2026-08-08T06:10:17,DC-04-Z03,68,0.69,0.888,STALE
RBT-0147,DC-04,2026-08-08T06:14:00,2026-08-08T06:14:10,DC-04-Z11,65,1.24,0.77,UNCERTAIN
RBT-0147,DC-04,2026-08-08T06:20:00,2026-08-08T06:21:25,DC-04-Z04,67,1.48,0.811,GOOD
RBT-0147,DC-04,2026-08-08T06:26:00,2026-08-08T06:26:38,DC-04-Z05,64,1.6,0.807,GOOD
RBT-0147,DC-04,2026-08-08T06:30:00,2026-08-08T06:30:57,DC-04-Z05,66,1.27,0.956,GOOD
RBT-0147,DC-04,2026-08-08T06:35:00,2026-08-08T06:35:55,DC-04-Z05,64,1.2,0.963,GOOD
RBT-0147,DC-04,2026-08-08T06:39:00,2026-08-08T06:40:20,DC-04-Z02,65,0.95,0.704,GOOD
RBT-0147,DC-04,2026-08-08T06:46:00,2026-08-08T06:47:07,DC-04-Z05,63,1.36,0.764,STALE
RBT-0147,DC-04,2026-08-08T06:49:00,2026-08-08T06:50:23,DC-04-Z04,63,0.88,0.935,GOOD
RBT-0147,DC-04,2026-08-08T06:55:00,2026-08-08T06:56:18,DC-04-Z06,66,1.38,0.988,GOOD
RBT-0147,DC-04,2026-08-08T06:59:00,2026-08-08T06:59:12,DC-04-Z02,64,0.76,0.798,GOOD
RBT-0147,DC-04,2026-08-08T07:05:00,2026-08-08T07:05:47,DC-04-Z03,64,1.34,0.748,GOOD
RBT-0147,DC-04,2026-08-08T07:10:00,2026-08-08T07:10:29,DC-04-Z09,66,1.21,0.869,GOOD
RBT-0147,DC-04,2026-08-08T07:15:00,2026-08-08T07:15:01,DC-04-Z07,65,1.49,0.753,GOOD
RBT-0147,DC-04,2026-08-08T07:19:00,2026-08-08T07:19:58,DC-04-Z04,61,1.2,0.954,GOOD
RBT-0147,DC-04,2026-08-08T07:25:00,2026-08-08T07:25:51,DC-04-Z05,61,1.73,0.995,GOOD
RBT-0148,DC-04,2026-08-09T05:59:00,2026-08-09T05:59:15,DC-04-Z10,73,0,0.869,GOOD
RBT-0148,DC-04,2026-08-09T06:05:00,2026-08-09T06:05:17,DC-04-Z07,73,1.12,0.774,GOOD
RBT-0148,DC-04,2026-08-09T06:09:00,2026-08-09T06:10:25,DC-04-Z05,71,1.17,0.73,GOOD
RBT-0148,DC-04,2026-08-09T06:15:00,2026-08-09T06:16:03,DC-04-Z09,72,1.45,0.682,GOOD
RBT-0148,DC-04,2026-08-09T06:19:00,2026-08-09T06:19:13,DC-04-Z04,73,1.3,0.757,GOOD
RBT-0148,DC-04,2026-08-09T06:24:00,2026-08-09T06:25:22,DC-04-Z07,71,0.87,0.839,GOOD
RBT-0148,DC-04,2026-08-09T06:31:00,2026-08-09T06:32:28,DC-04-Z06,70,1.75,0.715,STALE
RBT-0148,DC-04,2026-08-09T06:36:00,2026-08-09T06:36:47,DC-04-Z04,72,1.11,0.782,GOOD
RBT-0148,DC-04,2026-08-09T06:39:00,2026-08-09T06:39:51,DC-04-Z10,72,1.3,0.911,GOOD
RBT-0148,DC-04,2026-08-09T06:45:00,2026-08-09T06:45:46,DC-04-Z05,72,1.22,0.705,GOOD
RBT-0148,DC-04,2026-08-09T06:49:00,2026-08-09T06:50:24,DC-04-Z07,70,0.27,0.85,GOOD
RBT-0148,DC-04,2026-08-09T06:56:00,2026-08-09T06:56:51,DC-04-Z03,69,1.32,0.786,GOOD
RBT-0148,DC-04,2026-08-09T07:01:00,2026-08-09T07:01:28,DC-04-Z02,72,1.79,0.732,GOOD
RBT-0148,DC-04,2026-08-09T07:06:00,2026-08-09T07:07:33,DC-04-Z07,69,1.19,0.982,GOOD
RBT-0148,DC-04,2026-08-09T07:11:00,2026-08-09T07:12:18,DC-04-Z04,72,2.21,0.909,GOOD
RBT-0148,DC-04,2026-08-09T07:14:00,2026-08-09T07:15:03,DC-04-Z10,72,0.94,0.963,GOOD
RBT-0148,DC-04,2026-08-09T07:19:00,2026-08-09T07:19:48,DC-04-Z05,67,1.84,0.81,STALE
RBT-0148,DC-04,2026-08-09T07:25:00,2026-08-09T07:26:24,DC-04-Z06,71,2.23,0.992,GOOD
RBT-0149,DC-04,2026-08-04T06:00:00,2026-08-04T06:00:27,DC-04-Z05,55,0.23,0.713,UNCERTAIN
RBT-0149,DC-04,2026-08-04T06:05:00,2026-08-04T06:06:07,DC-04-Z02,55,1.98,0.879,GOOD
RBT-0149,DC-04,2026-08-04T06:09:00,2026-08-04T06:09:56,DC-04-Z02,58,1.72,0.821,GOOD
RBT-0149,DC-04,2026-08-04T06:15:00,2026-08-04T06:15:52,DC-04-Z12,59,1.75,0.691,GOOD
RBT-0149,DC-04,2026-08-04T06:21:00,2026-08-04T06:22:03,DC-04-Z04,55,1.87,0.723,UNCERTAIN
RBT-0149,DC-04,2026-08-04T06:24:00,2026-08-04T06:24:39,DC-04-Z07,56,1.25,0.699,GOOD
