shipment_id,order_id,warehouse_id,tms_status,carrier,planned_departure,actual_departure
SHP-000666,ORD-000666,DC-16,DELAYED,Carrier-B,2026-08-16T14:14:00,
SHP-000667,ORD-000667,DC-03,AT_DOCK,Carrier-C,2026-09-01T10:16:00,2026-09-01T11:20:00
SHP-000668,ORD-000668,DC-07,DEPARTED,Carrier-D,2026-08-04T07:03:00,2026-08-04T07:29:00
SHP-000669,ORD-000669,DC-09,LOADED,Carrier-D,2026-08-22T15:37:00,
SHP-000670,ORD-000670,DC-09,DEPARTED,Carrier-A,2026-09-04T07:54:00,2026-09-04T07:43:00
SHP-000671,ORD-000671,DC-03,BOOKED,Carrier-B,2026-08-13T05:19:00,
SHP-000672,ORD-000672,DC-07,BOOKED,Carrier-C,2026-08-27T23:29:00,
SHP-000673,ORD-000673,DC-07,PLANNED,Carrier-D,2026-08-31T15:56:00,2026-08-31T16:00:00
SHP-000674,ORD-000674,DC-13,DELAYED,Carrier-D,2026-08-19T11:06:00,
SHP-000675,ORD-000675,DC-16,AT_DOCK,Carrier-B,2026-08-18T15:22:00,2026-08-18T15:49:00
SHP-000676,ORD-000676,DC-17,PLANNED,Carrier-C,2026-08-09T06:01:00,2026-08-09T07:05:00
SHP-000677,ORD-000677,DC-16,DEPARTED,Carrier-A,2026-09-06T03:38:00,2026-09-06T04:17:00
SHP-000678,ORD-000678,DC-04,LOADED,Carrier-B,2026-08-14T23:21:00,
SHP-000679,ORD-000679,DC-15,LOADED,Carrier-D,2026-08-31T22:50:00,
SHP-000680,ORD-000680,DC-04,DELAYED,Carrier-D,2026-08-18T10:10:00,
SHP-000681,ORD-000681,DC-11,LOADED,Carrier-C,2026-08-23T01:49:00,
SHP-000682,ORD-000682,DC-11,LOADED,Carrier-C,2026-08-09T01:46:00,2026-08-09T01:56:00
SHP-000683,ORD-000683,DC-15,LOADED,Carrier-A,2026-08-27T14:06:00,
SHP-000684,ORD-000684,DC-07,BOOKED,Carrier-D,2026-08-10T17:08:00,
SHP-000685,ORD-000685,DC-18,BOOKED,Carrier-B,2026-08-08T14:28:00,
SHP-000686,ORD-000686,DC-14,DEPARTED,Carrier-D,2026-09-02T12:02:00,2026-09-02T12:32:00
SHP-000687,ORD-000687,DC-04,BOOKED,Carrier-D,2026-08-11T04:41:00,2026-08-11T05:23:00
SHP-000688,ORD-000688,DC-12,PLANNED,Carrier-A,2026-08-09T10:50:00,
SHP-000689,ORD-000689,DC-13,DELAYED,Carrier-A,2026-08-11T11:32:00,
SHP-000690,ORD-000690,DC-17,LOADED,Carrier-A,2026-08-21T18:21:00,2026-08-21T18:14:00
SHP-000691,ORD-000691,DC-14,DELAYED,Carrier-B,2026-08-14T06:10:00,2026-08-14T06:56:00
SHP-000692,ORD-000692,DC-03,PLANNED,Carrier-D,2026-08-26T21:52:00,2026-08-26T23:06:00
SHP-000693,ORD-000693,DC-13,DELAYED,Carrier-B,2026-08-27T05:36:00,2026-08-27T05:58:00
SHP-000694,ORD-000694,DC-09,BOOKED,Carrier-B,2026-09-01T05:47:00,2026-09-01T06:54:00
SHP-000695,ORD-000695,DC-11,BOOKED,Carrier-C,2026-08-02T13:33:00,2026-08-02T14:17:00
SHP-000696,ORD-000696,DC-10,LOADED,Carrier-B,2026-08-27T18:49:00,2026-08-27T19:33:00
SHP-000697,ORD-000697,DC-07,BOOKED,Carrier-B,2026-08-28T22:40:00,
SHP-000698,ORD-000698,DC-04,BOOKED,Carrier-D,2026-08-14T15:52:00,
SHP-000699,ORD-000699,DC-12,BOOKED,Carrier-B,2026-08-09T23:35:00,2026-08-09T23:39:00
SHP-000700,ORD-000700,DC-11,BOOKED,Carrier-D,2026-08-02T04:27:00,
SHP-000701,ORD-000701,DC-11,LOADED,Carrier-C,2026-08-18T09:29:00,2026-08-18T09:48:00
SHP-000702,ORD-000702,DC-04,PLANNED,Carrier-C,2026-08-26T08:14:00,
SHP-000703,ORD-000703,DC-17,DEPARTED,Carrier-C,2026-09-04T15:32:00,
SHP-000704,ORD-000704,DC-14,PLANNED,Carrier-D,2026-08-11T11:08:00,2026-08-11T12:04:00
SHP-000705,ORD-000705,DC-11,DEPARTED,Carrier-D,2026-08-31T22:29:00,
SHP-000706,ORD-000706,DC-02,DELAYED,Carrier-D,2026-08-28T19:36:00,
SHP-000707,ORD-000707,DC-03,AT_DOCK,Carrier-A,2026-09-02T14:40:00,
SHP-000708,ORD-000708,DC-18,DELAYED,Carrier-D,2026-08-19T23:06:00,
SHP-000709,ORD-000709,DC-08,LOADED,Carrier-C,2026-08-18T23:25:00,2026-08-19T00:40:00
SHP-000710,ORD-000710,DC-04,AT_DOCK,Carrier-C,2026-08-17T02:08:00,2026-08-17T02:32:00
SHP-000711,ORD-000711,DC-07,DEPARTED,Carrier-B,2026-08-09T13:39:00,
SHP-000712,ORD-000712,DC-03,DEPARTED,Carrier-B,2026-08-12T15:52:00,
SHP-000713,ORD-000713,DC-14,AT_DOCK,Carrier-A,2026-08-30T04:34:00,2026-08-30T04:58:00
SHP-000714,ORD-000714,DC-09,LOADED,Carrier-A,2026-09-01T04:00:00,2026-09-01T04:40:00
SHP-000715,ORD-000715,DC-04,AT_DOCK,Carrier-B,2026-08-12T08:32:00,2026-08-12T08:32:00
SHP-000716,ORD-000716,DC-14,PLANNED,Carrier-B,2026-08-17T11:53:00,
SHP-000717,ORD-000717,DC-09,LOADED,Carrier-C,2026-08-30T21:59:00,2026-08-30T22:41:00
SHP-000718,ORD-000718,DC-17,DELAYED,Carrier-A,2026-08-19T07:22:00,2026-08-19T07:36:00
SHP-000719,ORD-000719,DC-05,PLANNED,Carrier-A,2026-08-31T19:23:00,
SHP-000720,ORD-000720,DC-08,DELAYED,Carrier-C,2026-08-10T07:36:00,
SHP-000721,ORD-000721,DC-14,DEPARTED,Carrier-B,2026-08-22T19:09:00,
SHP-000722,ORD-000722,DC-09,DELAYED,Carrier-A,2026-08-08T11:17:00,2026-08-08T11:57:00
SHP-000723,ORD-000723,DC-11,AT_DOCK,Carrier-A,2026-08-22T12:28:00,2026-08-22T12:14:00
SHP-000724,ORD-000724,DC-03,AT_DOCK,Carrier-C,2026-09-04T05:03:00,2026-09-04T04:52:00
SHP-000725,ORD-000725,DC-13,DELAYED,Carrier-A,2026-08-29T00:19:00,
SHP-000726,ORD-000726,DC-17,LOADED,Carrier-B,2026-08-29T03:55:00,2026-08-29T03:55:00
SHP-000727,ORD-000727,DC-09,AT_DOCK,Carrier-A,2026-08-25T17:15:00,
SHP-000728,ORD-000728,DC-02,LOADED,Carrier-C,2026-08-29T19:51:00,
SHP-000729,ORD-000729,DC-13,LOADED,Carrier-B,2026-08-02T17:11:00,
SHP-000730,ORD-000730,DC-18,BOOKED,Carrier-D,2026-08-18T06:03:00,2026-08-18T07:05:00
SHP-000731,ORD-000731,DC-18,BOOKED,Carrier-B,2026-08-30T19:58:00,
SHP-000732,ORD-000732,DC-14,LOADED,Carrier-A,2026-08-08T09:46:00,2026-08-08T10:17:00
SHP-000733,ORD-000733,DC-01,AT_DOCK,Carrier-D,2026-08-25T05:52:00,
SHP-000734,ORD-000734,DC-08,DEPARTED,Carrier-C,2026-08-10T14:38:00,2026-08-10T14:32:00
SHP-000735,ORD-000735,DC-06,PLANNED,Carrier-A,2026-08-28T09:56:00,
SHP-000736,ORD-000736,DC-16,BOOKED,Carrier-B,2026-08-10T09:01:00,2026-08-10T09:29:00
SHP-000737,ORD-000737,DC-14,AT_DOCK,Carrier-B,2026-08-10T12:52:00,2026-08-10T13:52:00
SHP-000738,ORD-000738,DC-17,DELAYED,Carrier-D,2026-08-30T00:26:00,2026-08-30T01:38:00
SHP-000739,ORD-000739,DC-02,AT_DOCK,Carrier-D,2026-08-25T19:49:00,
SHP-000740,ORD-000740,DC-16,DELAYED,Carrier-A,2026-08-17T09:24:00,
SHP-000741,ORD-000741,DC-15,BOOKED,Carrier-A,2026-08-23T21:03:00,
SHP-000742,ORD-000742,DC-15,PLANNED,Carrier-C,2026-08-02T06:27:00,
SHP-000743,ORD-000743,DC-08,DELAYED,Carrier-C,2026-08-29T00:42:00,
SHP-000744,ORD-000744,DC-09,AT_DOCK,Carrier-D,2026-09-06T00:49:00,
SHP-000745,ORD-000745,DC-13,DELAYED,Carrier-D,2026-08-11T09:24:00,
SHP-000746,ORD-000746,DC-04,BOOKED,Carrier-B,2026-08-12T11:22:00,
SHP-000747,ORD-000747,DC-13,DEPARTED,Carrier-C,2026-08-16T07:31:00,
SHP-000748,ORD-000748,DC-05,DELAYED,Carrier-B,2026-08-19T17:52:00,2026-08-19T18:57:00
SHP-000749,ORD-000749,DC-09,DELAYED,Carrier-A,2026-09-05T18:47:00,
SHP-000750,ORD-000750,DC-09,BOOKED,Carrier-D,2026-08-29T14:06:00,
SHP-000751,ORD-000751,DC-17,PLANNED,Carrier-B,2026-08-31T22:03:00,
SHP-000752,ORD-000752,DC-02,AT_DOCK,Carrier-D,2026-08-11T10:56:00,2026-08-11T11:50:00
SHP-000753,ORD-000753,DC-11,AT_DOCK,Carrier-A,2026-08-16T11:29:00,
SHP-000754,ORD-000754,DC-10,DEPARTED,Carrier-B,2026-08-18T01:27:00,
SHP-000755,ORD-000755,DC-01,PLANNED,Carrier-A,2026-08-25T00:19:00,2026-08-25T01:31:00
SHP-000756,ORD-000756,DC-14,BOOKED,Carrier-B,2026-08-30T18:42:00,2026-08-30T18:25:00
SHP-000757,ORD-000757,DC-07,AT_DOCK,Carrier-B,2026-09-03T15:37:00,
SHP-000758,ORD-000758,DC-12,AT_DOCK,Carrier-D,2026-08-28T11:15:00,2026-08-28T12:05:00
SHP-000759,ORD-000759,DC-11,AT_DOCK,Carrier-C,2026-08-25T07:30:00,
SHP-000760,ORD-000760,DC-16,PLANNED,Carrier-A,2026-08-05T00:41:00,
SHP-000761,ORD-000761,DC-08,DELAYED,Carrier-B,2026-08-07T17:49:00,2026-08-07T18:12:00
SHP-000762,ORD-000762,DC-07,AT_DOCK,Carrier-A,2026-08-12T02:11:00,2026-08-12T03:13:00
SHP-000763,ORD-000763,DC-10,AT_DOCK,Carrier-D,2026-08-22T02:00:00,2026-08-22T02:32:00
SHP-000764,ORD-000764,DC-16,LOADED,Carrier-A,2026-08-07T01:33:00,
SHP-000765,ORD-000765,DC-11,DEPARTED,Carrier-D,2026-08-16T01:38:00,2026-08-16T01:28:00
SHP-000766,ORD-000766,DC-10,PLANNED,Carrier-C,2026-09-02T01:32:00,2026-09-02T02:00:00
SHP-000767,ORD-000767,DC-08,DEPARTED,Carrier-A,2026-08-27T06:42:00,
SHP-000768,ORD-000768,DC-15,BOOKED,Carrier-D,2026-08-15T15:13:00,2026-08-15T15:52:00
SHP-000769,ORD-000769,DC-16,AT_DOCK,Carrier-C,2026-08-01T19:51:00,2026-08-01T20:41:00
SHP-000770,ORD-000770,DC-04,DELAYED,Carrier-C,2026-08-18T09:59:00,2026-08-18T11:07:00
SHP-000771,ORD-000771,DC-14,DEPARTED,Carrier-A,2026-08-25T06:57:00,
SHP-000772,ORD-000772,DC-06,DEPARTED,Carrier-C,2026-09-04T15:53:00,
SHP-000773,ORD-000773,DC-15,BOOKED,Carrier-B,2026-08-01T22:51:00,2026-08-01T22:49:00
SHP-000774,ORD-000774,DC-04,DEPARTED,Carrier-C,2026-09-01T20:23:00,
SHP-000775,ORD-000775,DC-03,DELAYED,Carrier-D,2026-08-26T06:01:00,
SHP-000776,ORD-000776,DC-17,PLANNED,Carrier-D,2026-08-17T19:54:00,
SHP-000777,ORD-000777,DC-05,DELAYED,Carrier-D,2026-08-08T09:32:00,
SHP-000778,ORD-000778,DC-15,BOOKED,Carrier-A,2026-08-13T12:09:00,
SHP-000779,ORD-000779,DC-06,DELAYED,Carrier-A,2026-08-05T19:01:00,
SHP-000780,ORD-000780,DC-13,LOADED,Carrier-A,2026-08-22T08:49:00,
SHP-000781,ORD-000781,DC-01,DELAYED,Carrier-A,2026-09-01T07:05:00,2026-09-01T07:39:00
SHP-000782,ORD-000782,DC-06,PLANNED,Carrier-B,2026-09-01T23:24:00,
SHP-000783,ORD-000783,DC-12,AT_DOCK,Carrier-C,2026-08-23T02:35:00,
SHP-000784,ORD-000784,DC-17,DELAYED,Carrier-A,2026-08-02T10:31:00,
SHP-000785,ORD-000785,DC-13,LOADED,Carrier-A,2026-08-11T21:46:00,
SHP-000786,ORD-000786,DC-13,AT_DOCK,Carrier-B,2026-09-02T16:55:00,2026-09-02T17:08:00
SHP-000787,ORD-000787,DC-04,DEPARTED,Carrier-B,2026-08-31T11:02:00,
SHP-000788,ORD-000788,DC-03,PLANNED,Carrier-B,2026-08-18T23:24:00,
SHP-000789,ORD-000789,DC-06,DELAYED,Carrier-C,2026-08-02T10:41:00,
SHP-000790,ORD-000790,DC-10,AT_DOCK,Carrier-D,2026-08-21T17:17:00,
SHP-000791,ORD-000791,DC-17,AT_DOCK,Carrier-D,2026-08-08T03:38:00,2026-08-08T03:47:00
SHP-000792,ORD-000792,DC-05,BOOKED,Carrier-B,2026-08-15T19:27:00,
SHP-000793,ORD-000793,DC-11,DEPARTED,Carrier-D,2026-08-03T04:32:00,
SHP-000794,ORD-000794,DC-15,PLANNED,Carrier-A,2026-09-04T22:12:00,2026-09-04T21:59:00
SHP-000795,ORD-000795,DC-05,LOADED,Carrier-A,2026-08-08T02:05:00,
SHP-000796,ORD-000796,DC-09,PLANNED,Carrier-D,2026-08-20T03:25:00,2026-08-20T04:40:00
SHP-000797,ORD-000797,DC-06,DEPARTED,Carrier-D,2026-09-03T00:28:00,
SHP-000798,ORD-000798,DC-12,BOOKED,Carrier-A,2026-09-05T00:32:00,
SHP-000799,ORD-000799,DC-03,DEPARTED,Carrier-B,2026-09-02T09:51:00,
SHP-000800,ORD-000800,DC-18,AT_DOCK,Carrier-A,2026-08-21T08:03:00,
SHP-000801,ORD-000801,DC-09,DEPARTED,Carrier-C,2026-08-15T16:16:00,2026-08-15T17:19:00
SHP-000802,ORD-000802,DC-08,LOADED,Carrier-A,2026-08-12T12:10:00,2026-08-12T12:15:00
SHP-000803,ORD-000803,DC-10,PLANNED,Carrier-C,2026-08-04T18:41:00,
SHP-000804,ORD-000804,DC-10,PLANNED,Carrier-A,2026-08-26T08:37:00,2026-08-26T09:22:00
SHP-000805,ORD-000805,DC-07,BOOKED,Carrier-A,2026-08-31T12:42:00,2026-08-31T13:52:00
SHP-000806,ORD-000806,DC-12,AT_DOCK,Carrier-C,2026-08-29T18:14:00,
SHP-000807,ORD-000807,DC-13,LOADED,Carrier-A,2026-08-17T17:14:00,
SHP-000808,ORD-000808,DC-14,LOADED,Carrier-C,2026-08-11T05:13:00,
SHP-000809,ORD-000809,DC-18,DEPARTED,Carrier-A,2026-08-20T22:29:00,2026-08-20T23:03:00
SHP-000810,ORD-000810,DC-18,DEPARTED,Carrier-D,2026-08-13T10:30:00,
SHP-000811,ORD-000811,DC-07,PLANNED,Carrier-B,2026-08-31T15:40:00,2026-08-31T16:32:00
SHP-000812,ORD-000812,DC-05,DELAYED,Carrier-C,2026-08-02T20:19:00,
SHP-000813,ORD-000813,DC-02,DEPARTED,Carrier-D,2026-09-01T00:28:00,
SHP-000814,ORD-000814,DC-14,LOADED,Carrier-D,2026-08-10T08:35:00,
SHP-000815,ORD-000815,DC-11,BOOKED,Carrier-B,2026-08-04T16:14:00,2026-08-04T16:36:00
SHP-000816,ORD-000816,DC-16,DEPARTED,Carrier-C,2026-08-31T16:01:00,2026-08-31T16:37:00
SHP-000817,ORD-000817,DC-18,AT_DOCK,Carrier-C,2026-08-07T15:31:00,2026-08-07T16:35:00
SHP-000818,ORD-000818,DC-02,LOADED,Carrier-D,2026-08-04T21:35:00,
SHP-000819,ORD-000819,DC-05,AT_DOCK,Carrier-D,2026-08-27T16:02:00,
SHP-000820,ORD-000820,DC-04,LOADED,Carrier-A,2026-08-05T18:58:00,
SHP-000821,ORD-000821,DC-16,PLANNED,Carrier-A,2026-08-22T07:55:00,2026-08-22T07:58:00
SHP-000822,ORD-000822,DC-03,PLANNED,Carrier-D,2026-08-22T10:57:00,
SHP-000823,ORD-000823,DC-09,LOADED,Carrier-A,2026-08-02T11:09:00,2026-08-02T11:09:00
SHP-000824,ORD-000824,DC-07,LOADED,Carrier-D,2026-08-19T13:22:00,2026-08-19T14:12:00
SHP-000825,ORD-000825,DC-03,DELAYED,Carrier-B,2026-08-13T16:26:00,2026-08-13T16:51:00
SHP-000826,ORD-000826,DC-04,BOOKED,Carrier-D,2026-08-29T00:00:00,2026-08-29T00:33:00
SHP-000827,ORD-000827,DC-10,DELAYED,Carrier-C,2026-08-30T11:16:00,2026-08-30T11:34:00
SHP-000828,ORD-000828,DC-05,DEPARTED,Carrier-B,2026-09-04T09:20:00,2026-09-04T09:18:00
SHP-000829,ORD-000829,DC-05,DELAYED,Carrier-D,2026-08-08T22:38:00,
SHP-000830,ORD-000830,DC-10,BOOKED,Carrier-A,2026-08-21T19:50:00,
SHP-000831,ORD-000831,DC-13,PLANNED,Carrier-C,2026-08-27T23:24:00,2026-08-28T00:17:00
SHP-000832,ORD-000832,DC-16,LOADED,Carrier-D,2026-09-03T17:35:00,
SHP-000833,ORD-000833,DC-14,BOOKED,Carrier-B,2026-08-04T23:44:00,
SHP-000834,ORD-000834,DC-09,PLANNED,Carrier-D,2026-08-17T08:30:00,2026-08-17T09:22:00
SHP-000835,ORD-000835,DC-08,BOOKED,Carrier-D,2026-08-11T22:05:00,2026-08-11T22:43:00
SHP-000836,ORD-000836,DC-17,DEPARTED,Carrier-D,2026-08-12T12:18:00,
SHP-000837,ORD-000837,DC-01,DEPARTED,Carrier-C,2026-08-24T19:54:00,
SHP-000838,ORD-000838,DC-14,DEPARTED,Carrier-C,2026-08-13T03:11:00,
SHP-000839,ORD-000839,DC-14,DELAYED,Carrier-A,2026-08-11T19:29:00,
SHP-000840,ORD-000840,DC-04,AT_DOCK,Carrier-D,2026-09-01T08:23:00,
SHP-000841,ORD-000841,DC-05,BOOKED,Carrier-D,2026-08-28T20:28:00,
SHP-000842,ORD-000842,DC-13,PLANNED,Carrier-A,2026-08-02T10:38:00,
SHP-000843,ORD-000843,DC-11,PLANNED,Carrier-B,2026-08-25T11:38:00,
SHP-000844,ORD-000844,DC-06,PLANNED,Carrier-D,2026-08-09T06:49:00,
SHP-000845,ORD-000845,DC-03,DELAYED,Carrier-A,2026-08-30T15:04:00,2026-08-30T15:31:00
SHP-000846,ORD-000846,DC-15,DEPARTED,Carrier-D,2026-08-26T16:00:00,2026-08-26T16:18:00
SHP-000847,ORD-000847,DC-07,DELAYED,Carrier-C,2026-08-10T16:16:00,2026-08-10T17:05:00
SHP-000848,ORD-000848,DC-05,BOOKED,Carrier-D,2026-09-03T13:04:00,2026-09-03T13:30:00
SHP-000849,ORD-000849,DC-03,PLANNED,Carrier-A,2026-08-29T22:01:00,2026-08-29T22:44:00
SHP-000850,ORD-000850,DC-02,BOOKED,Carrier-A,2026-09-03T12:14:00,2026-09-03T13:05:00
SHP-000851,ORD-000851,DC-08,AT_DOCK,Carrier-D,2026-08-23T08:35:00,2026-08-23T09:33:00
SHP-000852,ORD-000852,DC-14,AT_DOCK,Carrier-B,2026-08-24T08:59:00,
SHP-000853,ORD-000853,DC-13,PLANNED,Carrier-C,2026-08-16T22:41:00,2026-08-16T23:00:00
SHP-000854,ORD-000854,DC-16,DEPARTED,Carrier-D,2026-09-03T19:40:00,2026-09-03T20:51:00
SHP-000855,ORD-000855,DC-04,LOADED,Carrier-C,2026-08-01T23:56:00,
SHP-000856,ORD-000856,DC-10,LOADED,Carrier-A,2026-08-17T17:39:00,
SHP-000857,ORD-000857,DC-03,DEPARTED,Carrier-A,2026-08-21T03:21:00,
SHP-000858,ORD-000858,DC-15,DEPARTED,Carrier-B,2026-09-03T15:37:00,2026-09-03T15:26:00
SHP-000859,ORD-000859,DC-01,LOADED,Carrier-A,2026-08-23T13:46:00,
SHP-000860,ORD-000860,DC-12,DELAYED,Carrier-C,2026-08-13T23:00:00,2026-08-13T23:29:00
SHP-000861,ORD-000861,DC-06,DELAYED,Carrier-A,2026-08-10T14:15:00,
SHP-000862,ORD-000862,DC-07,DEPARTED,Carrier-C,2026-08-31T10:52:00,2026-08-31T11:44:00
SHP-000863,ORD-000863,DC-16,BOOKED,Carrier-D,2026-08-21T16:16:00,2026-08-21T16:59:00
SHP-000864,ORD-000864,DC-18,AT_DOCK,Carrier-C,2026-08-08T09:36:00,
SHP-000865,ORD-000865,DC-13,AT_DOCK,Carrier-D,2026-08-06T16:28:00,
SHP-000866,ORD-000866,DC-10,PLANNED,Carrier-A,2026-08-26T00:55:00,2026-08-26T02:01:00
SHP-000867,ORD-000867,DC-06,DEPARTED,Carrier-A,2026-09-02T23:15:00,
SHP-000868,ORD-000868,DC-14,BOOKED,Carrier-B,2026-08-04T02:25:00,2026-08-04T03:36:00
SHP-000869,ORD-000869,DC-13,PLANNED,Carrier-C,2026-08-13T21:15:00,
SHP-000870,ORD-000870,DC-11,PLANNED,Carrier-C,2026-08-25T18:34:00,
SHP-000871,ORD-000871,DC-15,AT_DOCK,Carrier-A,2026-08-27T11:34:00,
SHP-000872,ORD-000872,DC-02,DEPARTED,Carrier-B,2026-08-06T02:37:00,
SHP-000873,ORD-000873,DC-03,PLANNED,Carrier-B,2026-08-29T15:51:00,2026-08-29T15:57:00
SHP-000874,ORD-000874,DC-02,PLANNED,Carrier-A,2026-08-16T19:14:00,
SHP-000875,ORD-000875,DC-15,DEPARTED,Carrier-B,2026-08-22T10:46:00,2026-08-22T11:47:00
SHP-000876,ORD-000876,DC-02,LOADED,Carrier-A,2026-08-06T18:49:00,
SHP-000877,ORD-000877,DC-01,AT_DOCK,Carrier-B,2026-08-04T19:02:00,
SHP-000878,ORD-000878,DC-09,DELAYED,Carrier-C,2026-08-03T04:07:00,
SHP-000879,ORD-000879,DC-10,DELAYED,Carrier-B,2026-08-11T08:38:00,
SHP-000880,ORD-000880,DC-10,DELAYED,Carrier-D,2026-08-01T20:20:00,
SHP-000881,ORD-000881,DC-13,PLANNED,Carrier-A,2026-08-17T06:05:00,2026-08-17T07:06:00
SHP-000882,ORD-000882,DC-11,LOADED,Carrier-B,2026-08-23T04:07:00,2026-08-23T05:06:00
SHP-000883,ORD-000883,DC-16,BOOKED,Carrier-B,2026-09-05T19:36:00,2026-09-05T20:50:00
SHP-000884,ORD-000884,DC-11,LOADED,Carrier-D,2026-08-27T04:57:00,
SHP-000885,ORD-000885,DC-08,PLANNED,Carrier-D,2026-08-17T12:18:00,
SHP-000886,ORD-000886,DC-06,PLANNED,Carrier-B,2026-08-08T17:38:00,
SHP-000887,ORD-000887,DC-14,DEPARTED,Carrier-B,2026-08-19T19:11:00,
SHP-000888,ORD-000888,DC-07,BOOKED,Carrier-B,2026-08-02T04:58:00,2026-08-02T05:52:00
SHP-000889,ORD-000889,DC-07,PLANNED,Carrier-A,2026-08-15T14:08:00,2026-08-15T14:47:00
SHP-000890,ORD-000890,DC-14,DELAYED,Carrier-C,2026-08-23T11:44:00,
SHP-000891,ORD-000891,DC-17,DELAYED,Carrier-A,2026-08-10T21:35:00,
SHP-000892,ORD-000892,DC-02,LOADED,Carrier-A,2026-08-30T14:55:00,
SHP-000893,ORD-000893,DC-01,DELAYED,Carrier-A,2026-08-30T03:11:00,
SHP-000894,ORD-000894,DC-13,BOOKED,Carrier-D,2026-08-25T23:10:00,
SHP-000895,ORD-000895,DC-02,DEPARTED,Carrier-B,2026-08-28T11:01:00,
SHP-000896,ORD-000896,DC-06,DELAYED,Carrier-A,2026-08-16T19:33:00,
SHP-000897,ORD-000897,DC-18,DELAYED,Carrier-D,2026-08-18T19:10:00,2026-08-18T19:52:00
SHP-000898,ORD-000898,DC-14,DEPARTED,Carrier-D,2026-08-19T12:26:00,
SHP-000899,ORD-000899,DC-14,AT_DOCK,Carrier-B,2026-08-22T19:41:00,
SHP-000900,ORD-000900,DC-03,PLANNED,Carrier-A,2026-08-26T02:04:00,
SHP-000901,ORD-000901,DC-09,AT_DOCK,Carrier-B,2026-08-25T12:17:00,2026-08-25T12:35:00
SHP-000902,ORD-000902,DC-15,AT_DOCK,Carrier-A,2026-08-13T13:04:00,
SHP-000903,ORD-000903,DC-06,PLANNED,Carrier-A,2026-08-14T15:06:00,
SHP-000904,ORD-000904,DC-16,DELAYED,Carrier-B,2026-08-12T23:52:00,
SHP-000905,ORD-000905,DC-07,BOOKED,Carrier-C,2026-08-29T07:51:00,
SHP-000906,ORD-000906,DC-02,BOOKED,Carrier-D,2026-09-01T14:35:00,2026-09-01T14:36:00
SHP-000907,ORD-000907,DC-10,PLANNED,Carrier-D,2026-09-01T11:30:00,2026-09-01T11:11:00
SHP-000908,ORD-000908,DC-05,PLANNED,Carrier-A,2026-08-27T04:38:00,
SHP-000909,ORD-000909,DC-01,DELAYED,Carrier-A,2026-08-14T13:10:00,
SHP-000910,ORD-000910,DC-01,DELAYED,Carrier-D,2026-08-24T05:10:00,
SHP-000911,ORD-000911,DC-03,BOOKED,Carrier-A,2026-08-22T23:08:00,2026-08-22T23:15:00
SHP-000912,ORD-000912,DC-10,DELAYED,Carrier-D,2026-08-30T04:54:00,2026-08-30T05:53:00
SHP-000913,ORD-000913,DC-17,DELAYED,Carrier-C,2026-08-23T18:10:00,2026-08-23T19:17:00
SHP-000914,ORD-000914,DC-11,DELAYED,Carrier-C,2026-08-29T02:31:00,
SHP-000915,ORD-000915,DC-15,DEPARTED,Carrier-A,2026-08-31T23:06:00,
SHP-000916,ORD-000916,DC-08,DEPARTED,Carrier-B,2026-08-12T21:43:00,
SHP-000917,ORD-000917,DC-13,LOADED,Carrier-B,2026-08-17T18:00:00,
SHP-000918,ORD-000918,DC-12,PLANNED,Carrier-A,2026-08-11T16:22:00,2026-08-11T16:20:00
SHP-000919,ORD-000919,DC-07,AT_DOCK,Carrier-D,2026-09-01T09:45:00,2026-09-01T10:59:00
SHP-000920,ORD-000920,DC-06,PLANNED,Carrier-A,2026-08-07T22:33:00,
SHP-000921,ORD-000921,DC-09,DELAYED,Carrier-C,2026-09-05T04:43:00,
SHP-000922,ORD-000922,DC-01,LOADED,Carrier-C,2026-08-06T08:07:00,
SHP-000923,ORD-000923,DC-16,LOADED,Carrier-D,2026-08-12T07:38:00,2026-08-12T08:46:00
SHP-000924,ORD-000924,DC-09,LOADED,Carrier-D,2026-09-03T10:31:00,
SHP-000925,ORD-000925,DC-15,DEPARTED,Carrier-B,2026-08-04T13:07:00,2026-08-04T14:11:00
SHP-000926,ORD-000926,DC-13,DEPARTED,Carrier-C,2026-08-10T11:23:00,
SHP-000927,ORD-000927,DC-10,BOOKED,Carrier-D,2026-08-19T06:38:00,2026-08-19T07:01:00
SHP-000928,ORD-000928,DC-15,AT_DOCK,Carrier-B,2026-08-11T18:16:00,
SHP-000929,ORD-000929,DC-16,DELAYED,Carrier-A,2026-08-28T04:35:00,2026-08-28T05:29:00
SHP-000930,ORD-000930,DC-06,DELAYED,Carrier-B,2026-08-06T15:01:00,
SHP-000931,ORD-000931,DC-03,BOOKED,Carrier-A,2026-08-28T16:47:00,2026-08-28T17:00:00
SHP-000932,ORD-000932,DC-14,DELAYED,Carrier-B,2026-08-13T15:39:00,
SHP-000933,ORD-000933,DC-09,DELAYED,Carrier-A,2026-09-05T08:10:00,2026-09-05T08:43:00
SHP-000934,ORD-000934,DC-13,BOOKED,Carrier-C,2026-09-02T15:28:00,2026-09-02T15:39:00
SHP-000935,ORD-000935,DC-03,BOOKED,Carrier-C,2026-08-31T12:10:00,
SHP-000936,ORD-000936,DC-15,BOOKED,Carrier-D,2026-08-16T19:29:00,
