sku,description,uom,temperature_class,lot_controlled,serial_controlled,hazmat
SKU-00394,Synthetic Product 00394,CASE,AMBIENT,Y,N,N
SKU-00395,Synthetic Product 00395,EA,AMBIENT,N,N,N
SKU-00396,Synthetic Product 00396,CASE,AMBIENT,N,N,N
SKU-00397,Synthetic Product 00397,PALLET,AMBIENT,N,N,N
SKU-00398,Synthetic Product 00398,PALLET,AMBIENT,N,N,N
SKU-00399,Synthetic Product 00399,CASE,AMBIENT,N,N,N
SKU-00400,Synthetic Product 00400,EA,CHILLED,N,N,N
SKU-00401,Synthetic Product 00401,PALLET,AMBIENT,Y,N,N
SKU-00402,Synthetic Product 00402,EA,AMBIENT,N,N,N
SKU-00403,Synthetic Product 00403,EA,AMBIENT,Y,Y,N
SKU-00404,Synthetic Product 00404,EA,AMBIENT,N,N,N
SKU-00405,Synthetic Product 00405,PALLET,AMBIENT,N,N,Y
SKU-00406,Synthetic Product 00406,CASE,AMBIENT,Y,N,N
SKU-00407,Synthetic Product 00407,EA,CHILLED,N,N,N
SKU-00408,Synthetic Product 00408,EA,AMBIENT,N,N,N
SKU-00409,Synthetic Product 00409,CASE,AMBIENT,Y,Y,N
SKU-00410,Synthetic Product 00410,PALLET,AMBIENT,N,N,N
SKU-00411,Synthetic Product 00411,CASE,AMBIENT,N,N,N
SKU-00412,Synthetic Product 00412,EA,FROZEN,Y,N,N
SKU-00413,Synthetic Product 00413,CASE,CHILLED,N,N,N
SKU-00414,Synthetic Product 00414,PALLET,AMBIENT,Y,N,N
SKU-00415,Synthetic Product 00415,EA,AMBIENT,Y,N,N
SKU-00416,Synthetic Product 00416,EA,AMBIENT,N,N,N
SKU-00417,Synthetic Product 00417,EA,AMBIENT,N,N,Y
SKU-00418,Synthetic Product 00418,PALLET,AMBIENT,N,N,N
SKU-00419,Synthetic Product 00419,CASE,AMBIENT,Y,N,N
SKU-00420,Synthetic Product 00420,EA,AMBIENT,N,N,N
SKU-00421,Synthetic Product 00421,CASE,AMBIENT,N,N,N
SKU-00422,Synthetic Product 00422,CASE,AMBIENT,N,N,N
SKU-00423,Synthetic Product 00423,CASE,FROZEN,N,N,N
SKU-00424,Synthetic Product 00424,PALLET,CHILLED,N,N,N
SKU-00425,Synthetic Product 00425,CASE,AMBIENT,Y,N,N
SKU-00426,Synthetic Product 00426,PALLET,AMBIENT,N,N,N
SKU-00427,Synthetic Product 00427,EA,AMBIENT,N,Y,N
SKU-00428,Synthetic Product 00428,CASE,AMBIENT,Y,N,N
SKU-00429,Synthetic Product 00429,CASE,AMBIENT,Y,N,N
SKU-00430,Synthetic Product 00430,PALLET,CHILLED,Y,N,N
SKU-00431,Synthetic Product 00431,CASE,AMBIENT,N,N,N
SKU-00432,Synthetic Product 00432,CASE,AMBIENT,Y,N,N
SKU-00433,Synthetic Product 00433,EA,FROZEN,N,N,N
SKU-00434,Synthetic Product 00434,PALLET,AMBIENT,N,N,N
SKU-00435,Synthetic Product 00435,CASE,AMBIENT,Y,N,N
SKU-00436,Synthetic Product 00436,EA,AMBIENT,Y,N,N
SKU-00437,Synthetic Product 00437,EA,AMBIENT,Y,Y,N
SKU-00438,Synthetic Product 00438,EA,AMBIENT,N,N,N
SKU-00439,Synthetic Product 00439,CASE,AMBIENT,Y,N,N
SKU-00440,Synthetic Product 00440,CASE,AMBIENT,N,N,N
SKU-00441,Synthetic Product 00441,CASE,AMBIENT,N,Y,N
SKU-00442,Synthetic Product 00442,PALLET,AMBIENT,Y,N,N
SKU-00443,Synthetic Product 00443,PALLET,FROZEN,Y,N,N
SKU-00444,Synthetic Product 00444,CASE,AMBIENT,Y,N,N
SKU-00445,Synthetic Product 00445,EA,AMBIENT,Y,N,N
SKU-00446,Synthetic Product 00446,EA,AMBIENT,N,N,N
SKU-00447,Synthetic Product 00447,CASE,AMBIENT,Y,N,N
SKU-00448,Synthetic Product 00448,PALLET,AMBIENT,Y,N,N
SKU-00449,Synthetic Product 00449,EA,AMBIENT,Y,N,N
SKU-00450,Synthetic Product 00450,PALLET,AMBIENT,Y,Y,N
SKU-00451,Synthetic Product 00451,EA,AMBIENT,N,N,N
SKU-00452,Synthetic Product 00452,EA,AMBIENT,Y,Y,N
SKU-00453,Synthetic Product 00453,CASE,AMBIENT,Y,N,N
SKU-00454,Synthetic Product 00454,EA,AMBIENT,Y,N,N
SKU-00455,Synthetic Product 00455,PALLET,AMBIENT,N,N,N
SKU-00456,Synthetic Product 00456,CASE,AMBIENT,N,N,N
SKU-00457,Synthetic Product 00457,PALLET,AMBIENT,N,N,Y
SKU-00458,Synthetic Product 00458,EA,AMBIENT,Y,N,N
SKU-00459,Synthetic Product 00459,CASE,CHILLED,N,Y,N
SKU-00460,Synthetic Product 00460,PALLET,AMBIENT,Y,N,Y
SKU-00461,Synthetic Product 00461,EA,AMBIENT,N,N,N
SKU-00462,Synthetic Product 00462,EA,AMBIENT,N,N,N
SKU-00463,Synthetic Product 00463,EA,CHILLED,Y,N,N
SKU-00464,Synthetic Product 00464,CASE,CHILLED,Y,N,N
SKU-00465,Synthetic Product 00465,PALLET,AMBIENT,Y,N,N
SKU-00466,Synthetic Product 00466,CASE,FROZEN,Y,N,N
SKU-00467,Synthetic Product 00467,EA,AMBIENT,Y,N,N
SKU-00468,Synthetic Product 00468,EA,AMBIENT,N,N,N
SKU-00469,Synthetic Product 00469,CASE,AMBIENT,Y,N,N
SKU-00470,Synthetic Product 00470,EA,CHILLED,N,N,N
SKU-00471,Synthetic Product 00471,PALLET,AMBIENT,Y,N,N
SKU-00472,Synthetic Product 00472,EA,AMBIENT,N,N,N
SKU-00473,Synthetic Product 00473,PALLET,AMBIENT,N,N,N
SKU-00474,Synthetic Product 00474,CASE,AMBIENT,Y,N,N
SKU-00475,Synthetic Product 00475,EA,AMBIENT,N,N,N
SKU-00476,Synthetic Product 00476,CASE,FROZEN,Y,N,N
SKU-00477,Synthetic Product 00477,CASE,FROZEN,Y,N,N
SKU-00478,Synthetic Product 00478,EA,AMBIENT,Y,N,N
SKU-00479,Synthetic Product 00479,EA,AMBIENT,Y,N,N
SKU-00480,Synthetic Product 00480,PALLET,AMBIENT,N,N,N
SKU-00481,Synthetic Product 00481,CASE,CHILLED,Y,N,N
SKU-00482,Synthetic Product 00482,PALLET,FROZEN,Y,N,N
SKU-00483,Synthetic Product 00483,EA,AMBIENT,Y,N,N
SKU-00484,Synthetic Product 00484,PALLET,AMBIENT,Y,N,N
SKU-00485,Synthetic Product 00485,EA,AMBIENT,Y,N,N
SKU-00486,Synthetic Product 00486,CASE,AMBIENT,N,N,N
SKU-00487,Synthetic Product 00487,CASE,CHILLED,N,N,N
SKU-00488,Synthetic Product 00488,EA,AMBIENT,Y,N,N
SKU-00489,Synthetic Product 00489,EA,CHILLED,N,N,N
SKU-00490,Synthetic Product 00490,PALLET,AMBIENT,Y,N,N
SKU-00491,Synthetic Product 00491,EA,AMBIENT,N,N,N
SKU-00492,Synthetic Product 00492,CASE,AMBIENT,N,N,N
SKU-00493,Synthetic Product 00493,CASE,AMBIENT,Y,N,N
SKU-00494,Synthetic Product 00494,EA,AMBIENT,N,N,N
SKU-00495,Synthetic Product 00495,EA,AMBIENT,N,N,N
SKU-00496,Synthetic Product 00496,PALLET,AMBIENT,N,N,N
SKU-00497,Synthetic Product 00497,EA,AMBIENT,Y,N,N
SKU-00498,Synthetic Product 00498,CASE,AMBIENT,N,N,N
SKU-00499,Synthetic Product 00499,PALLET,AMBIENT,Y,N,N
SKU-00500,Synthetic Product 00500,CASE,AMBIENT,Y,N,N
SKU-00501,Synthetic Product 00501,CASE,AMBIENT,N,Y,N
SKU-00502,Synthetic Product 00502,PALLET,AMBIENT,Y,N,N
SKU-00503,Synthetic Product 00503,CASE,FROZEN,Y,N,N
SKU-00504,Synthetic Product 00504,PALLET,AMBIENT,Y,N,N
SKU-00505,Synthetic Product 00505,CASE,AMBIENT,Y,N,N
SKU-00506,Synthetic Product 00506,EA,AMBIENT,N,N,N
SKU-00507,Synthetic Product 00507,PALLET,FROZEN,N,N,N
SKU-00508,Synthetic Product 00508,PALLET,AMBIENT,N,N,N
SKU-00509,Synthetic Product 00509,PALLET,CHILLED,N,N,N
SKU-00510,Synthetic Product 00510,PALLET,AMBIENT,Y,N,N
SKU-00511,Synthetic Product 00511,PALLET,AMBIENT,N,N,N
SKU-00512,Synthetic Product 00512,PALLET,AMBIENT,N,N,N
SKU-00513,Synthetic Product 00513,PALLET,FROZEN,Y,N,N
SKU-00514,Synthetic Product 00514,PALLET,AMBIENT,Y,N,N
SKU-00515,Synthetic Product 00515,CASE,AMBIENT,N,N,N
SKU-00516,Synthetic Product 00516,PALLET,AMBIENT,Y,N,N
SKU-00517,Synthetic Product 00517,EA,AMBIENT,Y,N,N
SKU-00518,Synthetic Product 00518,CASE,AMBIENT,N,N,N
SKU-00519,Synthetic Product 00519,PALLET,AMBIENT,N,N,N
SKU-00520,Synthetic Product 00520,PALLET,AMBIENT,N,N,N
SKU-00521,Synthetic Product 00521,EA,AMBIENT,N,N,N
SKU-00522,Synthetic Product 00522,EA,AMBIENT,Y,N,N
SKU-00523,Synthetic Product 00523,EA,AMBIENT,N,N,N
SKU-00524,Synthetic Product 00524,CASE,AMBIENT,N,N,N
SKU-00525,Synthetic Product 00525,PALLET,AMBIENT,Y,N,N
SKU-00526,Synthetic Product 00526,CASE,FROZEN,N,Y,N
SKU-00527,Synthetic Product 00527,PALLET,AMBIENT,Y,N,N
SKU-00528,Synthetic Product 00528,EA,AMBIENT,N,N,N
SKU-00529,Synthetic Product 00529,EA,AMBIENT,Y,N,N
SKU-00530,Synthetic Product 00530,PALLET,AMBIENT,N,N,N
SKU-00531,Synthetic Product 00531,EA,AMBIENT,N,N,N
SKU-00532,Synthetic Product 00532,EA,AMBIENT,Y,N,N
SKU-00533,Synthetic Product 00533,CASE,FROZEN,N,N,N
SKU-00534,Synthetic Product 00534,EA,AMBIENT,Y,N,N
SKU-00535,Synthetic Product 00535,CASE,AMBIENT,Y,N,N
SKU-00536,Synthetic Product 00536,PALLET,AMBIENT,N,N,N
SKU-00537,Synthetic Product 00537,CASE,FROZEN,Y,N,N
SKU-00538,Synthetic Product 00538,PALLET,AMBIENT,Y,N,N
SKU-00539,Synthetic Product 00539,PALLET,AMBIENT,Y,N,N
SKU-00540,Synthetic Product 00540,CASE,FROZEN,N,N,N
SKU-00541,Synthetic Product 00541,EA,AMBIENT,N,N,N
SKU-00542,Synthetic Product 00542,EA,AMBIENT,N,N,N
SKU-00543,Synthetic Product 00543,EA,FROZEN,N,N,N
SKU-00544,Synthetic Product 00544,PALLET,AMBIENT,Y,Y,N
SKU-00545,Synthetic Product 00545,EA,CHILLED,Y,N,N
SKU-00546,Synthetic Product 00546,PALLET,AMBIENT,Y,N,N
SKU-00547,Synthetic Product 00547,PALLET,AMBIENT,N,Y,N
SKU-00548,Synthetic Product 00548,CASE,AMBIENT,Y,N,N
SKU-00549,Synthetic Product 00549,EA,AMBIENT,Y,N,N
SKU-00550,Synthetic Product 00550,PALLET,CHILLED,Y,N,N
SKU-00551,Synthetic Product 00551,PALLET,CHILLED,N,N,N
SKU-00552,Synthetic Product 00552,PALLET,AMBIENT,Y,N,N
SKU-00553,Synthetic Product 00553,PALLET,AMBIENT,N,N,N
SKU-00554,Synthetic Product 00554,PALLET,CHILLED,Y,N,N
SKU-00555,Synthetic Product 00555,EA,AMBIENT,Y,N,Y
SKU-00556,Synthetic Product 00556,EA,AMBIENT,N,N,N
SKU-00557,Synthetic Product 00557,EA,AMBIENT,Y,N,N
SKU-00558,Synthetic Product 00558,CASE,AMBIENT,N,N,N
SKU-00559,Synthetic Product 00559,PALLET,AMBIENT,Y,N,N
SKU-00560,Synthetic Product 00560,EA,AMBIENT,N,N,N
SKU-00561,Synthetic Product 00561,CASE,AMBIENT,N,N,N
SKU-00562,Synthetic Product 00562,EA,AMBIENT,Y,N,N
SKU-00563,Synthetic Product 00563,CASE,AMBIENT,N,N,N
SKU-00564,Synthetic Product 00564,EA,AMBIENT,N,Y,N
SKU-00565,Synthetic Product 00565,PALLET,AMBIENT,N,N,N
SKU-00566,Synthetic Product 00566,CASE,CHILLED,Y,N,N
SKU-00567,Synthetic Product 00567,PALLET,AMBIENT,Y,N,N
SKU-00568,Synthetic Product 00568,PALLET,CHILLED,N,Y,N
SKU-00569,Synthetic Product 00569,EA,CHILLED,Y,N,N
SKU-00570,Synthetic Product 00570,PALLET,AMBIENT,N,N,N
SKU-00571,Synthetic Product 00571,PALLET,AMBIENT,N,N,N
SKU-00572,Synthetic Product 00572,EA,AMBIENT,N,N,N
SKU-00573,Synthetic Product 00573,EA,AMBIENT,Y,N,N
SKU-00574,Synthetic Product 00574,CASE,AMBIENT,Y,N,N
SKU-00575,Synthetic Product 00575,CASE,AMBIENT,N,N,N
SKU-00576,Synthetic Product 00576,PALLET,AMBIENT,Y,N,N
SKU-00577,Synthetic Product 00577,CASE,CHILLED,Y,N,N
SKU-00578,Synthetic Product 00578,PALLET,AMBIENT,N,N,N
SKU-00579,Synthetic Product 00579,CASE,FROZEN,Y,N,N
SKU-00580,Synthetic Product 00580,CASE,AMBIENT,N,N,N
SKU-00581,Synthetic Product 00581,EA,AMBIENT,Y,N,N
SKU-00582,Synthetic Product 00582,CASE,AMBIENT,N,N,N
SKU-00583,Synthetic Product 00583,EA,AMBIENT,Y,N,N
SKU-00584,Synthetic Product 00584,EA,AMBIENT,N,N,N
SKU-00585,Synthetic Product 00585,EA,AMBIENT,N,Y,N
SKU-00586,Synthetic Product 00586,EA,AMBIENT,N,N,N
SKU-00587,Synthetic Product 00587,EA,AMBIENT,N,N,N
SKU-00588,Synthetic Product 00588,PALLET,AMBIENT,N,N,N
SKU-00589,Synthetic Product 00589,CASE,AMBIENT,Y,N,N
SKU-00590,Synthetic Product 00590,EA,AMBIENT,Y,N,N
SKU-00591,Synthetic Product 00591,CASE,CHILLED,N,N,N
SKU-00592,Synthetic Product 00592,CASE,AMBIENT,Y,N,N
SKU-00593,Synthetic Product 00593,CASE,AMBIENT,Y,N,N
SKU-00594,Synthetic Product 00594,EA,AMBIENT,N,N,N
SKU-00595,Synthetic Product 00595,EA,AMBIENT,N,N,N
SKU-00596,Synthetic Product 00596,EA,AMBIENT,Y,N,N
SKU-00597,Synthetic Product 00597,EA,AMBIENT,Y,Y,N
SKU-00598,Synthetic Product 00598,PALLET,AMBIENT,N,N,Y
SKU-00599,Synthetic Product 00599,CASE,AMBIENT,N,N,N
SKU-00600,Synthetic Product 00600,EA,AMBIENT,Y,Y,N
SKU-00601,Synthetic Product 00601,CASE,FROZEN,N,N,N
SKU-00602,Synthetic Product 00602,PALLET,AMBIENT,Y,N,N
SKU-00603,Synthetic Product 00603,CASE,AMBIENT,Y,N,N
SKU-00604,Synthetic Product 00604,PALLET,AMBIENT,Y,N,N
SKU-00605,Synthetic Product 00605,PALLET,AMBIENT,N,N,N
SKU-00606,Synthetic Product 00606,CASE,AMBIENT,N,N,N
SKU-00607,Synthetic Product 00607,PALLET,AMBIENT,N,N,N
SKU-00608,Synthetic Product 00608,EA,AMBIENT,N,N,N
SKU-00609,Synthetic Product 00609,EA,AMBIENT,N,N,N
SKU-00610,Synthetic Product 00610,PALLET,CHILLED,N,N,Y
SKU-00611,Synthetic Product 00611,PALLET,CHILLED,Y,N,Y
SKU-00612,Synthetic Product 00612,CASE,AMBIENT,N,N,N
SKU-00613,Synthetic Product 00613,CASE,AMBIENT,Y,N,Y
SKU-00614,Synthetic Product 00614,CASE,AMBIENT,N,N,N
SKU-00615,Synthetic Product 00615,CASE,FROZEN,Y,N,N
SKU-00616,Synthetic Product 00616,PALLET,AMBIENT,Y,Y,N
SKU-00617,Synthetic Product 00617,PALLET,CHILLED,N,N,N
SKU-00618,Synthetic Product 00618,CASE,AMBIENT,Y,N,N
SKU-00619,Synthetic Product 00619,CASE,AMBIENT,Y,N,N
SKU-00620,Synthetic Product 00620,EA,AMBIENT,Y,N,N
SKU-00621,Synthetic Product 00621,EA,AMBIENT,Y,N,N
SKU-00622,Synthetic Product 00622,CASE,AMBIENT,N,N,N
SKU-00623,Synthetic Product 00623,CASE,AMBIENT,Y,N,N
SKU-00624,Synthetic Product 00624,PALLET,AMBIENT,N,N,N
SKU-00625,Synthetic Product 00625,EA,AMBIENT,Y,N,Y
SKU-00626,Synthetic Product 00626,CASE,AMBIENT,Y,N,N
SKU-00627,Synthetic Product 00627,PALLET,AMBIENT,N,N,N
SKU-00628,Synthetic Product 00628,PALLET,AMBIENT,N,N,N
SKU-00629,Synthetic Product 00629,CASE,AMBIENT,Y,N,N
SKU-00630,Synthetic Product 00630,CASE,CHILLED,N,N,N
SKU-00631,Synthetic Product 00631,CASE,AMBIENT,Y,N,N
SKU-00632,Synthetic Product 00632,PALLET,AMBIENT,N,N,N
SKU-00633,Synthetic Product 00633,EA,AMBIENT,N,N,N
SKU-00634,Synthetic Product 00634,PALLET,AMBIENT,Y,N,N
SKU-00635,Synthetic Product 00635,PALLET,AMBIENT,N,N,N
SKU-00636,Synthetic Product 00636,EA,AMBIENT,N,N,N
SKU-00637,Synthetic Product 00637,PALLET,AMBIENT,Y,Y,N
SKU-00638,Synthetic Product 00638,EA,CHILLED,Y,N,N
SKU-00639,Synthetic Product 00639,PALLET,CHILLED,Y,N,N
SKU-00640,Synthetic Product 00640,CASE,AMBIENT,N,N,N
SKU-00641,Synthetic Product 00641,PALLET,AMBIENT,Y,N,N
SKU-00642,Synthetic Product 00642,CASE,AMBIENT,N,N,N
SKU-00643,Synthetic Product 00643,CASE,AMBIENT,N,N,N
SKU-00644,Synthetic Product 00644,EA,AMBIENT,N,N,N
SKU-00645,Synthetic Product 00645,CASE,AMBIENT,N,N,N
SKU-00646,Synthetic Product 00646,PALLET,FROZEN,N,N,N
SKU-00647,Synthetic Product 00647,PALLET,AMBIENT,Y,N,N
SKU-00648,Synthetic Product 00648,PALLET,CHILLED,Y,N,N
SKU-00649,Synthetic Product 00649,EA,AMBIENT,Y,N,N
SKU-00650,Synthetic Product 00650,EA,AMBIENT,Y,N,N
SKU-00651,Synthetic Product 00651,PALLET,AMBIENT,N,N,N
SKU-00652,Synthetic Product 00652,PALLET,AMBIENT,N,N,N
SKU-00653,Synthetic Product 00653,CASE,AMBIENT,N,N,N
SKU-00654,Synthetic Product 00654,PALLET,AMBIENT,Y,N,N
SKU-00655,Synthetic Product 00655,EA,CHILLED,N,N,Y
SKU-00656,Synthetic Product 00656,EA,AMBIENT,Y,N,N
SKU-00657,Synthetic Product 00657,EA,AMBIENT,Y,Y,N
SKU-00658,Synthetic Product 00658,PALLET,AMBIENT,N,N,N
SKU-00659,Synthetic Product 00659,PALLET,AMBIENT,Y,N,N
SKU-00660,Synthetic Product 00660,EA,FROZEN,N,N,N
SKU-00661,Synthetic Product 00661,CASE,AMBIENT,Y,N,N
SKU-00662,Synthetic Product 00662,CASE,AMBIENT,N,N,N
SKU-00663,Synthetic Product 00663,CASE,CHILLED,N,N,N
SKU-00664,Synthetic Product 00664,CASE,AMBIENT,Y,N,N
SKU-00665,Synthetic Product 00665,PALLET,AMBIENT,Y,N,N
SKU-00666,Synthetic Product 00666,EA,AMBIENT,N,N,N
SKU-00667,Synthetic Product 00667,EA,CHILLED,N,N,N
SKU-00668,Synthetic Product 00668,CASE,AMBIENT,Y,Y,N
SKU-00669,Synthetic Product 00669,CASE,FROZEN,Y,N,N
SKU-00670,Synthetic Product 00670,EA,AMBIENT,Y,N,N
SKU-00671,Synthetic Product 00671,EA,FROZEN,N,N,N
SKU-00672,Synthetic Product 00672,EA,AMBIENT,Y,N,N
SKU-00673,Synthetic Product 00673,PALLET,AMBIENT,Y,N,N
SKU-00674,Synthetic Product 00674,PALLET,FROZEN,N,N,N
SKU-00675,Synthetic Product 00675,PALLET,AMBIENT,N,N,N
SKU-00676,Synthetic Product 00676,CASE,CHILLED,Y,N,N
SKU-00677,Synthetic Product 00677,PALLET,AMBIENT,Y,N,N
SKU-00678,Synthetic Product 00678,EA,FROZEN,N,N,N
SKU-00679,Synthetic Product 00679,CASE,AMBIENT,N,N,N
SKU-00680,Synthetic Product 00680,CASE,AMBIENT,N,N,N
SKU-00681,Synthetic Product 00681,PALLET,CHILLED,N,N,N
SKU-00682,Synthetic Product 00682,CASE,AMBIENT,N,N,N
SKU-00683,Synthetic Product 00683,PALLET,AMBIENT,N,N,N
SKU-00684,Synthetic Product 00684,CASE,CHILLED,Y,N,N
SKU-00685,Synthetic Product 00685,PALLET,AMBIENT,N,N,N
SKU-00686,Synthetic Product 00686,EA,AMBIENT,N,N,Y
SKU-00687,Synthetic Product 00687,CASE,AMBIENT,Y,N,N
SKU-00688,Synthetic Product 00688,PALLET,AMBIENT,N,N,N
SKU-00689,Synthetic Product 00689,EA,AMBIENT,N,N,N
SKU-00690,Synthetic Product 00690,CASE,AMBIENT,N,N,N
SKU-00691,Synthetic Product 00691,CASE,AMBIENT,N,Y,N
SKU-00692,Synthetic Product 00692,PALLET,AMBIENT,Y,N,N
SKU-00693,Synthetic Product 00693,PALLET,AMBIENT,N,N,N
SKU-00694,Synthetic Product 00694,CASE,AMBIENT,N,N,N
SKU-00695,Synthetic Product 00695,CASE,AMBIENT,Y,N,N
SKU-00696,Synthetic Product 00696,EA,AMBIENT,Y,N,N
SKU-00697,Synthetic Product 00697,PALLET,AMBIENT,N,N,N
SKU-00698,Synthetic Product 00698,PALLET,AMBIENT,N,N,N
SKU-00699,Synthetic Product 00699,EA,AMBIENT,N,N,N
SKU-00700,Synthetic Product 00700,EA,CHILLED,N,N,N
SKU-00701,Synthetic Product 00701,CASE,CHILLED,Y,N,N
SKU-00702,Synthetic Product 00702,CASE,AMBIENT,N,Y,N
SKU-00703,Synthetic Product 00703,CASE,FROZEN,Y,N,N
SKU-00704,Synthetic Product 00704,EA,FROZEN,N,N,N
SKU-00705,Synthetic Product 00705,PALLET,AMBIENT,Y,Y,N
SKU-00706,Synthetic Product 00706,PALLET,AMBIENT,Y,N,N
SKU-00707,Synthetic Product 00707,PALLET,AMBIENT,N,N,N
SKU-00708,Synthetic Product 00708,PALLET,AMBIENT,N,Y,N
SKU-00709,Synthetic Product 00709,PALLET,AMBIENT,N,Y,N
SKU-00710,Synthetic Product 00710,CASE,AMBIENT,Y,N,N
SKU-00711,Synthetic Product 00711,EA,AMBIENT,Y,N,N
SKU-00712,Synthetic Product 00712,EA,FROZEN,N,N,Y
SKU-00713,Synthetic Product 00713,PALLET,AMBIENT,Y,N,N
SKU-00714,Synthetic Product 00714,CASE,AMBIENT,N,N,N
SKU-00715,Synthetic Product 00715,PALLET,AMBIENT,N,N,N
SKU-00716,Synthetic Product 00716,CASE,AMBIENT,Y,N,N
SKU-00717,Synthetic Product 00717,CASE,AMBIENT,N,N,N
SKU-00718,Synthetic Product 00718,CASE,AMBIENT,N,N,Y
SKU-00719,Synthetic Product 00719,EA,FROZEN,Y,N,N
SKU-00720,Synthetic Product 00720,PALLET,FROZEN,Y,N,N
SKU-00721,Synthetic Product 00721,PALLET,AMBIENT,Y,N,N
SKU-00722,Synthetic Product 00722,EA,FROZEN,Y,N,N
SKU-00723,Synthetic Product 00723,CASE,AMBIENT,Y,N,N
SKU-00724,Synthetic Product 00724,PALLET,AMBIENT,Y,N,N
SKU-00725,Synthetic Product 00725,EA,AMBIENT,N,N,Y
SKU-00726,Synthetic Product 00726,PALLET,AMBIENT,Y,N,N
SKU-00727,Synthetic Product 00727,PALLET,FROZEN,Y,N,N
SKU-00728,Synthetic Product 00728,PALLET,CHILLED,Y,N,N
SKU-00729,Synthetic Product 00729,CASE,FROZEN,N,N,N
SKU-00730,Synthetic Product 00730,EA,AMBIENT,Y,N,N
SKU-00731,Synthetic Product 00731,CASE,CHILLED,Y,N,N
SKU-00732,Synthetic Product 00732,EA,AMBIENT,N,N,N
SKU-00733,Synthetic Product 00733,PALLET,AMBIENT,N,N,N
SKU-00734,Synthetic Product 00734,CASE,AMBIENT,N,N,N
SKU-00735,Synthetic Product 00735,CASE,AMBIENT,N,N,N
SKU-00736,Synthetic Product 00736,PALLET,AMBIENT,Y,N,N
SKU-00737,Synthetic Product 00737,PALLET,AMBIENT,N,N,N
SKU-00738,Synthetic Product 00738,CASE,AMBIENT,N,N,N
SKU-00739,Synthetic Product 00739,EA,AMBIENT,N,N,N
SKU-00740,Synthetic Product 00740,EA,AMBIENT,Y,N,N
SKU-00741,Synthetic Product 00741,PALLET,AMBIENT,Y,N,N
SKU-00742,Synthetic Product 00742,PALLET,AMBIENT,N,N,N
SKU-00743,Synthetic Product 00743,CASE,AMBIENT,Y,N,N
SKU-00744,Synthetic Product 00744,CASE,FROZEN,Y,N,N
SKU-00745,Synthetic Product 00745,EA,AMBIENT,N,N,N
SKU-00746,Synthetic Product 00746,CASE,AMBIENT,Y,N,N
SKU-00747,Synthetic Product 00747,EA,AMBIENT,N,N,N
SKU-00748,Synthetic Product 00748,PALLET,AMBIENT,N,Y,N
SKU-00749,Synthetic Product 00749,PALLET,AMBIENT,Y,N,N
SKU-00750,Synthetic Product 00750,CASE,AMBIENT,N,N,N
SKU-00751,Synthetic Product 00751,EA,AMBIENT,Y,N,N
SKU-00752,Synthetic Product 00752,PALLET,AMBIENT,Y,N,N
SKU-00753,Synthetic Product 00753,CASE,AMBIENT,Y,N,N
SKU-00754,Synthetic Product 00754,CASE,AMBIENT,Y,N,N
SKU-00755,Synthetic Product 00755,CASE,AMBIENT,Y,N,N
SKU-00756,Synthetic Product 00756,EA,CHILLED,Y,N,N
SKU-00757,Synthetic Product 00757,CASE,AMBIENT,N,Y,N
SKU-00758,Synthetic Product 00758,PALLET,AMBIENT,N,N,N
SKU-00759,Synthetic Product 00759,PALLET,AMBIENT,N,N,N
SKU-00760,Synthetic Product 00760,CASE,AMBIENT,N,N,N
SKU-00761,Synthetic Product 00761,EA,AMBIENT,Y,N,N
SKU-00762,Synthetic Product 00762,EA,CHILLED,Y,N,N
SKU-00763,Synthetic Product 00763,CASE,AMBIENT,Y,N,N
SKU-00764,Synthetic Product 00764,PALLET,AMBIENT,Y,N,N
SKU-00765,Synthetic Product 00765,PALLET,FROZEN,N,Y,N
SKU-00766,Synthetic Product 00766,PALLET,AMBIENT,N,N,N
SKU-00767,Synthetic Product 00767,EA,AMBIENT,N,N,N
SKU-00768,Synthetic Product 00768,PALLET,AMBIENT,N,N,N
SKU-00769,Synthetic Product 00769,PALLET,AMBIENT,N,N,N
SKU-00770,Synthetic Product 00770,CASE,AMBIENT,Y,N,N
SKU-00771,Synthetic Product 00771,PALLET,AMBIENT,N,Y,N
SKU-00772,Synthetic Product 00772,EA,CHILLED,N,N,N
SKU-00773,Synthetic Product 00773,PALLET,AMBIENT,N,N,N
SKU-00774,Synthetic Product 00774,CASE,FROZEN,N,N,N
SKU-00775,Synthetic Product 00775,CASE,FROZEN,Y,N,N
SKU-00776,Synthetic Product 00776,PALLET,AMBIENT,Y,N,N
SKU-00777,Synthetic Product 00777,PALLET,AMBIENT,Y,N,N
SKU-00778,Synthetic Product 00778,EA,AMBIENT,Y,N,N
SKU-00779,Synthetic Product 00779,CASE,AMBIENT,N,N,N
SKU-00780,Synthetic Product 00780,PALLET,AMBIENT,Y,N,N
SKU-00781,Synthetic Product 00781,EA,AMBIENT,N,N,N
SKU-00782,Synthetic Product 00782,CASE,CHILLED,Y,N,N
SKU-00783,Synthetic Product 00783,CASE,AMBIENT,N,N,N
SKU-00784,Synthetic Product 00784,CASE,AMBIENT,Y,N,N
SKU-00785,Synthetic Product 00785,CASE,CHILLED,Y,N,N
SKU-00786,Synthetic Product 00786,CASE,AMBIENT,N,Y,N
SKU-00787,Synthetic Product 00787,EA,AMBIENT,N,N,N
