robot_id,warehouse_id,soc_pct,soh_pct,preferred_charger,charging_eligible,next_pm_days
RBT-0409,DC-10,86,96,DC-10-CHARGER-04,Y,32
RBT-0410,DC-10,25,74,DC-10-CHARGER-06,Y,112
RBT-0411,DC-10,22,85,DC-10-CHARGER-06,Y,4
RBT-0412,DC-11,92,84,DC-11-CHARGER-03,Y,97
RBT-0413,DC-11,74,91,DC-11-CHARGER-06,Y,71
RBT-0414,DC-11,84,68,DC-11-CHARGER-04,Y,-1
RBT-0415,DC-11,79,69,DC-11-CHARGER-07,N,4
RBT-0416,DC-11,30,92,DC-11-CHARGER-06,N,23
RBT-0417,DC-11,92,89,DC-11-CHARGER-06,Y,-4
RBT-0418,DC-11,34,79,DC-11-CHARGER-06,Y,76
RBT-0419,DC-11,55,86,DC-11-CHARGER-08,Y,-10
RBT-0420,DC-11,96,70,DC-11-CHARGER-03,Y,-7
RBT-0421,DC-11,32,80,DC-11-CHARGER-03,Y,92
RBT-0422,DC-11,19,82,DC-11-CHARGER-07,Y,-12
RBT-0423,DC-11,44,74,DC-11-CHARGER-04,Y,1
RBT-0424,DC-11,73,69,DC-11-CHARGER-05,Y,102
RBT-0425,DC-11,15,96,DC-11-CHARGER-06,Y,96
RBT-0426,DC-11,42,84,DC-11-CHARGER-03,Y,59
RBT-0427,DC-11,31,70,DC-11-CHARGER-07,Y,-14
RBT-0428,DC-11,77,93,DC-11-CHARGER-03,Y,-5
RBT-0429,DC-11,67,100,DC-11-CHARGER-06,Y,22
RBT-0430,DC-11,88,84,DC-11-CHARGER-06,Y,-10
RBT-0431,DC-11,69,70,DC-11-CHARGER-08,Y,60
RBT-0432,DC-11,73,88,DC-11-CHARGER-05,Y,56
RBT-0433,DC-11,16,73,DC-11-CHARGER-08,Y,67
RBT-0434,DC-11,79,93,DC-11-CHARGER-08,Y,42
RBT-0435,DC-11,73,85,DC-11-CHARGER-08,N,98
RBT-0436,DC-11,73,92,DC-11-CHARGER-03,N,106
RBT-0437,DC-11,100,74,DC-11-CHARGER-02,N,67
RBT-0438,DC-11,74,68,DC-11-CHARGER-06,Y,56
RBT-0439,DC-11,17,68,DC-11-CHARGER-07,Y,116
RBT-0440,DC-11,96,76,DC-11-CHARGER-04,Y,101
RBT-0441,DC-11,38,77,DC-11-CHARGER-02,Y,97
RBT-0442,DC-11,68,70,DC-11-CHARGER-06,N,43
RBT-0443,DC-11,47,97,DC-11-CHARGER-04,N,108
RBT-0444,DC-11,91,85,DC-11-CHARGER-03,Y,31
RBT-0445,DC-11,36,76,DC-11-CHARGER-08,Y,-7
RBT-0446,DC-12,91,71,DC-12-CHARGER-01,Y,-3
RBT-0447,DC-12,80,87,DC-12-CHARGER-02,Y,79
RBT-0448,DC-12,64,69,DC-12-CHARGER-04,N,52
RBT-0449,DC-12,46,76,DC-12-CHARGER-01,Y,70
RBT-0450,DC-12,77,99,DC-12-CHARGER-03,N,69
RBT-0451,DC-12,62,71,DC-12-CHARGER-07,Y,32
RBT-0452,DC-12,40,73,DC-12-CHARGER-01,Y,93
RBT-0453,DC-12,56,80,DC-12-CHARGER-04,Y,-13
RBT-0454,DC-12,99,89,DC-12-CHARGER-03,Y,86
RBT-0455,DC-12,85,83,DC-12-CHARGER-08,N,74
RBT-0456,DC-12,43,80,DC-12-CHARGER-05,Y,24
RBT-0457,DC-12,33,71,DC-12-CHARGER-07,Y,118
RBT-0458,DC-12,22,68,DC-12-CHARGER-06,Y,5
RBT-0459,DC-12,82,98,DC-12-CHARGER-08,Y,66
RBT-0460,DC-12,17,71,DC-12-CHARGER-07,Y,112
RBT-0461,DC-12,41,97,DC-12-CHARGER-08,Y,16
RBT-0462,DC-12,43,100,DC-12-CHARGER-03,Y,9
RBT-0463,DC-12,79,88,DC-12-CHARGER-08,Y,31
RBT-0464,DC-12,89,77,DC-12-CHARGER-08,Y,-5
RBT-0465,DC-12,22,99,DC-12-CHARGER-08,Y,113
RBT-0466,DC-12,48,69,DC-12-CHARGER-05,Y,67
RBT-0467,DC-12,97,85,DC-12-CHARGER-08,Y,80
RBT-0468,DC-12,75,92,DC-12-CHARGER-06,Y,35
RBT-0469,DC-12,47,81,DC-12-CHARGER-02,Y,49
RBT-0470,DC-12,10,99,DC-12-CHARGER-02,Y,55
RBT-0471,DC-12,93,72,DC-12-CHARGER-07,Y,59
RBT-0472,DC-12,45,91,DC-12-CHARGER-02,N,52
RBT-0473,DC-12,93,76,DC-12-CHARGER-06,N,115
RBT-0474,DC-12,62,77,DC-12-CHARGER-02,Y,47
RBT-0475,DC-12,35,76,DC-12-CHARGER-07,Y,47
RBT-0476,DC-12,77,91,DC-12-CHARGER-01,Y,88
RBT-0477,DC-12,92,79,DC-12-CHARGER-04,Y,80
RBT-0478,DC-12,35,100,DC-12-CHARGER-06,Y,-1
RBT-0479,DC-12,52,85,DC-12-CHARGER-07,Y,20
RBT-0480,DC-12,57,75,DC-12-CHARGER-01,Y,105
RBT-0481,DC-12,27,95,DC-12-CHARGER-01,Y,44
RBT-0482,DC-13,88,99,DC-13-CHARGER-05,Y,45
RBT-0483,DC-13,58,70,DC-13-CHARGER-04,Y,-3
RBT-0484,DC-13,49,82,DC-13-CHARGER-02,Y,113
RBT-0485,DC-13,90,90,DC-13-CHARGER-06,N,68
RBT-0486,DC-13,8,75,DC-13-CHARGER-02,Y,107
RBT-0487,DC-13,40,77,DC-13-CHARGER-02,Y,51
RBT-0488,DC-13,23,89,DC-13-CHARGER-07,Y,-11
RBT-0489,DC-13,28,93,DC-13-CHARGER-01,Y,-11
RBT-0490,DC-13,72,100,DC-13-CHARGER-03,Y,56
RBT-0491,DC-13,11,69,DC-13-CHARGER-06,Y,21
RBT-0492,DC-13,52,77,DC-13-CHARGER-05,Y,-15
RBT-0493,DC-13,8,71,DC-13-CHARGER-05,Y,29
RBT-0494,DC-13,24,86,DC-13-CHARGER-07,Y,-14
RBT-0495,DC-13,97,85,DC-13-CHARGER-03,Y,14
RBT-0496,DC-13,57,76,DC-13-CHARGER-05,Y,58
RBT-0497,DC-13,14,100,DC-13-CHARGER-02,Y,-14
RBT-0498,DC-13,95,79,DC-13-CHARGER-05,Y,33
RBT-0499,DC-13,11,98,DC-13-CHARGER-07,Y,39
RBT-0500,DC-13,79,89,DC-13-CHARGER-02,Y,30
RBT-0501,DC-13,49,73,DC-13-CHARGER-08,Y,114
RBT-0502,DC-13,88,94,DC-13-CHARGER-06,Y,70
RBT-0503,DC-13,91,95,DC-13-CHARGER-05,Y,6
RBT-0504,DC-13,92,84,DC-13-CHARGER-06,Y,63
RBT-0505,DC-13,48,81,DC-13-CHARGER-06,Y,-2
RBT-0506,DC-13,53,99,DC-13-CHARGER-04,Y,110
RBT-0507,DC-13,86,95,DC-13-CHARGER-05,Y,-15
RBT-0508,DC-13,24,85,DC-13-CHARGER-06,Y,2
RBT-0509,DC-13,75,70,DC-13-CHARGER-07,Y,77
RBT-0510,DC-13,37,75,DC-13-CHARGER-07,Y,20
RBT-0511,DC-13,32,75,DC-13-CHARGER-01,Y,39
RBT-0512,DC-13,67,79,DC-13-CHARGER-06,N,47
RBT-0513,DC-13,99,80,DC-13-CHARGER-05,Y,34
RBT-0514,DC-13,97,80,DC-13-CHARGER-05,Y,13
RBT-0515,DC-13,51,81,DC-13-CHARGER-08,N,67
RBT-0516,DC-13,64,69,DC-13-CHARGER-06,Y,58
RBT-0517,DC-13,97,68,DC-13-CHARGER-04,Y,112
RBT-0518,DC-13,12,89,DC-13-CHARGER-04,Y,-6
RBT-0519,DC-13,15,97,DC-13-CHARGER-02,Y,22
RBT-0520,DC-13,25,99,DC-13-CHARGER-07,Y,57
RBT-0521,DC-13,67,93,DC-13-CHARGER-04,Y,-6
RBT-0522,DC-13,49,77,DC-13-CHARGER-08,Y,80
RBT-0523,DC-13,83,86,DC-13-CHARGER-02,Y,41
RBT-0524,DC-13,36,74,DC-13-CHARGER-05,Y,-14
RBT-0525,DC-13,37,85,DC-13-CHARGER-07,Y,6
RBT-0526,DC-14,27,74,DC-14-CHARGER-03,Y,97
RBT-0527,DC-14,80,86,DC-14-CHARGER-05,Y,105
RBT-0528,DC-14,70,97,DC-14-CHARGER-06,Y,59
RBT-0529,DC-14,81,83,DC-14-CHARGER-04,Y,43
RBT-0530,DC-14,50,77,DC-14-CHARGER-08,Y,82
RBT-0531,DC-14,23,84,DC-14-CHARGER-03,Y,63
RBT-0532,DC-14,15,99,DC-14-CHARGER-08,Y,118
RBT-0533,DC-14,60,88,DC-14-CHARGER-05,Y,-2
RBT-0534,DC-14,64,81,DC-14-CHARGER-01,Y,88
RBT-0535,DC-14,34,86,DC-14-CHARGER-07,Y,62
RBT-0536,DC-14,93,95,DC-14-CHARGER-03,Y,27
RBT-0537,DC-14,61,100,DC-14-CHARGER-07,Y,120
RBT-0538,DC-14,34,82,DC-14-CHARGER-08,Y,52
RBT-0539,DC-14,13,91,DC-14-CHARGER-04,Y,98
RBT-0540,DC-14,98,77,DC-14-CHARGER-07,N,-3
RBT-0541,DC-14,18,84,DC-14-CHARGER-01,Y,67
RBT-0542,DC-14,64,100,DC-14-CHARGER-01,Y,103
RBT-0543,DC-14,71,74,DC-14-CHARGER-04,Y,49
RBT-0544,DC-14,73,79,DC-14-CHARGER-06,Y,62
RBT-0545,DC-14,23,95,DC-14-CHARGER-05,Y,72
RBT-0546,DC-14,60,86,DC-14-CHARGER-07,Y,40
RBT-0547,DC-14,16,85,DC-14-CHARGER-07,Y,45
RBT-0548,DC-14,80,78,DC-14-CHARGER-07,Y,-11
RBT-0549,DC-14,71,89,DC-14-CHARGER-05,Y,87
RBT-0550,DC-14,47,97,DC-14-CHARGER-07,Y,36
RBT-0551,DC-14,55,77,DC-14-CHARGER-07,Y,111
RBT-0552,DC-14,57,69,DC-14-CHARGER-03,Y,103
RBT-0553,DC-14,80,86,DC-14-CHARGER-05,Y,60
RBT-0554,DC-14,81,89,DC-14-CHARGER-01,Y,17
RBT-0555,DC-14,46,69,DC-14-CHARGER-07,Y,109
RBT-0556,DC-14,79,69,DC-14-CHARGER-03,Y,24
RBT-0557,DC-14,61,93,DC-14-CHARGER-01,Y,61
RBT-0558,DC-14,43,83,DC-14-CHARGER-02,Y,-11
RBT-0559,DC-14,41,95,DC-14-CHARGER-06,Y,1
RBT-0560,DC-14,40,95,DC-14-CHARGER-02,Y,98
RBT-0561,DC-14,81,83,DC-14-CHARGER-05,Y,62
RBT-0562,DC-14,19,96,DC-14-CHARGER-04,Y,88
RBT-0563,DC-14,69,83,DC-14-CHARGER-05,Y,59
RBT-0564,DC-14,78,84,DC-14-CHARGER-07,Y,88
RBT-0565,DC-14,97,85,DC-14-CHARGER-05,Y,39
RBT-0566,DC-15,99,83,DC-15-CHARGER-06,Y,92
RBT-0567,DC-15,86,76,DC-15-CHARGER-03,Y,-10
RBT-0568,DC-15,55,96,DC-15-CHARGER-03,Y,120
RBT-0569,DC-15,69,69,DC-15-CHARGER-08,Y,51
RBT-0570,DC-15,32,83,DC-15-CHARGER-02,Y,37
RBT-0571,DC-15,35,94,DC-15-CHARGER-02,Y,-14
RBT-0572,DC-15,98,84,DC-15-CHARGER-05,Y,86
RBT-0573,DC-15,41,72,DC-15-CHARGER-08,Y,-13
RBT-0574,DC-15,27,83,DC-15-CHARGER-04,Y,-7
RBT-0575,DC-15,73,88,DC-15-CHARGER-03,Y,-8
RBT-0576,DC-15,53,87,DC-15-CHARGER-04,Y,34
RBT-0577,DC-15,100,76,DC-15-CHARGER-07,Y,8
RBT-0578,DC-15,34,75,DC-15-CHARGER-07,Y,53
RBT-0579,DC-15,83,83,DC-15-CHARGER-02,Y,-10
RBT-0580,DC-15,49,70,DC-15-CHARGER-07,Y,68
RBT-0581,DC-15,38,70,DC-15-CHARGER-07,Y,35
RBT-0582,DC-15,74,96,DC-15-CHARGER-05,Y,30
RBT-0583,DC-15,82,97,DC-15-CHARGER-06,Y,65
RBT-0584,DC-15,34,69,DC-15-CHARGER-06,Y,20
RBT-0585,DC-15,65,85,DC-15-CHARGER-05,Y,84
RBT-0586,DC-15,58,89,DC-15-CHARGER-07,Y,19
RBT-0587,DC-15,52,87,DC-15-CHARGER-01,Y,18
RBT-0588,DC-15,95,81,DC-15-CHARGER-06,Y,26
RBT-0589,DC-15,87,77,DC-15-CHARGER-06,Y,39
RBT-0590,DC-15,91,92,DC-15-CHARGER-06,Y,17
RBT-0591,DC-15,61,95,DC-15-CHARGER-01,Y,90
RBT-0592,DC-15,66,96,DC-15-CHARGER-08,Y,81
RBT-0593,DC-15,37,72,DC-15-CHARGER-07,Y,72
RBT-0594,DC-15,71,81,DC-15-CHARGER-02,Y,78
RBT-0595,DC-16,58,77,DC-16-CHARGER-07,Y,67
RBT-0596,DC-16,26,69,DC-16-CHARGER-02,Y,-7
RBT-0597,DC-16,86,85,DC-16-CHARGER-06,Y,108
RBT-0598,DC-16,54,73,DC-16-CHARGER-02,Y,-5
RBT-0599,DC-16,52,85,DC-16-CHARGER-07,Y,21
RBT-0600,DC-16,29,100,DC-16-CHARGER-05,Y,-8
RBT-0601,DC-16,8,78,DC-16-CHARGER-07,Y,56
RBT-0602,DC-16,20,99,DC-16-CHARGER-03,Y,2
RBT-0603,DC-16,73,91,DC-16-CHARGER-03,Y,96
RBT-0604,DC-16,90,97,DC-16-CHARGER-08,Y,108
RBT-0605,DC-16,68,85,DC-16-CHARGER-05,Y,-3
RBT-0606,DC-16,56,90,DC-16-CHARGER-08,Y,117
RBT-0607,DC-16,19,98,DC-16-CHARGER-02,Y,65
RBT-0608,DC-16,52,80,DC-16-CHARGER-05,Y,31
RBT-0609,DC-16,16,86,DC-16-CHARGER-04,Y,91
RBT-0610,DC-16,16,92,DC-16-CHARGER-08,Y,29
RBT-0611,DC-16,26,75,DC-16-CHARGER-06,Y,106
RBT-0612,DC-16,57,79,DC-16-CHARGER-01,Y,29
RBT-0613,DC-16,82,91,DC-16-CHARGER-04,Y,55
RBT-0614,DC-16,49,78,DC-16-CHARGER-02,Y,81
RBT-0615,DC-16,98,80,DC-16-CHARGER-08,Y,115
RBT-0616,DC-16,50,90,DC-16-CHARGER-05,Y,9
RBT-0617,DC-16,33,98,DC-16-CHARGER-04,Y,-12
RBT-0618,DC-16,25,71,DC-16-CHARGER-02,Y,74
RBT-0619,DC-16,68,72,DC-16-CHARGER-04,Y,41
RBT-0620,DC-16,57,71,DC-16-CHARGER-06,Y,109
RBT-0621,DC-16,9,68,DC-16-CHARGER-01,Y,18
RBT-0622,DC-16,30,95,DC-16-CHARGER-01,Y,51
RBT-0623,DC-16,38,86,DC-16-CHARGER-01,Y,-7
RBT-0624,DC-16,19,69,DC-16-CHARGER-08,Y,46
RBT-0625,DC-16,38,91,DC-16-CHARGER-08,Y,16
RBT-0626,DC-16,68,100,DC-16-CHARGER-02,Y,84
RBT-0627,DC-16,87,92,DC-16-CHARGER-08,Y,99
RBT-0628,DC-16,26,75,DC-16-CHARGER-01,Y,15
RBT-0629,DC-16,25,85,DC-16-CHARGER-06,Y,99
RBT-0630,DC-16,65,84,DC-16-CHARGER-05,Y,69
RBT-0631,DC-16,94,92,DC-16-CHARGER-02,Y,31
RBT-0632,DC-16,32,75,DC-16-CHARGER-08,Y,91
RBT-0633,DC-17,41,93,DC-17-CHARGER-03,Y,-14
RBT-0634,DC-17,13,70,DC-17-CHARGER-02,Y,29
RBT-0635,DC-17,12,89,DC-17-CHARGER-02,Y,14
RBT-0636,DC-17,49,82,DC-17-CHARGER-03,Y,36
RBT-0637,DC-17,87,76,DC-17-CHARGER-07,Y,90
RBT-0638,DC-17,65,83,DC-17-CHARGER-07,Y,93
RBT-0639,DC-17,56,85,DC-17-CHARGER-05,Y,65
RBT-0640,DC-17,77,89,DC-17-CHARGER-03,Y,37
RBT-0641,DC-17,88,82,DC-17-CHARGER-07,Y,110
RBT-0642,DC-17,100,68,DC-17-CHARGER-03,Y,26
RBT-0643,DC-17,32,78,DC-17-CHARGER-01,Y,5
RBT-0644,DC-17,10,100,DC-17-CHARGER-01,N,42
RBT-0645,DC-17,52,99,DC-17-CHARGER-07,Y,77
RBT-0646,DC-17,100,83,DC-17-CHARGER-04,Y,89
RBT-0647,DC-17,69,96,DC-17-CHARGER-06,Y,27
RBT-0648,DC-17,49,80,DC-17-CHARGER-08,Y,93
RBT-0649,DC-17,38,80,DC-17-CHARGER-03,Y,112
RBT-0650,DC-17,73,100,DC-17-CHARGER-02,Y,77
RBT-0651,DC-17,79,99,DC-17-CHARGER-07,Y,117
RBT-0652,DC-17,96,69,DC-17-CHARGER-04,Y,120
RBT-0653,DC-17,36,69,DC-17-CHARGER-03,Y,-6
RBT-0654,DC-17,73,97,DC-17-CHARGER-07,Y,99
RBT-0655,DC-17,83,90,DC-17-CHARGER-01,Y,90
RBT-0656,DC-17,71,92,DC-17-CHARGER-04,Y,97
RBT-0657,DC-17,24,94,DC-17-CHARGER-04,Y,-9
RBT-0658,DC-17,75,68,DC-17-CHARGER-01,Y,11
RBT-0659,DC-17,62,90,DC-17-CHARGER-04,Y,119
RBT-0660,DC-17,58,100,DC-17-CHARGER-02,Y,46
RBT-0661,DC-17,34,72,DC-17-CHARGER-02,Y,64
RBT-0662,DC-17,81,96,DC-17-CHARGER-03,Y,87
RBT-0663,DC-17,65,74,DC-17-CHARGER-06,Y,-4
RBT-0664,DC-17,80,100,DC-17-CHARGER-05,N,117
RBT-0665,DC-17,32,91,DC-17-CHARGER-05,Y,97
RBT-0666,DC-17,86,68,DC-17-CHARGER-06,Y,87
RBT-0667,DC-17,57,75,DC-17-CHARGER-04,Y,29
RBT-0668,DC-18,63,90,DC-18-CHARGER-07,Y,31
RBT-0669,DC-18,57,75,DC-18-CHARGER-02,Y,80
RBT-0670,DC-18,67,90,DC-18-CHARGER-07,Y,52
RBT-0671,DC-18,54,68,DC-18-CHARGER-06,Y,6
RBT-0672,DC-18,83,73,DC-18-CHARGER-07,Y,113
RBT-0673,DC-18,85,87,DC-18-CHARGER-04,Y,94
RBT-0674,DC-18,14,85,DC-18-CHARGER-02,Y,57
RBT-0675,DC-18,13,93,DC-18-CHARGER-04,Y,45
RBT-0676,DC-18,9,69,DC-18-CHARGER-04,Y,3
RBT-0677,DC-18,59,85,DC-18-CHARGER-06,Y,75
RBT-0678,DC-18,76,97,DC-18-CHARGER-02,N,73
RBT-0679,DC-18,51,87,DC-18-CHARGER-07,Y,77
RBT-0680,DC-18,85,74,DC-18-CHARGER-03,Y,88
RBT-0681,DC-18,100,77,DC-18-CHARGER-07,Y,27
RBT-0682,DC-18,75,83,DC-18-CHARGER-08,Y,82
RBT-0683,DC-18,92,84,DC-18-CHARGER-01,Y,88
RBT-0684,DC-18,19,71,DC-18-CHARGER-04,Y,-11
RBT-0685,DC-18,64,68,DC-18-CHARGER-06,Y,77
RBT-0686,DC-18,26,88,DC-18-CHARGER-04,Y,81
RBT-0687,DC-18,33,76,DC-18-CHARGER-05,Y,62
RBT-0688,DC-18,32,75,DC-18-CHARGER-03,Y,13
RBT-0689,DC-18,63,97,DC-18-CHARGER-04,Y,-14
RBT-0690,DC-18,62,86,DC-18-CHARGER-06,Y,38
RBT-0691,DC-18,93,98,DC-18-CHARGER-06,Y,19
RBT-0692,DC-18,76,99,DC-18-CHARGER-07,Y,93
RBT-0693,DC-18,99,98,DC-18-CHARGER-02,Y,93
RBT-0694,DC-18,73,85,DC-18-CHARGER-08,Y,-11
RBT-0695,DC-18,45,86,DC-18-CHARGER-06,Y,115
RBT-0696,DC-18,35,70,DC-18-CHARGER-02,Y,91
RBT-0697,DC-18,58,98,DC-18-CHARGER-06,Y,61
RBT-0698,DC-18,24,81,DC-18-CHARGER-07,Y,58
RBT-0699,DC-18,85,100,DC-18-CHARGER-02,Y,27
RBT-0700,DC-18,47,78,DC-18-CHARGER-05,N,13
RBT-0701,DC-18,94,69,DC-18-CHARGER-07,Y,41
RBT-0702,DC-18,24,80,DC-18-CHARGER-08,Y,101
RBT-0703,DC-18,83,83,DC-18-CHARGER-06,Y,108
RBT-0704,DC-18,39,70,DC-18-CHARGER-04,Y,93
RBT-0705,DC-18,50,90,DC-18-CHARGER-07,Y,-11
RBT-0706,DC-18,95,77,DC-18-CHARGER-08,Y,-9
RBT-0707,DC-18,26,80,DC-18-CHARGER-06,Y,84
RBT-0708,DC-18,77,82,DC-18-CHARGER-03,Y,67
RBT-0709,DC-18,53,69,DC-18-CHARGER-04,Y,88
RBT-0710,DC-18,19,89,DC-18-CHARGER-05,Y,0
RBT-0711,DC-18,68,89,DC-18-CHARGER-01,Y,73
RBT-0712,DC-18,57,95,DC-18-CHARGER-02,Y,73
