warehouse_id,sku,location,wms_qty,erp_qty,vision_qty,reserved_qty,inventory_status,last_cycle_count_days
DC-04,SKU-00036,DC-04-Z09-B031,100,100,103,7,HOLD,40
DC-04,SKU-00819,DC-04-Z08-B055,73,73,76,4,QUARANTINE,91
DC-04,SKU-00576,DC-04-Z08-B063,100,100,97,11,AVAILABLE,162
DC-04,SKU-00852,DC-04-Z02-B005,109,109,108,13,AVAILABLE,162
DC-04,SKU-00162,DC-04-Z10-B056,182,182,182,12,AVAILABLE,121
DC-04,SKU-00811,DC-04-Z09-B036,208,210,211,16,QUARANTINE,45
DC-04,SKU-01135,DC-04-Z06-B063,71,69,71,16,AVAILABLE,77
DC-04,SKU-00171,DC-04-Z11-B001,112,112,112,16,AVAILABLE,31
DC-04,SKU-01118,DC-04-Z09-B019,10,8,10,4,HOLD,174
DC-04,SKU-00145,DC-04-Z07-B010,75,75,75,13,AVAILABLE,136
DC-04,SKU-00532,DC-04-Z02-B041,59,59,60,3,AVAILABLE,157
DC-04,SKU-00469,DC-04-Z12-B040,157,155,157,19,AVAILABLE,17
DC-04,SKU-00213,DC-04-Z04-B022,115,116,115,2,QUARANTINE,133
DC-04,SKU-00218,DC-04-Z01-B004,88,88,85,3,AVAILABLE,129
DC-04,SKU-00946,DC-04-Z04-B065,80,80,81,20,AVAILABLE,65
DC-04,SKU-01166,DC-04-Z09-B018,149,149,149,1,AVAILABLE,155
DC-04,SKU-00406,DC-04-Z02-B045,144,142,145,11,AVAILABLE,2
DC-04,SKU-01154,DC-04-Z01-B030,74,75,74,7,AVAILABLE,102
DC-04,SKU-00180,DC-04-Z11-B004,69,69,69,1,AVAILABLE,21
DC-04,SKU-00764,DC-04-Z01-B061,61,61,61,13,AVAILABLE,54
DC-04,SKU-00501,DC-04-Z02-B001,212,210,212,2,AVAILABLE,61
DC-04,SKU-00151,DC-04-Z02-B058,89,89,89,19,AVAILABLE,0
DC-04,SKU-00514,DC-04-Z05-B002,15,15,15,14,AVAILABLE,84
DC-04,SKU-00090,DC-04-Z11-B012,140,140,140,2,AVAILABLE,24
DC-04,SKU-00442,DC-04-Z11-B012,171,170,170,0,AVAILABLE,65
DC-04,SKU-00008,DC-04-Z04-B030,154,156,154,0,AVAILABLE,102
DC-04,SKU-00915,DC-04-Z01-B015,43,45,43,17,AVAILABLE,180
DC-04,SKU-01088,DC-04-Z04-B002,187,185,190,5,AVAILABLE,32
DC-04,SKU-00331,DC-04-Z10-B053,161,161,161,2,AVAILABLE,88
DC-04,SKU-01174,DC-04-Z08-B011,220,220,223,3,HOLD,179
DC-04,SKU-00658,DC-04-Z12-B048,46,46,49,10,AVAILABLE,180
DC-04,SKU-00057,DC-04-Z04-B079,183,182,186,15,AVAILABLE,52
DC-04,SKU-00594,DC-04-Z05-B012,6,5,9,2,AVAILABLE,66
DC-04,SKU-00430,DC-04-Z06-B033,129,130,129,9,AVAILABLE,80
DC-04,SKU-00751,DC-04-Z05-B061,65,65,65,7,AVAILABLE,14
DC-04,SKU-00155,DC-04-Z07-B031,173,173,170,13,AVAILABLE,116
DC-04,SKU-00935,DC-04-Z01-B076,62,64,63,1,AVAILABLE,37
DC-04,SKU-00211,DC-04-Z03-B061,49,47,52,15,AVAILABLE,26
DC-04,SKU-00508,DC-04-Z04-B065,201,201,201,20,QUARANTINE,165
DC-04,SKU-00166,DC-04-Z10-B076,91,91,91,19,QUARANTINE,149
DC-04,SKU-00710,DC-04-Z07-B041,121,121,122,9,AVAILABLE,71
DC-04,SKU-00471,DC-04-Z11-B043,62,62,65,8,AVAILABLE,0
DC-04,SKU-01056,DC-04-Z01-B032,11,11,8,4,AVAILABLE,30
DC-04,SKU-01172,DC-04-Z01-B015,84,86,84,7,AVAILABLE,12
DC-04,SKU-00734,DC-04-Z07-B021,129,129,130,14,AVAILABLE,90
DC-04,SKU-01063,DC-04-Z06-B050,128,126,131,17,AVAILABLE,170
DC-04,SKU-00875,DC-04-Z03-B065,113,113,114,19,AVAILABLE,86
DC-04,SKU-01127,DC-04-Z09-B012,135,135,135,0,AVAILABLE,86
DC-04,SKU-00334,DC-04-Z12-B053,124,123,121,12,AVAILABLE,115
DC-04,SKU-00136,DC-04-Z03-B029,122,122,122,7,AVAILABLE,41
DC-04,SKU-00419,DC-04-Z04-B014,172,172,173,10,AVAILABLE,148
DC-04,SKU-00227,DC-04-Z11-B067,112,112,112,10,HOLD,143
DC-04,SKU-00782,DC-04-Z03-B073,94,94,94,4,AVAILABLE,79
DC-04,SKU-01003,DC-04-Z10-B047,58,57,58,11,AVAILABLE,111
DC-04,SKU-00495,DC-04-Z03-B012,67,67,67,9,AVAILABLE,131
DC-04,SKU-00611,DC-04-Z10-B043,36,37,36,16,AVAILABLE,44
DC-04,SKU-00158,DC-04-Z12-B045,209,211,209,1,HOLD,8
DC-04,SKU-00984,DC-04-Z11-B043,3,5,3,2,AVAILABLE,129
DC-04,SKU-00041,DC-04-Z02-B031,27,26,27,2,AVAILABLE,173
DC-04,SKU-00047,DC-04-Z01-B045,123,123,122,16,HOLD,137
DC-04,SKU-01047,DC-04-Z01-B008,42,42,42,13,QUARANTINE,6
DC-04,SKU-00630,DC-04-Z09-B045,92,94,91,2,AVAILABLE,55
DC-04,SKU-01132,DC-04-Z03-B008,81,79,81,2,AVAILABLE,165
DC-04,SKU-00959,DC-04-Z10-B071,210,210,211,10,AVAILABLE,90
DC-04,SKU-00973,DC-04-Z12-B039,155,154,156,11,AVAILABLE,89
DC-04,SKU-01051,DC-04-Z05-B040,100,98,100,2,AVAILABLE,41
DC-04,SKU-00103,DC-04-Z02-B025,43,42,43,0,QUARANTINE,108
DC-04,SKU-00427,DC-04-Z12-B047,177,177,178,1,AVAILABLE,25
DC-04,SKU-00991,DC-04-Z12-B063,39,38,42,14,AVAILABLE,81
DC-04,SKU-00727,DC-04-Z12-B005,60,58,61,19,AVAILABLE,164
DC-04,SKU-00132,DC-04-Z11-B011,177,175,180,2,AVAILABLE,125
DC-04,SKU-00284,DC-04-Z07-B052,66,66,67,4,AVAILABLE,35
DC-04,SKU-00195,DC-04-Z09-B077,140,142,141,9,AVAILABLE,69
DC-04,SKU-00478,DC-04-Z10-B075,108,108,108,3,AVAILABLE,18
DC-04,SKU-01000,DC-04-Z03-B039,177,176,174,4,AVAILABLE,13
DC-04,SKU-01029,DC-04-Z10-B045,190,191,190,18,QUARANTINE,95
DC-04,SKU-00773,DC-04-Z08-B022,86,86,89,5,AVAILABLE,124
DC-04,SKU-00005,DC-04-Z04-B006,191,191,190,13,AVAILABLE,0
DC-04,SKU-01016,DC-04-Z03-B033,87,87,87,6,AVAILABLE,26
DC-04,SKU-00966,DC-04-Z07-B042,152,152,152,19,QUARANTINE,137
DC-04,SKU-00454,DC-04-Z12-B012,205,205,204,5,AVAILABLE,12
DC-04,SKU-00088,DC-04-Z04-B067,206,206,206,15,HOLD,1
DC-04,SKU-00951,DC-04-Z04-B006,130,130,131,5,QUARANTINE,130
DC-04,SKU-00537,DC-04-Z07-B025,72,70,71,9,AVAILABLE,49
DC-04,SKU-00528,DC-04-Z05-B024,59,58,59,18,AVAILABLE,16
DC-04,SKU-00580,DC-04-Z06-B019,201,199,201,3,HOLD,5
DC-04,SKU-00370,DC-04-Z03-B014,102,102,102,0,AVAILABLE,71
DC-04,SKU-00720,DC-04-Z03-B028,163,164,163,1,AVAILABLE,134
DC-04,SKU-00288,DC-04-Z06-B010,219,219,219,16,AVAILABLE,92
DC-04,SKU-01037,DC-04-Z07-B057,211,211,211,7,QUARANTINE,75
DC-04,SKU-00188,DC-04-Z06-B043,124,125,121,0,AVAILABLE,46
DC-04,SKU-00516,DC-04-Z10-B009,48,48,49,19,AVAILABLE,132
DC-04,SKU-00376,DC-04-Z02-B006,148,148,151,7,AVAILABLE,61
DC-04,SKU-01175,DC-04-Z06-B001,164,165,161,17,AVAILABLE,18
DC-04,SKU-00809,DC-04-Z10-B059,14,16,14,4,AVAILABLE,111
DC-04,SKU-00895,DC-04-Z09-B078,75,75,75,12,AVAILABLE,156
DC-04,SKU-00014,DC-04-Z01-B037,96,96,99,14,AVAILABLE,42
DC-04,SKU-00326,DC-04-Z10-B079,90,90,89,8,AVAILABLE,174
DC-04,SKU-00296,DC-04-Z07-B075,201,199,204,19,AVAILABLE,16
DC-04,SKU-01101,DC-04-Z02-B080,91,90,88,4,AVAILABLE,163
DC-04,SKU-00752,DC-04-Z04-B057,16,14,16,16,HOLD,177
DC-04,SKU-00420,DC-04-Z11-B052,12,12,11,2,AVAILABLE,137
DC-04,SKU-00089,DC-04-Z01-B008,115,113,116,6,HOLD,103
DC-04,SKU-00674,DC-04-Z07-B043,70,68,70,20,AVAILABLE,125
DC-04,SKU-00801,DC-04-Z12-B037,211,211,211,1,AVAILABLE,106
DC-04,SKU-00837,DC-04-Z08-B030,65,67,66,13,AVAILABLE,169
DC-04,SKU-00112,DC-04-Z11-B080,185,185,188,5,AVAILABLE,50
DC-04,SKU-00598,DC-04-Z08-B059,12,11,9,11,AVAILABLE,36
DC-04,SKU-01102,DC-04-Z02-B054,73,73,70,3,AVAILABLE,29
DC-04,SKU-00206,DC-04-Z03-B022,58,59,55,14,QUARANTINE,50
DC-04,SKU-00713,DC-04-Z06-B015,61,61,61,16,AVAILABLE,91
DC-04,SKU-00687,DC-04-Z11-B049,118,118,118,1,AVAILABLE,158
DC-04,SKU-00201,DC-04-Z07-B067,46,46,49,15,AVAILABLE,18
DC-04,SKU-00614,DC-04-Z09-B018,96,97,96,11,AVAILABLE,71
DC-04,SKU-00022,DC-04-Z05-B041,220,220,217,13,AVAILABLE,66
DC-04,SKU-00325,DC-04-Z11-B042,209,209,212,20,AVAILABLE,98
DC-04,SKU-00606,DC-04-Z12-B018,129,129,129,2,AVAILABLE,25
DC-04,SKU-01095,DC-04-Z12-B069,40,40,39,8,QUARANTINE,167
DC-04,SKU-00908,DC-04-Z05-B045,102,104,102,11,AVAILABLE,64
DC-04,SKU-00939,DC-04-Z01-B011,181,182,182,0,AVAILABLE,178
DC-04,SKU-00860,DC-04-Z02-B033,36,36,36,18,AVAILABLE,14
DC-04,SKU-00954,DC-04-Z07-B076,164,163,164,10,AVAILABLE,9
DC-04,SKU-00898,DC-04-Z08-B048,106,106,109,10,AVAILABLE,5
DC-04,SKU-01144,DC-04-Z12-B056,117,119,120,2,AVAILABLE,19
DC-04,SKU-00903,DC-04-Z02-B013,192,190,193,14,HOLD,166
DC-04,SKU-01023,DC-04-Z03-B067,0,0,0,0,AVAILABLE,89
DC-04,SKU-00097,DC-04-Z07-B003,202,202,203,16,AVAILABLE,4
DC-04,SKU-00556,DC-04-Z12-B068,166,165,167,15,AVAILABLE,88
DC-04,SKU-00728,DC-04-Z02-B047,17,17,17,16,AVAILABLE,142
DC-04,SKU-00380,DC-04-Z10-B077,143,142,144,19,AVAILABLE,146
DC-04,SKU-00099,DC-04-Z08-B029,127,128,128,10,AVAILABLE,11
DC-04,SKU-00311,DC-04-Z11-B018,41,39,41,4,AVAILABLE,89
DC-04,SKU-01145,DC-04-Z02-B072,49,49,49,12,AVAILABLE,158
DC-04,SKU-00023,DC-04-Z07-B051,176,176,177,9,AVAILABLE,105
DC-04,SKU-00159,DC-04-Z06-B067,140,140,143,10,AVAILABLE,38
DC-04,SKU-00094,DC-04-Z08-B069,129,129,128,15,AVAILABLE,104
DC-04,SKU-00813,DC-04-Z09-B071,190,190,187,3,AVAILABLE,144
DC-04,SKU-00063,DC-04-Z03-B078,11,11,14,10,AVAILABLE,40
DC-04,SKU-00357,DC-04-Z04-B030,54,54,57,2,QUARANTINE,163
DC-04,SKU-00893,DC-04-Z10-B005,109,110,108,5,AVAILABLE,174
DC-04,SKU-00964,DC-04-Z08-B049,75,75,75,2,AVAILABLE,146
DC-04,SKU-00058,DC-04-Z12-B064,133,133,133,12,AVAILABLE,99
DC-04,SKU-01124,DC-04-Z05-B024,132,130,131,13,AVAILABLE,164
DC-04,SKU-00565,DC-04-Z03-B007,183,181,183,13,AVAILABLE,12
DC-04,SKU-00967,DC-04-Z03-B057,191,191,192,14,AVAILABLE,180
DC-04,SKU-00707,DC-04-Z01-B008,12,12,13,3,AVAILABLE,125
DC-04,SKU-00313,DC-04-Z09-B046,79,78,76,3,AVAILABLE,175
DC-04,SKU-00273,DC-04-Z08-B055,73,73,74,14,AVAILABLE,73
DC-04,SKU-01198,DC-04-Z01-B067,147,149,148,20,AVAILABLE,165
DC-04,SKU-00179,DC-04-Z12-B044,149,149,148,9,AVAILABLE,19
DC-04,SKU-00978,DC-04-Z09-B006,59,59,56,14,AVAILABLE,153
DC-04,SKU-00422,DC-04-Z02-B059,35,37,34,19,AVAILABLE,31
DC-04,SKU-01099,DC-04-Z04-B020,116,116,119,13,AVAILABLE,101
DC-04,SKU-00748,DC-04-Z12-B028,59,60,59,3,QUARANTINE,13
DC-04,SKU-01129,DC-04-Z01-B035,144,146,145,13,AVAILABLE,179
DC-04,SKU-00877,DC-04-Z08-B003,19,19,19,3,AVAILABLE,113
DC-04,SKU-00542,DC-04-Z03-B061,172,172,175,17,AVAILABLE,1
DC-04,SKU-00977,DC-04-Z02-B011,206,207,206,6,AVAILABLE,24
DC-04,SKU-00840,DC-04-Z06-B055,203,203,200,1,AVAILABLE,33
DC-04,SKU-00183,DC-04-Z06-B025,98,100,97,17,AVAILABLE,144
DC-04,SKU-00817,DC-04-Z12-B020,199,200,198,20,AVAILABLE,104
DC-04,SKU-00292,DC-04-Z09-B018,160,160,159,17,AVAILABLE,145
DC-04,SKU-00263,DC-04-Z05-B025,186,185,186,2,AVAILABLE,53
DC-04,SKU-00131,DC-04-Z11-B071,71,70,71,20,AVAILABLE,138
DC-04,SKU-00246,DC-04-Z11-B075,142,144,141,12,AVAILABLE,163
DC-04,SKU-00787,DC-04-Z10-B063,16,16,16,15,AVAILABLE,65
DC-04,SKU-01185,DC-04-Z03-B041,46,45,47,20,AVAILABLE,81
DC-04,SKU-00435,DC-04-Z05-B024,129,128,130,14,AVAILABLE,17
DC-04,SKU-00769,DC-04-Z07-B051,105,104,108,13,QUARANTINE,88
DC-04,SKU-01157,DC-04-Z10-B059,206,205,206,2,AVAILABLE,157
DC-04,SKU-01073,DC-04-Z07-B020,202,204,199,10,AVAILABLE,91
DC-04,SKU-00429,DC-04-Z05-B058,159,159,159,18,AVAILABLE,17
DC-04,SKU-00615,DC-04-Z10-B063,185,184,185,5,AVAILABLE,150
DC-04,SKU-01052,DC-04-Z07-B008,109,108,109,10,QUARANTINE,119
DC-04,SKU-01164,DC-04-Z02-B030,49,49,49,9,AVAILABLE,177
DC-04,SKU-00677,DC-04-Z04-B048,101,102,98,1,AVAILABLE,157
DC-04,SKU-00364,DC-04-Z12-B067,183,183,182,4,AVAILABLE,43
DC-04,SKU-00971,DC-04-Z06-B040,170,170,170,11,AVAILABLE,3
DC-04,SKU-00035,DC-04-Z08-B063,149,149,146,4,AVAILABLE,101
DC-04,SKU-00146,DC-04-Z10-B033,27,27,27,2,AVAILABLE,179
DC-04,SKU-00762,DC-04-Z05-B019,173,173,174,10,AVAILABLE,88
DC-04,SKU-01168,DC-04-Z10-B075,116,116,115,19,AVAILABLE,70
DC-04,SKU-00082,DC-04-Z10-B075,66,67,66,2,AVAILABLE,127
DC-04,SKU-01028,DC-04-Z10-B061,83,83,83,2,AVAILABLE,77
DC-04,SKU-00020,DC-04-Z08-B004,16,16,13,10,AVAILABLE,16
DC-04,SKU-01190,DC-04-Z06-B013,4,4,4,4,AVAILABLE,158
DC-04,SKU-00663,DC-04-Z05-B017,197,197,194,16,AVAILABLE,2
DC-04,SKU-00138,DC-04-Z05-B009,194,196,194,13,AVAILABLE,118
DC-04,SKU-00149,DC-04-Z04-B038,121,121,121,6,QUARANTINE,101
DC-04,SKU-00170,DC-04-Z12-B042,204,204,207,11,AVAILABLE,139
DC-04,SKU-00502,DC-04-Z09-B003,185,185,188,13,AVAILABLE,51
DC-04,SKU-00641,DC-04-Z02-B041,36,36,37,10,HOLD,163
DC-04,SKU-01140,DC-04-Z11-B071,65,63,65,0,AVAILABLE,135
DC-04,SKU-01072,DC-04-Z07-B035,143,143,143,15,AVAILABLE,14
DC-04,SKU-00714,DC-04-Z09-B019,118,118,117,11,AVAILABLE,110
DC-04,SKU-00863,DC-04-Z02-B051,103,103,102,17,AVAILABLE,175
DC-04,SKU-00792,DC-04-Z12-B025,53,51,56,17,QUARANTINE,153
DC-04,SKU-00358,DC-04-Z03-B051,178,178,179,2,AVAILABLE,178
DC-04,SKU-00374,DC-04-Z06-B005,49,49,49,8,AVAILABLE,105
DC-04,SKU-00437,DC-04-Z07-B052,15,17,14,9,AVAILABLE,76
DC-04,SKU-00688,DC-04-Z08-B049,103,104,103,10,AVAILABLE,148
DC-04,SKU-00974,DC-04-Z05-B015,15,17,15,13,AVAILABLE,147
DC-04,SKU-00670,DC-04-Z06-B073,158,158,158,4,AVAILABLE,157
DC-04,SKU-01077,DC-04-Z04-B051,135,135,135,17,AVAILABLE,52
DC-04,SKU-00322,DC-04-Z08-B053,112,112,113,13,AVAILABLE,41
DC-04,SKU-00185,DC-04-Z06-B036,182,181,182,14,AVAILABLE,158
DC-04,SKU-01093,DC-04-Z12-B077,141,141,138,9,AVAILABLE,180
DC-04,SKU-00120,DC-04-Z07-B048,192,192,195,1,AVAILABLE,26
DC-04,SKU-00678,DC-04-Z10-B055,161,160,161,13,AVAILABLE,74
DC-04,SKU-00574,DC-04-Z09-B012,117,115,116,1,QUARANTINE,77
DC-04,SKU-00650,DC-04-Z11-B048,98,100,99,11,AVAILABLE,61
DC-04,SKU-01131,DC-04-Z02-B063,17,17,17,5,AVAILABLE,146
DC-04,SKU-00456,DC-04-Z11-B076,62,62,62,15,QUARANTINE,105
DC-04,SKU-01008,DC-04-Z02-B072,10,11,10,10,AVAILABLE,76
DC-04,SKU-00208,DC-04-Z08-B073,15,16,15,8,AVAILABLE,173
DC-04,SKU-01105,DC-04-Z04-B056,5,5,8,5,AVAILABLE,72
DC-04,SKU-00262,DC-04-Z01-B073,38,38,38,13,AVAILABLE,42
DC-04,SKU-00212,DC-04-Z04-B011,153,153,156,2,AVAILABLE,171
DC-04,SKU-00467,DC-04-Z05-B034,120,119,123,20,AVAILABLE,99
DC-04,SKU-00639,DC-04-Z12-B054,99,100,99,0,AVAILABLE,6
DC-04,SKU-01033,DC-04-Z11-B019,73,73,73,14,AVAILABLE,94
DC-04,SKU-00488,DC-04-Z05-B043,66,66,69,17,AVAILABLE,153
DC-04,SKU-00928,DC-04-Z11-B068,58,59,55,5,AVAILABLE,48
DC-04,SKU-00554,DC-04-Z04-B021,200,202,199,0,AVAILABLE,51
DC-04,SKU-01183,DC-04-Z11-B046,114,114,114,19,AVAILABLE,115
DC-04,SKU-00927,DC-04-Z04-B008,149,151,152,1,AVAILABLE,21
DC-04,SKU-01004,DC-04-Z12-B050,76,76,79,3,AVAILABLE,138
DC-04,SKU-01071,DC-04-Z10-B009,104,106,103,4,QUARANTINE,26
DC-04,SKU-00076,DC-04-Z06-B035,177,177,174,7,AVAILABLE,27
DC-04,SKU-00347,DC-04-Z09-B067,117,117,117,13,AVAILABLE,123
DC-04,SKU-00261,DC-04-Z10-B027,12,12,12,6,AVAILABLE,85
DC-04,SKU-00165,DC-04-Z11-B068,40,40,40,12,AVAILABLE,75
DC-04,SKU-01058,DC-04-Z12-B070,216,215,217,17,AVAILABLE,144
DC-04,SKU-00975,DC-04-Z02-B034,74,76,75,0,AVAILABLE,62
DC-04,SKU-00215,DC-04-Z12-B044,91,90,92,16,HOLD,119
DC-04,SKU-00417,DC-04-Z02-B057,137,137,137,2,AVAILABLE,86
DC-04,SKU-01133,DC-04-Z03-B011,61,61,61,3,AVAILABLE,59
DC-04,SKU-00896,DC-04-Z04-B004,193,193,193,12,HOLD,21
DC-04,SKU-00012,DC-04-Z06-B078,187,187,190,18,AVAILABLE,35
DC-04,SKU-01171,DC-04-Z10-B051,37,39,37,5,AVAILABLE,128
DC-04,SKU-00731,DC-04-Z05-B068,20,18,19,13,HOLD,116
DC-04,SKU-00941,DC-04-Z09-B030,165,165,165,14,AVAILABLE,124
DC-04,SKU-01048,DC-04-Z03-B060,120,119,117,9,AVAILABLE,144
DC-04,SKU-00016,DC-04-Z09-B018,181,182,181,14,AVAILABLE,15
DC-04,SKU-00899,DC-04-Z12-B010,63,63,62,11,AVAILABLE,51
DC-04,SKU-00520,DC-04-Z05-B058,27,27,27,8,AVAILABLE,150
DC-04,SKU-00021,DC-04-Z06-B072,33,35,33,4,AVAILABLE,43
DC-04,SKU-00847,DC-04-Z11-B015,76,76,76,12,AVAILABLE,9
DC-04,SKU-00869,DC-04-Z12-B048,123,122,126,10,AVAILABLE,156
DC-04,SKU-00303,DC-04-Z08-B073,14,15,13,3,AVAILABLE,27
DC-04,SKU-00202,DC-04-Z09-B068,157,157,160,3,AVAILABLE,172
DC-04,SKU-01065,DC-04-Z08-B073,70,71,71,6,AVAILABLE,148
DC-04,SKU-00749,DC-04-Z12-B075,136,137,136,6,AVAILABLE,118
DC-04,SKU-00235,DC-04-Z03-B079,156,157,157,7,AVAILABLE,158
DC-04,SKU-00254,DC-04-Z07-B043,184,183,181,9,AVAILABLE,24
DC-04,SKU-00526,DC-04-Z08-B057,196,197,195,7,AVAILABLE,85
DC-04,SKU-00587,DC-04-Z07-B080,101,102,104,3,AVAILABLE,179
DC-04,SKU-00989,DC-04-Z12-B022,53,53,53,11,AVAILABLE,59
DC-04,SKU-01123,DC-04-Z09-B063,63,64,63,4,QUARANTINE,106
DC-04,SKU-00591,DC-04-Z06-B007,39,38,36,12,AVAILABLE,145
DC-04,SKU-00336,DC-04-Z04-B063,141,141,141,19,AVAILABLE,71
DC-04,SKU-00504,DC-04-Z07-B017,38,38,39,14,AVAILABLE,33
DC-04,SKU-00312,DC-04-Z10-B063,44,44,44,19,AVAILABLE,156
DC-04,SKU-00335,DC-04-Z05-B004,201,203,201,13,AVAILABLE,41
DC-04,SKU-01146,DC-04-Z01-B029,25,26,28,9,AVAILABLE,135
DC-04,SKU-00743,DC-04-Z04-B060,212,212,209,16,AVAILABLE,89
DC-04,SKU-00666,DC-04-Z10-B002,85,86,84,14,AVAILABLE,136
DC-04,SKU-00369,DC-04-Z11-B027,170,168,170,19,AVAILABLE,79
DC-04,SKU-00393,DC-04-Z01-B067,90,90,89,14,AVAILABLE,73
DC-04,SKU-00826,DC-04-Z09-B043,78,76,79,17,AVAILABLE,74
DC-04,SKU-00118,DC-04-Z02-B055,202,202,202,11,AVAILABLE,9
DC-04,SKU-01030,DC-04-Z01-B056,174,175,171,2,AVAILABLE,151
DC-04,SKU-00117,DC-04-Z02-B080,28,28,25,19,AVAILABLE,166
DC-04,SKU-00511,DC-04-Z05-B034,62,61,65,1,AVAILABLE,43
DC-04,SKU-00789,DC-04-Z01-B039,195,197,192,11,AVAILABLE,82
DC-04,SKU-00766,DC-04-Z12-B038,175,177,176,16,AVAILABLE,17
DC-04,SKU-00175,DC-04-Z08-B022,106,104,106,2,AVAILABLE,175
DC-04,SKU-00754,DC-04-Z04-B078,104,104,101,5,AVAILABLE,142
DC-04,SKU-00396,DC-04-Z02-B056,172,172,172,12,HOLD,103
DC-04,SKU-01159,DC-04-Z05-B050,93,94,93,13,AVAILABLE,180
DC-04,SKU-00575,DC-04-Z04-B040,153,152,156,3,AVAILABLE,78
DC-04,SKU-00559,DC-04-Z10-B032,1,0,1,1,AVAILABLE,137
DC-04,SKU-00356,DC-04-Z04-B005,203,201,203,14,QUARANTINE,165
DC-04,SKU-01019,DC-04-Z12-B004,110,112,110,10,QUARANTINE,97
DC-04,SKU-00390,DC-04-Z10-B018,115,115,114,20,HOLD,76
DC-04,SKU-00726,DC-04-Z12-B030,167,165,168,3,AVAILABLE,150
DC-04,SKU-00348,DC-04-Z02-B074,194,194,191,15,AVAILABLE,69
DC-04,SKU-00282,DC-04-Z09-B058,88,88,91,20,AVAILABLE,29
DC-04,SKU-00592,DC-04-Z06-B004,176,177,176,10,AVAILABLE,139
DC-04,SKU-01087,DC-04-Z06-B026,60,60,61,16,HOLD,53
DC-04,SKU-01021,DC-04-Z10-B007,146,145,149,11,AVAILABLE,175
DC-04,SKU-00838,DC-04-Z06-B077,46,46,46,20,AVAILABLE,95
DC-04,SKU-00737,DC-04-Z03-B050,177,178,177,7,AVAILABLE,19
DC-04,SKU-00900,DC-04-Z01-B070,202,204,202,18,QUARANTINE,123
DC-04,SKU-01104,DC-04-Z09-B005,182,183,182,18,AVAILABLE,86
DC-04,SKU-01136,DC-04-Z07-B003,46,45,46,8,AVAILABLE,35
DC-04,SKU-00950,DC-04-Z09-B012,68,69,67,16,AVAILABLE,101
DC-04,SKU-00605,DC-04-Z09-B006,76,76,75,20,HOLD,18
DC-04,SKU-00150,DC-04-Z09-B066,136,134,135,6,AVAILABLE,178
DC-04,SKU-01025,DC-04-Z02-B073,154,154,153,5,AVAILABLE,30
DC-04,SKU-00931,DC-04-Z08-B041,100,100,100,16,AVAILABLE,179
DC-04,SKU-01109,DC-04-Z09-B009,192,192,193,7,AVAILABLE,139
DC-04,SKU-00401,DC-04-Z03-B071,195,193,194,7,AVAILABLE,53
DC-04,SKU-01173,DC-04-Z06-B046,151,151,151,15,AVAILABLE,35
DC-04,SKU-00683,DC-04-Z04-B006,150,149,153,10,AVAILABLE,154
DC-04,SKU-00143,DC-04-Z01-B052,30,30,33,3,AVAILABLE,61
DC-04,SKU-00680,DC-04-Z12-B016,126,126,126,11,AVAILABLE,40
DC-04,SKU-00236,DC-04-Z04-B046,5,6,6,1,HOLD,93
DC-04,SKU-00544,DC-04-Z05-B067,2,2,2,1,HOLD,53
DC-04,SKU-00876,DC-04-Z05-B039,63,63,64,17,AVAILABLE,55
DC-04,SKU-00857,DC-04-Z07-B018,22,22,22,5,AVAILABLE,156
DC-04,SKU-01091,DC-04-Z10-B048,75,75,72,16,AVAILABLE,83
DC-04,SKU-00174,DC-04-Z11-B034,68,68,71,2,HOLD,79
DC-04,SKU-00444,DC-04-Z09-B028,193,194,192,4,AVAILABLE,83
DC-04,SKU-00461,DC-04-Z08-B006,124,126,121,15,AVAILABLE,100
DC-04,SKU-00523,DC-04-Z11-B045,195,195,194,1,AVAILABLE,98
DC-04,SKU-00232,DC-04-Z02-B022,7,7,6,4,AVAILABLE,25
DC-04,SKU-00231,DC-04-Z12-B036,177,177,177,13,AVAILABLE,95
DC-04,SKU-00260,DC-04-Z04-B040,65,65,68,18,AVAILABLE,91
DC-04,SKU-00802,DC-04-Z09-B014,50,50,53,3,AVAILABLE,14
DC-04,SKU-00547,DC-04-Z06-B029,108,108,108,20,HOLD,95
DC-04,SKU-00010,DC-04-Z10-B022,51,51,48,0,AVAILABLE,125
DC-04,SKU-01061,DC-04-Z01-B024,103,105,100,8,AVAILABLE,29
DC-04,SKU-00709,DC-04-Z12-B029,51,51,51,1,HOLD,118
DC-04,SKU-00955,DC-04-Z04-B078,81,81,80,2,AVAILABLE,68
DC-04,SKU-00698,DC-04-Z03-B073,177,177,177,3,AVAILABLE,136
DC-04,SKU-00329,DC-04-Z01-B078,98,98,99,9,AVAILABLE,23
DC-04,SKU-00441,DC-04-Z05-B015,14,12,13,6,AVAILABLE,32
DC-04,SKU-00039,DC-04-Z07-B044,153,155,156,14,HOLD,122
DC-04,SKU-00545,DC-04-Z03-B067,141,140,141,4,AVAILABLE,113
DC-04,SKU-00127,DC-04-Z02-B041,116,117,116,11,AVAILABLE,177
DC-04,SKU-00756,DC-04-Z05-B029,96,96,97,16,AVAILABLE,147
DC-04,SKU-00301,DC-04-Z12-B068,156,156,156,9,AVAILABLE,152
