order_id,warehouse_id,priority,created_at,carrier_cutoff,oms_status,wms_status,customer_region,service_level
ORD-000703,DC-17,EXPEDITE,2026-09-04T09:32:00,2026-09-04T15:32:00,EXCEPTION,EXCEPTION,LATAM,STANDARD
ORD-000704,DC-14,STANDARD,2026-08-10T23:08:00,2026-08-11T11:08:00,ALLOCATED,ALLOCATED,MEA,SAME_DAY
ORD-000705,DC-11,STANDARD,2026-08-31T18:29:00,2026-08-31T22:29:00,PACKING,EXCEPTION,EU,SAME_DAY
ORD-000706,DC-02,STANDARD,2026-08-28T07:36:00,2026-08-28T19:36:00,ALLOCATED,ALLOCATED,EU,NEXT_DAY
ORD-000707,DC-03,STANDARD,2026-09-02T10:40:00,2026-09-02T14:40:00,EXCEPTION,EXCEPTION,LATAM,SAME_DAY
ORD-000708,DC-18,STANDARD,2026-08-19T11:06:00,2026-08-19T23:06:00,RELEASED,EXCEPTION,MEA,NEXT_DAY
ORD-000709,DC-08,STANDARD,2026-08-18T11:25:00,2026-08-18T23:25:00,STAGED,STAGED,MEA,SAME_DAY
ORD-000710,DC-04,STANDARD,2026-08-16T14:08:00,2026-08-17T02:08:00,PACKING,PACKING,MEA,STANDARD
ORD-000711,DC-07,STANDARD,2026-08-09T09:39:00,2026-08-09T13:39:00,STAGED,EXCEPTION,APAC,STANDARD
ORD-000712,DC-03,STANDARD,2026-08-12T09:52:00,2026-08-12T15:52:00,STAGED,STAGED,MEA,STANDARD
ORD-000713,DC-14,CRITICAL,2026-08-29T20:34:00,2026-08-30T04:34:00,SHIPPED,SHIPPED,APAC,NEXT_DAY
ORD-000714,DC-09,STANDARD,2026-08-31T20:00:00,2026-09-01T04:00:00,ALLOCATED,EXCEPTION,APAC,NEXT_DAY
ORD-000715,DC-04,EXPEDITE,2026-08-11T20:32:00,2026-08-12T08:32:00,EXCEPTION,EXCEPTION,LATAM,SAME_DAY
ORD-000716,DC-14,STANDARD,2026-08-17T05:53:00,2026-08-17T11:53:00,PACKING,EXCEPTION,NA,NEXT_DAY
ORD-000717,DC-09,STANDARD,2026-08-29T21:59:00,2026-08-30T21:59:00,EXCEPTION,EXCEPTION,LATAM,SAME_DAY
ORD-000718,DC-17,STANDARD,2026-08-19T01:22:00,2026-08-19T07:22:00,PACKING,PACKING,LATAM,NEXT_DAY
ORD-000719,DC-05,STANDARD,2026-08-31T11:23:00,2026-08-31T19:23:00,PACKING,PACKING,APAC,NEXT_DAY
ORD-000720,DC-08,STANDARD,2026-08-09T19:36:00,2026-08-10T07:36:00,RELEASED,HOLD,NA,NEXT_DAY
ORD-000721,DC-14,STANDARD,2026-08-22T07:09:00,2026-08-22T19:09:00,ALLOCATED,EXCEPTION,NA,NEXT_DAY
ORD-000722,DC-09,STANDARD,2026-08-07T11:17:00,2026-08-08T11:17:00,RELEASED,RELEASED,LATAM,STANDARD
ORD-000723,DC-11,STANDARD,2026-08-22T00:28:00,2026-08-22T12:28:00,ALLOCATED,ALLOCATED,APAC,SAME_DAY
ORD-000724,DC-03,STANDARD,2026-09-03T17:03:00,2026-09-04T05:03:00,PACKING,PACKING,MEA,SAME_DAY
ORD-000725,DC-13,EXPEDITE,2026-08-28T16:19:00,2026-08-29T00:19:00,PICKING,EXCEPTION,NA,NEXT_DAY
ORD-000726,DC-17,STANDARD,2026-08-28T21:55:00,2026-08-29T03:55:00,SHIPPED,SHIPPED,LATAM,SAME_DAY
ORD-000727,DC-09,EXPEDITE,2026-08-25T05:15:00,2026-08-25T17:15:00,SHIPPED,HOLD,MEA,NEXT_DAY
ORD-000728,DC-02,STANDARD,2026-08-29T15:51:00,2026-08-29T19:51:00,SHIPPED,SHIPPED,LATAM,STANDARD
ORD-000729,DC-13,STANDARD,2026-08-02T13:11:00,2026-08-02T17:11:00,EXCEPTION,HOLD,APAC,SAME_DAY
ORD-000730,DC-18,CRITICAL,2026-08-17T22:03:00,2026-08-18T06:03:00,PACKING,HOLD,EU,STANDARD
ORD-000731,DC-18,STANDARD,2026-08-30T15:58:00,2026-08-30T19:58:00,PICKING,PICKING,APAC,SAME_DAY
ORD-000732,DC-14,STANDARD,2026-08-08T05:46:00,2026-08-08T09:46:00,SHIPPED,SHIPPED,EU,NEXT_DAY
ORD-000733,DC-01,EXPEDITE,2026-08-24T17:52:00,2026-08-25T05:52:00,STAGED,EXCEPTION,APAC,NEXT_DAY
ORD-000734,DC-08,EXPEDITE,2026-08-10T08:38:00,2026-08-10T14:38:00,EXCEPTION,EXCEPTION,MEA,NEXT_DAY
ORD-000735,DC-06,STANDARD,2026-08-28T01:56:00,2026-08-28T09:56:00,STAGED,STAGED,LATAM,SAME_DAY
ORD-000736,DC-16,STANDARD,2026-08-10T03:01:00,2026-08-10T09:01:00,RELEASED,RELEASED,MEA,STANDARD
ORD-000737,DC-14,EXPEDITE,2026-08-10T00:52:00,2026-08-10T12:52:00,RELEASED,RELEASED,NA,NEXT_DAY
ORD-000738,DC-17,STANDARD,2026-08-29T18:26:00,2026-08-30T00:26:00,PICKING,EXCEPTION,NA,STANDARD
ORD-000739,DC-02,STANDARD,2026-08-25T11:49:00,2026-08-25T19:49:00,EXCEPTION,EXCEPTION,MEA,STANDARD
ORD-000740,DC-16,STANDARD,2026-08-17T03:24:00,2026-08-17T09:24:00,ALLOCATED,ALLOCATED,MEA,SAME_DAY
ORD-000741,DC-15,CRITICAL,2026-08-23T13:03:00,2026-08-23T21:03:00,SHIPPED,SHIPPED,LATAM,SAME_DAY
ORD-000742,DC-15,STANDARD,2026-08-01T18:27:00,2026-08-02T06:27:00,SHIPPED,EXCEPTION,APAC,STANDARD
ORD-000743,DC-08,STANDARD,2026-08-28T16:42:00,2026-08-29T00:42:00,PACKING,EXCEPTION,EU,STANDARD
ORD-000744,DC-09,STANDARD,2026-09-05T00:49:00,2026-09-06T00:49:00,EXCEPTION,EXCEPTION,EU,NEXT_DAY
ORD-000745,DC-13,STANDARD,2026-08-11T03:24:00,2026-08-11T09:24:00,PICKING,PICKING,LATAM,STANDARD
ORD-000746,DC-04,STANDARD,2026-08-12T03:22:00,2026-08-12T11:22:00,EXCEPTION,HOLD,LATAM,STANDARD
ORD-000747,DC-13,STANDARD,2026-08-15T07:31:00,2026-08-16T07:31:00,RELEASED,EXCEPTION,LATAM,STANDARD
ORD-000748,DC-05,STANDARD,2026-08-19T11:52:00,2026-08-19T17:52:00,RELEASED,RELEASED,NA,NEXT_DAY
ORD-000749,DC-09,STANDARD,2026-09-04T18:47:00,2026-09-05T18:47:00,PICKING,EXCEPTION,MEA,STANDARD
ORD-000750,DC-09,STANDARD,2026-08-29T06:06:00,2026-08-29T14:06:00,ALLOCATED,HOLD,APAC,SAME_DAY
ORD-000751,DC-17,STANDARD,2026-08-31T18:03:00,2026-08-31T22:03:00,SHIPPED,HOLD,LATAM,SAME_DAY
ORD-000752,DC-02,EXPEDITE,2026-08-10T10:56:00,2026-08-11T10:56:00,SHIPPED,SHIPPED,NA,STANDARD
ORD-000753,DC-11,EXPEDITE,2026-08-15T23:29:00,2026-08-16T11:29:00,PACKING,HOLD,MEA,SAME_DAY
ORD-000754,DC-10,STANDARD,2026-08-17T13:27:00,2026-08-18T01:27:00,EXCEPTION,EXCEPTION,MEA,STANDARD
ORD-000755,DC-01,STANDARD,2026-08-24T12:19:00,2026-08-25T00:19:00,STAGED,HOLD,APAC,STANDARD
ORD-000756,DC-14,STANDARD,2026-08-29T18:42:00,2026-08-30T18:42:00,RELEASED,EXCEPTION,MEA,SAME_DAY
ORD-000757,DC-07,EXPEDITE,2026-09-03T09:37:00,2026-09-03T15:37:00,PICKING,PICKING,LATAM,SAME_DAY
ORD-000758,DC-12,EXPEDITE,2026-08-28T03:15:00,2026-08-28T11:15:00,PICKING,HOLD,NA,SAME_DAY
ORD-000759,DC-11,STANDARD,2026-08-25T01:30:00,2026-08-25T07:30:00,PACKING,HOLD,MEA,NEXT_DAY
ORD-000760,DC-16,STANDARD,2026-08-04T00:41:00,2026-08-05T00:41:00,PICKING,HOLD,NA,SAME_DAY
ORD-000761,DC-08,STANDARD,2026-08-07T11:49:00,2026-08-07T17:49:00,ALLOCATED,ALLOCATED,NA,SAME_DAY
ORD-000762,DC-07,STANDARD,2026-08-11T02:11:00,2026-08-12T02:11:00,ALLOCATED,ALLOCATED,EU,NEXT_DAY
ORD-000763,DC-10,STANDARD,2026-08-21T22:00:00,2026-08-22T02:00:00,ALLOCATED,HOLD,NA,NEXT_DAY
ORD-000764,DC-16,STANDARD,2026-08-06T17:33:00,2026-08-07T01:33:00,RELEASED,HOLD,LATAM,SAME_DAY
ORD-000765,DC-11,CRITICAL,2026-08-15T21:38:00,2026-08-16T01:38:00,STAGED,STAGED,EU,SAME_DAY
ORD-000766,DC-10,STANDARD,2026-09-01T01:32:00,2026-09-02T01:32:00,EXCEPTION,EXCEPTION,LATAM,SAME_DAY
ORD-000767,DC-08,EXPEDITE,2026-08-26T22:42:00,2026-08-27T06:42:00,RELEASED,RELEASED,NA,SAME_DAY
ORD-000768,DC-15,STANDARD,2026-08-15T03:13:00,2026-08-15T15:13:00,PACKING,EXCEPTION,EU,STANDARD
ORD-000769,DC-16,STANDARD,2026-08-01T11:51:00,2026-08-01T19:51:00,PICKING,PICKING,EU,SAME_DAY
ORD-000770,DC-04,STANDARD,2026-08-18T03:59:00,2026-08-18T09:59:00,ALLOCATED,HOLD,MEA,NEXT_DAY
ORD-000771,DC-14,STANDARD,2026-08-25T00:57:00,2026-08-25T06:57:00,STAGED,STAGED,LATAM,SAME_DAY
ORD-000772,DC-06,EXPEDITE,2026-09-04T07:53:00,2026-09-04T15:53:00,PICKING,EXCEPTION,NA,STANDARD
ORD-000773,DC-15,STANDARD,2026-08-01T14:51:00,2026-08-01T22:51:00,PACKING,EXCEPTION,LATAM,SAME_DAY
ORD-000774,DC-04,EXPEDITE,2026-09-01T14:23:00,2026-09-01T20:23:00,RELEASED,EXCEPTION,LATAM,STANDARD
ORD-000775,DC-03,STANDARD,2026-08-25T06:01:00,2026-08-26T06:01:00,RELEASED,EXCEPTION,LATAM,SAME_DAY
ORD-000776,DC-17,STANDARD,2026-08-17T11:54:00,2026-08-17T19:54:00,PACKING,PACKING,APAC,NEXT_DAY
ORD-000777,DC-05,CRITICAL,2026-08-07T21:32:00,2026-08-08T09:32:00,RELEASED,RELEASED,APAC,STANDARD
ORD-000778,DC-15,STANDARD,2026-08-13T00:09:00,2026-08-13T12:09:00,STAGED,STAGED,EU,NEXT_DAY
ORD-000779,DC-06,STANDARD,2026-08-05T11:01:00,2026-08-05T19:01:00,STAGED,EXCEPTION,NA,SAME_DAY
ORD-000780,DC-13,STANDARD,2026-08-22T04:49:00,2026-08-22T08:49:00,STAGED,STAGED,NA,STANDARD
ORD-000781,DC-01,STANDARD,2026-08-31T23:05:00,2026-09-01T07:05:00,ALLOCATED,EXCEPTION,LATAM,SAME_DAY
ORD-000782,DC-06,STANDARD,2026-09-01T15:24:00,2026-09-01T23:24:00,RELEASED,RELEASED,LATAM,STANDARD
ORD-000783,DC-12,STANDARD,2026-08-22T20:35:00,2026-08-23T02:35:00,ALLOCATED,EXCEPTION,NA,STANDARD
ORD-000784,DC-17,STANDARD,2026-08-02T02:31:00,2026-08-02T10:31:00,RELEASED,EXCEPTION,LATAM,STANDARD
ORD-000785,DC-13,STANDARD,2026-08-11T13:46:00,2026-08-11T21:46:00,EXCEPTION,EXCEPTION,LATAM,SAME_DAY
ORD-000786,DC-13,EXPEDITE,2026-09-02T04:55:00,2026-09-02T16:55:00,ALLOCATED,EXCEPTION,LATAM,STANDARD
ORD-000787,DC-04,EXPEDITE,2026-08-31T07:02:00,2026-08-31T11:02:00,PICKING,PICKING,NA,STANDARD
ORD-000788,DC-03,STANDARD,2026-08-18T19:24:00,2026-08-18T23:24:00,SHIPPED,SHIPPED,MEA,NEXT_DAY
ORD-000789,DC-06,STANDARD,2026-08-02T06:41:00,2026-08-02T10:41:00,SHIPPED,HOLD,LATAM,STANDARD
ORD-000790,DC-10,CRITICAL,2026-08-21T05:17:00,2026-08-21T17:17:00,ALLOCATED,ALLOCATED,MEA,STANDARD
ORD-000791,DC-17,STANDARD,2026-08-07T21:38:00,2026-08-08T03:38:00,SHIPPED,SHIPPED,EU,STANDARD
ORD-000792,DC-05,EXPEDITE,2026-08-15T07:27:00,2026-08-15T19:27:00,PACKING,PACKING,LATAM,NEXT_DAY
ORD-000793,DC-11,EXPEDITE,2026-08-02T04:32:00,2026-08-03T04:32:00,RELEASED,EXCEPTION,LATAM,NEXT_DAY
ORD-000794,DC-15,STANDARD,2026-09-04T16:12:00,2026-09-04T22:12:00,SHIPPED,SHIPPED,NA,STANDARD
ORD-000795,DC-05,STANDARD,2026-08-07T18:05:00,2026-08-08T02:05:00,EXCEPTION,EXCEPTION,MEA,SAME_DAY
ORD-000796,DC-09,EXPEDITE,2026-08-19T21:25:00,2026-08-20T03:25:00,EXCEPTION,HOLD,LATAM,NEXT_DAY
ORD-000797,DC-06,STANDARD,2026-09-02T12:28:00,2026-09-03T00:28:00,PACKING,PACKING,LATAM,SAME_DAY
ORD-000798,DC-12,STANDARD,2026-09-04T20:32:00,2026-09-05T00:32:00,PICKING,EXCEPTION,NA,STANDARD
ORD-000799,DC-03,STANDARD,2026-09-01T09:51:00,2026-09-02T09:51:00,EXCEPTION,EXCEPTION,APAC,STANDARD
ORD-000800,DC-18,STANDARD,2026-08-20T08:03:00,2026-08-21T08:03:00,PACKING,EXCEPTION,NA,STANDARD
ORD-000801,DC-09,STANDARD,2026-08-15T08:16:00,2026-08-15T16:16:00,SHIPPED,SHIPPED,APAC,NEXT_DAY
ORD-000802,DC-08,STANDARD,2026-08-12T08:10:00,2026-08-12T12:10:00,EXCEPTION,HOLD,LATAM,SAME_DAY
ORD-000803,DC-10,STANDARD,2026-08-04T12:41:00,2026-08-04T18:41:00,PICKING,EXCEPTION,APAC,STANDARD
ORD-000804,DC-10,STANDARD,2026-08-25T20:37:00,2026-08-26T08:37:00,PACKING,PACKING,APAC,STANDARD
ORD-000805,DC-07,STANDARD,2026-08-30T12:42:00,2026-08-31T12:42:00,SHIPPED,SHIPPED,MEA,NEXT_DAY
ORD-000806,DC-12,STANDARD,2026-08-29T12:14:00,2026-08-29T18:14:00,PICKING,HOLD,MEA,NEXT_DAY
ORD-000807,DC-13,STANDARD,2026-08-17T11:14:00,2026-08-17T17:14:00,RELEASED,RELEASED,EU,SAME_DAY
ORD-000808,DC-14,STANDARD,2026-08-11T01:13:00,2026-08-11T05:13:00,PICKING,EXCEPTION,MEA,STANDARD
ORD-000809,DC-18,STANDARD,2026-08-20T16:29:00,2026-08-20T22:29:00,RELEASED,HOLD,APAC,SAME_DAY
ORD-000810,DC-18,STANDARD,2026-08-13T06:30:00,2026-08-13T10:30:00,STAGED,STAGED,NA,STANDARD
ORD-000811,DC-07,EXPEDITE,2026-08-30T15:40:00,2026-08-31T15:40:00,STAGED,EXCEPTION,EU,SAME_DAY
ORD-000812,DC-05,STANDARD,2026-08-02T14:19:00,2026-08-02T20:19:00,PICKING,PICKING,LATAM,NEXT_DAY
ORD-000813,DC-02,STANDARD,2026-08-31T18:28:00,2026-09-01T00:28:00,PACKING,EXCEPTION,MEA,STANDARD
ORD-000814,DC-14,STANDARD,2026-08-10T00:35:00,2026-08-10T08:35:00,RELEASED,HOLD,NA,STANDARD
ORD-000815,DC-11,STANDARD,2026-08-03T16:14:00,2026-08-04T16:14:00,STAGED,STAGED,MEA,SAME_DAY
ORD-000816,DC-16,CRITICAL,2026-08-30T16:01:00,2026-08-31T16:01:00,EXCEPTION,EXCEPTION,MEA,SAME_DAY
ORD-000817,DC-18,STANDARD,2026-08-07T07:31:00,2026-08-07T15:31:00,PACKING,HOLD,APAC,NEXT_DAY
ORD-000818,DC-02,STANDARD,2026-08-04T17:35:00,2026-08-04T21:35:00,RELEASED,HOLD,LATAM,NEXT_DAY
ORD-000819,DC-05,STANDARD,2026-08-27T12:02:00,2026-08-27T16:02:00,EXCEPTION,HOLD,NA,SAME_DAY
ORD-000820,DC-04,STANDARD,2026-08-05T06:58:00,2026-08-05T18:58:00,PICKING,PICKING,EU,STANDARD
ORD-000821,DC-16,STANDARD,2026-08-22T03:55:00,2026-08-22T07:55:00,EXCEPTION,HOLD,LATAM,STANDARD
ORD-000822,DC-03,STANDARD,2026-08-21T22:57:00,2026-08-22T10:57:00,ALLOCATED,HOLD,LATAM,SAME_DAY
ORD-000823,DC-09,CRITICAL,2026-08-02T05:09:00,2026-08-02T11:09:00,ALLOCATED,ALLOCATED,EU,NEXT_DAY
ORD-000824,DC-07,STANDARD,2026-08-19T09:22:00,2026-08-19T13:22:00,ALLOCATED,HOLD,APAC,NEXT_DAY
ORD-000825,DC-03,STANDARD,2026-08-13T04:26:00,2026-08-13T16:26:00,SHIPPED,EXCEPTION,NA,STANDARD
ORD-000826,DC-04,STANDARD,2026-08-28T16:00:00,2026-08-29T00:00:00,PACKING,PACKING,LATAM,STANDARD
ORD-000827,DC-10,STANDARD,2026-08-30T07:16:00,2026-08-30T11:16:00,PACKING,HOLD,APAC,NEXT_DAY
ORD-000828,DC-05,STANDARD,2026-09-04T01:20:00,2026-09-04T09:20:00,PICKING,PICKING,EU,NEXT_DAY
ORD-000829,DC-05,STANDARD,2026-08-07T22:38:00,2026-08-08T22:38:00,EXCEPTION,EXCEPTION,LATAM,STANDARD
ORD-000830,DC-10,EXPEDITE,2026-08-21T07:50:00,2026-08-21T19:50:00,RELEASED,HOLD,EU,STANDARD
ORD-000831,DC-13,STANDARD,2026-08-27T15:24:00,2026-08-27T23:24:00,PICKING,HOLD,MEA,STANDARD
ORD-000832,DC-16,EXPEDITE,2026-09-03T11:35:00,2026-09-03T17:35:00,RELEASED,RELEASED,MEA,SAME_DAY
ORD-000833,DC-14,STANDARD,2026-08-04T17:44:00,2026-08-04T23:44:00,STAGED,STAGED,MEA,STANDARD
ORD-000834,DC-09,STANDARD,2026-08-17T00:30:00,2026-08-17T08:30:00,PACKING,PACKING,NA,SAME_DAY
ORD-000835,DC-08,CRITICAL,2026-08-10T22:05:00,2026-08-11T22:05:00,STAGED,STAGED,EU,STANDARD
ORD-000836,DC-17,EXPEDITE,2026-08-12T04:18:00,2026-08-12T12:18:00,SHIPPED,HOLD,MEA,SAME_DAY
ORD-000837,DC-01,STANDARD,2026-08-24T15:54:00,2026-08-24T19:54:00,RELEASED,RELEASED,LATAM,SAME_DAY
ORD-000838,DC-14,STANDARD,2026-08-12T03:11:00,2026-08-13T03:11:00,SHIPPED,SHIPPED,NA,SAME_DAY
ORD-000839,DC-14,EXPEDITE,2026-08-11T13:29:00,2026-08-11T19:29:00,EXCEPTION,EXCEPTION,LATAM,NEXT_DAY
ORD-000840,DC-04,STANDARD,2026-09-01T04:23:00,2026-09-01T08:23:00,PICKING,EXCEPTION,MEA,STANDARD
ORD-000841,DC-05,STANDARD,2026-08-28T16:28:00,2026-08-28T20:28:00,PICKING,PICKING,EU,NEXT_DAY
ORD-000842,DC-13,STANDARD,2026-08-01T22:38:00,2026-08-02T10:38:00,SHIPPED,SHIPPED,EU,STANDARD
ORD-000843,DC-11,STANDARD,2026-08-25T07:38:00,2026-08-25T11:38:00,SHIPPED,SHIPPED,APAC,STANDARD
ORD-000844,DC-06,STANDARD,2026-08-09T00:49:00,2026-08-09T06:49:00,EXCEPTION,EXCEPTION,EU,STANDARD
ORD-000845,DC-03,STANDARD,2026-08-30T11:04:00,2026-08-30T15:04:00,SHIPPED,SHIPPED,MEA,NEXT_DAY
ORD-000846,DC-15,STANDARD,2026-08-25T16:00:00,2026-08-26T16:00:00,EXCEPTION,EXCEPTION,LATAM,NEXT_DAY
ORD-000847,DC-07,STANDARD,2026-08-10T04:16:00,2026-08-10T16:16:00,SHIPPED,SHIPPED,EU,STANDARD
ORD-000848,DC-05,EXPEDITE,2026-09-03T09:04:00,2026-09-03T13:04:00,SHIPPED,SHIPPED,LATAM,SAME_DAY
ORD-000849,DC-03,CRITICAL,2026-08-29T16:01:00,2026-08-29T22:01:00,EXCEPTION,EXCEPTION,EU,NEXT_DAY
ORD-000850,DC-02,STANDARD,2026-09-02T12:14:00,2026-09-03T12:14:00,EXCEPTION,EXCEPTION,LATAM,STANDARD
ORD-000851,DC-08,STANDARD,2026-08-23T00:35:00,2026-08-23T08:35:00,RELEASED,RELEASED,LATAM,NEXT_DAY
ORD-000852,DC-14,STANDARD,2026-08-23T20:59:00,2026-08-24T08:59:00,SHIPPED,SHIPPED,LATAM,STANDARD
ORD-000853,DC-13,STANDARD,2026-08-16T10:41:00,2026-08-16T22:41:00,STAGED,HOLD,MEA,SAME_DAY
ORD-000854,DC-16,STANDARD,2026-09-03T07:40:00,2026-09-03T19:40:00,PACKING,HOLD,APAC,STANDARD
ORD-000855,DC-04,STANDARD,2026-08-01T19:56:00,2026-08-01T23:56:00,STAGED,STAGED,NA,STANDARD
ORD-000856,DC-10,STANDARD,2026-08-17T05:39:00,2026-08-17T17:39:00,PICKING,PICKING,LATAM,SAME_DAY
ORD-000857,DC-03,STANDARD,2026-08-20T15:21:00,2026-08-21T03:21:00,RELEASED,HOLD,MEA,STANDARD
ORD-000858,DC-15,EXPEDITE,2026-09-03T07:37:00,2026-09-03T15:37:00,SHIPPED,SHIPPED,APAC,SAME_DAY
ORD-000859,DC-01,STANDARD,2026-08-22T13:46:00,2026-08-23T13:46:00,PACKING,PACKING,NA,NEXT_DAY
ORD-000860,DC-12,EXPEDITE,2026-08-12T23:00:00,2026-08-13T23:00:00,STAGED,HOLD,NA,NEXT_DAY
ORD-000861,DC-06,EXPEDITE,2026-08-09T14:15:00,2026-08-10T14:15:00,SHIPPED,SHIPPED,MEA,SAME_DAY
ORD-000862,DC-07,STANDARD,2026-08-31T06:52:00,2026-08-31T10:52:00,SHIPPED,SHIPPED,APAC,NEXT_DAY
ORD-000863,DC-16,STANDARD,2026-08-21T12:16:00,2026-08-21T16:16:00,ALLOCATED,ALLOCATED,EU,NEXT_DAY
ORD-000864,DC-18,EXPEDITE,2026-08-08T03:36:00,2026-08-08T09:36:00,STAGED,STAGED,EU,STANDARD
ORD-000865,DC-13,STANDARD,2026-08-05T16:28:00,2026-08-06T16:28:00,SHIPPED,EXCEPTION,APAC,NEXT_DAY
ORD-000866,DC-10,STANDARD,2026-08-25T00:55:00,2026-08-26T00:55:00,SHIPPED,SHIPPED,LATAM,STANDARD
ORD-000867,DC-06,STANDARD,2026-09-02T19:15:00,2026-09-02T23:15:00,PICKING,PICKING,NA,SAME_DAY
ORD-000868,DC-14,STANDARD,2026-08-03T14:25:00,2026-08-04T02:25:00,EXCEPTION,EXCEPTION,APAC,NEXT_DAY
ORD-000869,DC-13,STANDARD,2026-08-12T21:15:00,2026-08-13T21:15:00,PACKING,HOLD,NA,SAME_DAY
ORD-000870,DC-11,STANDARD,2026-08-24T18:34:00,2026-08-25T18:34:00,EXCEPTION,EXCEPTION,EU,STANDARD
ORD-000871,DC-15,STANDARD,2026-08-26T11:34:00,2026-08-27T11:34:00,EXCEPTION,HOLD,MEA,SAME_DAY
ORD-000872,DC-02,EXPEDITE,2026-08-05T14:37:00,2026-08-06T02:37:00,RELEASED,HOLD,MEA,STANDARD
ORD-000873,DC-03,CRITICAL,2026-08-29T11:51:00,2026-08-29T15:51:00,EXCEPTION,EXCEPTION,LATAM,NEXT_DAY
ORD-000874,DC-02,CRITICAL,2026-08-16T13:14:00,2026-08-16T19:14:00,ALLOCATED,EXCEPTION,APAC,SAME_DAY
ORD-000875,DC-15,STANDARD,2026-08-22T04:46:00,2026-08-22T10:46:00,EXCEPTION,EXCEPTION,EU,SAME_DAY
ORD-000876,DC-02,STANDARD,2026-08-05T18:49:00,2026-08-06T18:49:00,EXCEPTION,HOLD,APAC,SAME_DAY
ORD-000877,DC-01,STANDARD,2026-08-04T11:02:00,2026-08-04T19:02:00,ALLOCATED,EXCEPTION,MEA,NEXT_DAY
ORD-000878,DC-09,EXPEDITE,2026-08-02T16:07:00,2026-08-03T04:07:00,SHIPPED,SHIPPED,EU,SAME_DAY
ORD-000879,DC-10,STANDARD,2026-08-10T08:38:00,2026-08-11T08:38:00,PICKING,HOLD,NA,NEXT_DAY
ORD-000880,DC-10,STANDARD,2026-08-01T08:20:00,2026-08-01T20:20:00,EXCEPTION,EXCEPTION,MEA,STANDARD
ORD-000881,DC-13,EXPEDITE,2026-08-16T18:05:00,2026-08-17T06:05:00,STAGED,HOLD,MEA,SAME_DAY
ORD-000882,DC-11,STANDARD,2026-08-22T16:07:00,2026-08-23T04:07:00,RELEASED,RELEASED,MEA,STANDARD
ORD-000883,DC-16,STANDARD,2026-09-04T19:36:00,2026-09-05T19:36:00,ALLOCATED,HOLD,LATAM,STANDARD
ORD-000884,DC-11,STANDARD,2026-08-26T22:57:00,2026-08-27T04:57:00,EXCEPTION,EXCEPTION,NA,NEXT_DAY
ORD-000885,DC-08,EXPEDITE,2026-08-17T00:18:00,2026-08-17T12:18:00,RELEASED,EXCEPTION,EU,NEXT_DAY
ORD-000886,DC-06,EXPEDITE,2026-08-08T11:38:00,2026-08-08T17:38:00,PACKING,EXCEPTION,APAC,NEXT_DAY
ORD-000887,DC-14,STANDARD,2026-08-19T15:11:00,2026-08-19T19:11:00,PACKING,EXCEPTION,APAC,SAME_DAY
ORD-000888,DC-07,STANDARD,2026-08-02T00:58:00,2026-08-02T04:58:00,SHIPPED,HOLD,APAC,NEXT_DAY
ORD-000889,DC-07,STANDARD,2026-08-15T02:08:00,2026-08-15T14:08:00,STAGED,STAGED,MEA,STANDARD
ORD-000890,DC-14,STANDARD,2026-08-22T23:44:00,2026-08-23T11:44:00,EXCEPTION,EXCEPTION,APAC,SAME_DAY
ORD-000891,DC-17,STANDARD,2026-08-10T15:35:00,2026-08-10T21:35:00,STAGED,HOLD,NA,STANDARD
ORD-000892,DC-02,STANDARD,2026-08-29T14:55:00,2026-08-30T14:55:00,EXCEPTION,EXCEPTION,MEA,SAME_DAY
ORD-000893,DC-01,EXPEDITE,2026-08-29T03:11:00,2026-08-30T03:11:00,ALLOCATED,HOLD,APAC,SAME_DAY
ORD-000894,DC-13,STANDARD,2026-08-24T23:10:00,2026-08-25T23:10:00,RELEASED,RELEASED,LATAM,STANDARD
ORD-000895,DC-02,STANDARD,2026-08-28T03:01:00,2026-08-28T11:01:00,SHIPPED,SHIPPED,MEA,SAME_DAY
ORD-000896,DC-06,STANDARD,2026-08-15T19:33:00,2026-08-16T19:33:00,SHIPPED,HOLD,MEA,NEXT_DAY
ORD-000897,DC-18,STANDARD,2026-08-17T19:10:00,2026-08-18T19:10:00,PICKING,PICKING,MEA,STANDARD
ORD-000898,DC-14,EXPEDITE,2026-08-19T06:26:00,2026-08-19T12:26:00,SHIPPED,HOLD,EU,NEXT_DAY
ORD-000899,DC-14,STANDARD,2026-08-22T07:41:00,2026-08-22T19:41:00,EXCEPTION,EXCEPTION,APAC,STANDARD
ORD-000900,DC-03,STANDARD,2026-08-25T22:04:00,2026-08-26T02:04:00,STAGED,HOLD,LATAM,SAME_DAY
ORD-000901,DC-09,STANDARD,2026-08-25T04:17:00,2026-08-25T12:17:00,PACKING,EXCEPTION,NA,NEXT_DAY
ORD-000902,DC-15,STANDARD,2026-08-12T13:04:00,2026-08-13T13:04:00,ALLOCATED,ALLOCATED,LATAM,NEXT_DAY
ORD-000903,DC-06,STANDARD,2026-08-14T03:06:00,2026-08-14T15:06:00,PICKING,EXCEPTION,MEA,STANDARD
ORD-000904,DC-16,EXPEDITE,2026-08-12T15:52:00,2026-08-12T23:52:00,ALLOCATED,ALLOCATED,APAC,SAME_DAY
